GCCSA_CODE_2016,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000mo_A_15_19,SW_3000mo_A_20_24,SW_3000mo_A_25_34,SW_3000mo_A_35_44,SW_3000mo_A_45_54,SW_3000mo_A_55_64,SW_3000mo_A_65_74,SW_3000mo_A_75ov,SW_3000mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ove,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000mo_A_15_19,MaOpD_3000mo_A_20_24,MaOpD_3000mo_A_25_34,MaOpD_3000mo_A_35_44,MaOpD_3000mo_A_45_54,MaOpD_3000mo_A_55_64,MaOpD_3000mo_A_65_74,MaOpD_3000mo_A_75ov,MaOpD_3000mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19
6RTAS,691,0,17,66,80,89,67,15,0,330,0,11,33,49,67,38,15,3,214,0,0,11,29,23,20,3,0,83,0,5,16,22,37,29,3,0,114,0,0,4,11,20,19,4,0,55,49,20,17,20,31,23,11,3,177,2328,1503,1619,1644,2002,1430,306,36,10860,3,3,3,3,9,6,0,0,29,44,3,8,5,9,6,5,0,86,27,23,18,21,28,48,13,0,182,11,22,27,36,54,80,40,6,274,16,34,32,32,82,99,44,4,351,27,68,76,88,156,135,60,11,623,22,134,192,211,314,255,61,8,1209,12,109,311,321,427,329,53,7,1566,6,66,205,279,428,315,49,3,1365,0,27,142,169,247,171,20,0,774,0,20,112,143,218,155,12,0,666,0,9,62,97,125,70,14,0,374,0,4,47,58,90,46,9,0,259,0,0,11,13,11,7,5,0,53,3,4,11,15,45,30,11,0,126,188
6GHOB,764,0,10,70,81,108,71,15,0,354,0,4,32,52,61,50,7,0,199,0,0,16,24,43,21,3,3,118,0,5,18,28,43,38,9,0,139,3,7,9,16,21,22,11,3,92,36,22,20,11,20,9,8,0,119,2214,1708,1762,1440,1498,1170,308,43,10148,3,4,3,3,11,0,0,0,23,38,8,6,0,8,3,3,0,66,14,30,14,14,17,17,15,0,128,3,29,29,29,36,36,11,0,168,8,22,33,30,48,63,33,4,240,9,47,74,78,79,106,30,3,416,3,61,174,162,196,156,32,3,793,8,51,197,204,297,258,38,4,1055,0,32,139,140,245,212,23,0,794,0,10,62,75,121,84,11,0,362,0,9,42,88,133,82,6,0,372,0,0,12,26,37,44,6,0,121,0,0,6,11,19,23,3,0,56,0,0,0,3,11,3,0,0,19,3,5,11,12,21,11,0,0,61,83
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,35,0,0,5,11,11,9,0,0,37,0,0,0,3,8,3,0,0,15,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,4,0,7,31,19,59,78,84,58,22,4,353,0,0,3,0,3,0,0,0,14,0,0,0,0,3,3,0,0,4,0,0,0,12,9,5,0,0,32,0,3,3,6,5,27,11,0,54,0,4,4,13,10,20,8,3,57,3,3,15,11,19,23,8,3,99,0,6,26,16,31,31,8,0,124,3,7,30,33,36,28,0,0,142,0,10,25,33,48,35,4,0,168,0,5,28,21,32,21,0,0,113,0,7,20,12,17,9,6,0,59,0,0,0,4,5,4,0,0,24,0,0,5,7,10,5,0,0,29,0,0,3,4,0,8,3,0,16,0,0,3,3,0,5,7,0,13,8
5RWAU,1343,5,45,154,165,195,137,54,6,756,0,33,87,108,147,93,30,3,504,0,6,49,84,86,61,13,0,292,0,7,48,78,108,64,18,4,331,4,6,34,68,61,60,29,3,258,76,24,28,39,54,42,7,0,269,3816,1851,2674,2584,3129,2328,606,62,17053,3,12,19,26,25,19,8,0,119,63,7,11,17,20,20,9,0,152,28,24,34,32,50,58,26,3,246,15,26,37,35,67,88,50,3,322,12,31,49,43,73,109,83,18,423,27,68,117,105,184,164,107,7,780,30,133,217,196,280,293,112,17,1282,30,197,358,360,533,515,114,7,2112,26,194,509,622,815,710,149,13,3026,4,154,546,587,721,577,96,4,2695,7,153,823,808,950,681,101,6,3530,4,145,979,953,1123,700,86,0,4003,10,163,2238,2582,2579,1410,133,8,9119,3,40,572,874,937,532,60,0,3015,6,22,85,116,149,97,27,3,502,256
5GPER,6305,12,170,1040,982,989,679,173,19,4069,6,57,644,748,809,527,139,20,2945,6,48,358,483,459,370,92,9,1826,0,47,419,733,735,462,124,16,2540,15,27,195,420,493,295,96,29,1561,293,227,168,122,176,101,47,6,1134,17713,15571,14731,11175,12222,8820,2575,310,83116,17,23,38,44,49,41,17,0,235,360,136,59,35,48,51,15,0,704,285,291,191,115,133,131,57,3,1211,109,282,277,169,189,189,103,28,1344,81,272,393,233,263,297,136,12,1691,129,405,670,524,509,525,223,23,3008,113,798,1430,946,1035,808,247,18,5399,83,787,2235,1751,2016,1483,329,17,8699,41,489,2133,2156,2425,1929,356,12,9541,5,197,1206,1370,1584,1132,221,16,5736,3,118,968,1011,1271,884,138,7,4407,7,75,654,730,822,568,97,4,2954,0,77,1037,1190,1215,702,99,6,4338,3,13,230,372,375,231,31,4,1261,21,50,120,154,194,144,47,7,728,1253
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,4,4,0,0,0,9,0,0,23,17,15,9,0,0,62,0,0,19,33,30,9,0,0,100,0,0,0,0,3,0,0,0,5,0
59499,236,0,9,44,49,50,25,6,0,177,0,0,17,35,22,12,3,0,91,0,0,5,14,19,11,3,0,61,0,0,11,17,14,11,0,0,55,0,0,4,5,13,4,0,0,29,3,5,6,3,4,7,0,0,28,114,201,386,420,507,324,72,12,2034,4,0,5,4,10,16,0,0,39,5,4,7,11,11,18,0,0,54,3,10,18,17,34,33,8,3,130,0,11,44,46,30,53,33,0,215,0,20,53,46,69,58,22,0,268,6,25,92,62,96,98,40,3,426,4,28,80,85,112,82,28,3,420,0,30,108,116,160,110,36,0,571,3,29,140,130,200,144,28,3,686,4,20,115,156,143,99,27,0,566,0,20,124,117,155,112,24,0,546,0,22,134,132,136,89,18,0,521,0,27,275,275,249,145,24,0,989,0,3,67,121,114,62,9,0,377,0,3,18,23,24,27,11,3,105,33
4RSAU,867,0,17,87,74,112,88,14,4,400,0,3,34,61,86,71,16,3,274,0,0,16,28,53,36,6,0,137,0,0,19,24,46,24,4,3,130,5,4,8,27,37,20,7,0,101,66,28,25,28,28,21,12,3,208,2650,1643,2034,1987,2557,1933,440,59,13309,4,3,10,16,13,11,0,0,53,60,16,8,7,11,19,4,4,133,30,26,11,18,36,48,30,6,215,13,28,23,33,53,74,49,4,292,24,30,37,45,84,90,71,12,395,23,56,89,108,158,193,110,19,753,26,114,209,215,307,267,82,12,1233,24,139,352,350,511,450,92,4,1921,11,122,377,390,568,531,67,5,2070,6,65,291,297,391,300,28,0,1375,7,59,259,284,369,254,27,0,1252,3,26,191,234,281,131,21,3,889,3,20,239,312,301,167,19,0,1064,4,4,40,50,39,45,12,5,188,3,17,22,46,55,39,18,4,200,233
4GADE,4480,4,53,519,618,635,429,85,12,2353,0,29,276,442,432,328,68,12,1580,0,12,121,254,269,158,41,0,855,6,8,125,336,378,180,45,9,1075,8,4,51,150,173,126,47,15,578,184,146,106,85,118,79,23,4,743,11219,10444,10111,7974,9004,6254,1575,216,56784,17,7,15,12,31,23,5,3,114,178,94,36,16,31,32,17,0,400,130,191,131,74,101,80,46,9,754,74,168,220,139,138,140,70,10,959,53,147,264,196,229,260,100,17,1266,76,260,539,415,502,472,177,7,2443,52,498,1184,954,1226,946,165,14,5039,30,382,1477,1648,1947,1473,202,17,7183,10,185,1085,1441,1745,1284,190,7,5946,3,64,503,667,814,573,89,0,2711,0,38,315,375,514,336,53,3,1636,0,16,175,220,283,154,33,0,887,0,11,156,201,255,163,21,0,804,0,0,35,41,57,41,7,3,180,16,11,71,83,109,76,19,3,388,644
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,144,0,0,28,34,38,16,0,0,112,0,0,9,20,15,11,0,0,58,0,0,4,8,13,7,0,0,37,0,0,3,7,8,3,3,0,31,0,0,0,4,4,4,0,0,16,0,3,5,0,12,3,0,0,26,62,131,242,304,399,289,64,6,1493,0,3,0,3,5,3,0,0,21,0,3,10,9,3,3,3,0,28,3,8,26,15,23,20,4,0,102,0,13,28,24,41,35,14,3,158,0,3,28,36,36,42,19,4,164,3,14,36,42,62,45,22,0,222,3,12,41,49,69,65,12,0,254,0,19,73,80,88,79,19,0,358,0,15,69,80,108,71,15,0,358,0,10,44,41,68,45,10,3,216,0,3,35,32,57,32,6,0,171,0,0,28,25,33,14,3,0,106,0,0,30,42,39,25,7,3,154,0,0,0,11,13,8,3,0,39,3,0,3,10,12,11,0,0,41,14
3RQLD,7761,12,149,762,956,1107,731,226,18,3953,3,57,429,683,770,547,130,17,2632,3,17,170,380,410,313,84,20,1396,3,16,251,466,538,375,131,25,1802,20,21,123,316,301,242,94,28,1142,463,226,204,199,277,212,85,7,1675,23420,14386,16060,15181,17551,13305,3928,419,104247,36,21,44,53,84,87,28,0,355,364,83,53,70,73,77,43,4,761,280,216,150,143,191,241,127,19,1371,178,211,221,210,323,383,232,37,1779,166,277,364,359,419,580,330,45,2530,200,513,664,728,1067,1068,482,39,4762,178,898,1627,1538,1981,1736,521,32,8506,113,858,2170,2387,3062,2670,521,30,11815,69,649,2105,2387,3074,2524,463,18,11286,26,357,1519,1674,2161,1481,222,10,7452,23,240,1321,1482,1764,1125,154,8,6117,16,142,1212,1359,1457,899,111,3,5199,6,158,1889,2439,2429,1371,135,9,8438,0,21,450,666,636,352,52,4,2183,26,83,210,244,370,325,95,10,1367,1688
3GBRI,8193,3,186,1239,1252,1176,777,168,22,4825,5,80,750,1023,996,647,162,25,3695,3,36,387,602,588,318,107,7,2046,6,26,486,878,870,443,110,19,2842,18,32,260,550,568,305,102,33,1868,346,201,193,152,176,146,43,11,1266,21247,17646,18213,14233,14391,10038,2824,312,98905,29,22,38,54,59,42,20,0,260,437,130,68,59,59,56,26,4,838,347,309,176,152,133,147,74,8,1341,192,369,365,213,221,251,131,16,1748,151,391,479,296,339,369,185,21,2239,218,657,905,729,830,769,323,29,4470,206,1244,2449,1899,2007,1528,401,31,9759,172,1187,3238,2951,3242,2389,427,13,13616,71,659,2460,2908,3222,2347,434,16,12112,15,268,1326,1584,1877,1259,210,3,6539,7,95,772,1017,1242,827,129,10,4104,0,47,443,625,731,463,74,3,2380,0,34,483,811,793,446,57,4,2630,3,14,113,163,183,107,19,0,607,30,71,146,214,234,198,57,0,954,1883
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
39499,534,0,6,70,129,113,58,7,0,383,0,0,31,100,85,44,12,0,266,0,3,21,37,42,17,3,0,118,0,0,14,42,33,18,9,0,116,0,0,6,17,22,21,0,0,66,7,11,10,19,23,10,7,0,83,278,385,713,1027,1049,744,203,20,4424,3,0,15,12,30,25,6,0,96,23,10,4,9,15,18,5,0,92,8,20,35,42,51,52,26,5,237,10,22,65,52,82,95,36,3,365,5,25,87,90,92,123,60,8,485,15,36,115,122,156,205,63,5,719,20,67,172,196,241,230,68,7,1000,10,76,235,250,294,267,61,6,1188,7,73,274,351,384,286,49,3,1433,0,54,213,227,259,174,36,0,963,0,28,179,187,210,116,24,0,739,4,19,130,141,161,93,10,0,559,0,19,192,210,161,97,16,0,688,0,0,47,75,51,38,3,0,217,0,13,26,36,50,54,17,3,201,103
2RVIC,3596,4,62,425,470,437,330,80,5,1813,0,24,191,313,357,222,56,11,1176,3,13,126,199,183,127,39,9,698,0,6,140,264,251,142,46,12,856,22,16,54,144,148,97,34,13,524,295,148,106,139,165,139,46,9,1042,13267,8631,8609,8106,9452,7465,1826,204,57570,13,9,22,18,40,33,11,3,144,132,42,28,30,48,49,13,0,329,86,126,94,74,101,123,81,3,688,58,127,151,134,168,249,131,20,1040,58,149,177,167,270,347,161,16,1352,78,251,362,350,556,645,292,29,2567,92,492,833,833,1134,1117,282,29,4810,50,428,1132,1277,1876,1648,316,14,6739,14,275,1036,1291,1830,1546,264,31,6282,6,111,559,803,1023,858,150,9,3523,0,65,364,534,692,505,77,7,2244,4,19,232,295,410,271,44,4,1275,3,12,246,323,465,315,39,3,1409,0,6,60,107,120,102,19,3,423,16,40,91,116,192,184,56,13,708,613
2GMEL,16151,18,384,3013,2454,2270,1325,333,27,9824,10,185,1859,1994,1783,980,251,17,7088,0,76,1082,1331,1205,614,151,23,4485,10,64,1477,2239,1868,900,203,16,6772,43,57,633,1577,1366,612,161,30,4473,794,652,531,461,513,365,132,30,3476,35620,39790,42255,30163,29724,19262,5294,621,202723,32,68,90,71,103,80,23,3,471,478,315,166,97,125,107,54,5,1343,322,684,559,355,331,347,131,17,2750,155,733,921,556,537,520,207,22,3659,162,693,1089,814,839,771,314,36,4721,195,1125,2193,1713,1922,1715,518,53,9429,202,1867,4574,3984,4548,3470,715,38,19405,124,1595,5652,5668,6782,4899,781,41,25554,47,701,4202,5089,5997,4481,738,41,21299,5,226,2076,2688,3263,2301,393,21,10968,6,96,1104,1605,2062,1463,244,9,6595,0,54,572,892,1180,772,128,3,3597,0,34,568,981,1159,733,92,8,3592,5,9,129,194,205,162,28,7,738,26,153,323,354,577,426,104,7,1979,1754
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,3,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0
29499,559,0,6,97,145,129,80,14,3,470,0,8,50,86,78,42,8,0,275,0,3,30,60,41,24,7,0,165,0,0,24,49,27,23,3,0,139,0,0,7,16,10,3,3,0,44,14,19,22,21,28,19,6,0,126,313,551,895,1087,1193,773,213,22,5051,3,4,8,22,16,14,12,0,84,21,23,18,20,30,7,4,0,118,12,33,83,67,57,58,19,0,345,10,37,140,83,97,78,45,3,502,7,21,159,147,144,131,48,7,667,9,60,255,217,224,197,68,4,1037,4,56,272,229,264,221,65,3,1122,13,86,356,300,346,281,61,3,1455,0,66,279,319,330,249,53,10,1307,3,31,159,213,204,159,21,4,792,0,17,113,131,154,106,16,0,537,0,3,71,95,100,43,9,0,326,0,5,62,109,92,64,4,0,341,0,3,24,29,44,22,3,0,131,0,14,36,35,64,41,10,3,206,85
1RNSW,6637,10,121,694,859,907,649,130,15,3378,0,56,364,521,643,456,90,16,2151,0,13,180,310,314,218,64,13,1110,3,8,194,372,440,341,104,15,1478,13,23,100,244,267,196,78,17,942,502,232,231,214,250,192,76,19,1717,22636,14290,15942,14468,16854,13206,3279,414,101088,35,25,37,46,94,59,16,3,304,493,95,45,55,79,87,36,10,889,259,211,132,123,208,256,132,17,1347,154,248,217,212,317,449,275,43,1918,137,254,283,323,470,618,366,43,2496,172,516,622,610,1032,1156,538,54,4705,135,713,1432,1410,1876,1797,565,45,7971,89,779,1966,2235,3175,2894,557,37,11733,56,555,2001,2364,3319,2952,492,38,11768,23,242,1372,1729,2212,1671,257,20,7528,3,182,1145,1405,1664,1176,177,10,5766,7,89,842,1162,1208,750,83,7,4144,4,66,1388,2066,1951,1091,88,5,6661,3,20,204,316,329,162,38,10,1085,26,57,178,219,337,272,91,18,1208,1588
1GSYD,17599,16,500,3374,2709,2352,1514,377,36,10879,14,206,2439,2241,2000,1122,275,36,8325,9,102,1468,1567,1242,680,188,27,5280,4,78,2090,2739,2161,1069,283,28,8453,29,51,972,2191,1913,801,231,60,6243,536,488,514,396,406,314,111,25,2787,32783,35950,44615,32658,30459,20352,5731,720,203268,44,52,100,101,115,71,17,4,501,579,289,120,102,116,106,54,4,1377,452,601,404,316,415,482,170,26,2859,239,709,704,564,735,766,273,24,4015,225,749,1084,891,1020,995,342,47,5360,308,1155,1891,1759,2076,1894,557,62,9705,324,1865,4212,3763,4350,3360,789,55,18716,204,1735,5706,5577,6406,4700,917,51,25289,75,918,4425,5134,5914,4575,859,34,21939,20,368,2399,3116,3556,2616,490,22,12593,12,181,1462,2119,2499,1685,302,13,8272,4,68,847,1417,1374,864,131,7,4707,6,56,805,1384,1394,843,129,6,4617,0,33,155,269,276,142,40,0,917,39,110,334,382,471,390,101,14,1828,2534
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,687,0,12,132,143,162,104,24,3,569,0,5,88,113,102,70,21,0,396,0,3,30,65,55,23,12,0,191,0,0,35,68,50,36,5,0,199,0,4,11,22,27,16,9,0,87,5,13,19,21,14,16,3,0,88,347,579,1111,1252,1343,1043,295,40,6004,4,3,20,17,28,21,0,0,94,17,11,13,12,34,25,10,3,129,16,54,64,81,120,133,57,3,534,15,40,121,119,213,261,77,15,862,10,45,166,191,305,288,121,15,1142,28,62,229,262,426,398,119,16,1526,18,98,295,329,395,372,106,9,1626,10,102,365,420,510,384,91,13,1893,3,102,419,461,558,416,79,6,2043,0,58,253,272,335,227,50,0,1201,0,24,189,224,227,163,43,0,866,0,12,117,127,114,97,16,0,481,0,19,138,154,143,77,24,0,548,0,3,34,31,37,34,13,0,144,3,22,46,42,75,60,19,7,263,140
