GCCSA_CODE_2016,OIDNS_2000_2999_H_0,OIDNS_2000_2999_H_1_15,OIDNS_2000_2999_H_16_24,OIDNS_2000_2999_H_25_34,OIDNS_2000_2999_H_35_39,OIDNS_2000_2999_H_40,OIDNS_2000_2999_H_41_48,OIDNS_2000_2999_H_49mo,OIDNS_2000_2999_H_NS,OIDNS_2000_2999_H_Tot,OIDNS_3000mo_H_0,OIDNS_3000mo_H_1_15,OIDNS_3000mo_H_16_24,OIDNS_3000mo_H_25_34,OIDNS_3000mo_H_35_39,OIDNS_3000mo_H_40,OIDNS_3000mo_H_41_48,OIDNS_3000mo_H_49mo,OIDNS_3000mo_H_NS,OIDNS_3000mo_H_Tot,OIDNS_PINS_H_0,OIDNS_PINS_H_1_15,OIDNS_PINS_H_16_24,OIDNS_PINS_H_25_34,OIDNS_PINS_H_35_39,OIDNS_PINS_H_40,OIDNS_PINS_H_41_48,OIDNS_PINS_H_49mo,OIDNS_PINS_H_NS,OIDNS_PINS_H_Tot,OIDNS_Tot_H_0,OIDNS_Tot_H_1_15,OIDNS_Tot_H_16_24,OIDNS_Tot_H_25_34,OIDNS_Tot_H_35_39,OIDNS_Tot_H_40,OIDNS_Tot_H_41_48,OIDNS_Tot_H_49mo,OIDNS_Tot_H_NS,OIDNS_Tot_H_Tot,Tot_NNI_H_0,Tot_NNI_H_1_15,Tot_NNI_H_16_24,Tot_NNI_H_25_34,Tot_NNI_H_35_39,Tot_NNI_H_40,Tot_NNI_H_41_48,Tot_NNI_H_49mo,Tot_NNI_H_NS,Tot_NNI_H_Tot,Tot_1_149_H_0,Tot_1_149_H_1_15,Tot_1_149_H_16_24,Tot_1_149_H_25_34,Tot_1_149_H_35_39,Tot_1_149_H_40,Tot_1_149_H_41_48,Tot_1_149_H_49mo,Tot_1_149_H_NS,Tot_1_149_H_Tot,Tot_150_299_H_0,Tot_150_299_H_1_15,Tot_150_299_H_16_24,Tot_150_299_H_25_34,Tot_150_299_H_35_39,Tot_150_299_H_40,Tot_150_299_H_41_48,Tot_150_299_H_49mo,Tot_150_299_H_NS,Tot_150_299_H_Tot,Tot_300_399_H_0,Tot_300_399_H_1_15,Tot_300_399_H_16_24,Tot_300_399_H_25_34,Tot_300_399_H_35_39,Tot_300_399_H_40,Tot_300_399_H_41_48,Tot_300_399_H_49mo,Tot_300_399_H_NS,Tot_300_399_H_Tot,Tot_400_499_H_0,Tot_400_499_H_1_15,Tot_400_499_H_16_24,Tot_400_499_H_25_34,Tot_400_499_H_35_39,Tot_400_499_H_40,Tot_400_499_H_41_48,Tot_400_499_H_49mo,Tot_400_499_H_NS,Tot_400_499_H_Tot,Tot_500_649_H_0,Tot_500_649_H_1_15,Tot_500_649_H_16_24,Tot_500_649_H_25_34,Tot_500_649_H_35_39,Tot_500_649_H_40,Tot_500_649_H_41_48,Tot_500_649_H_49mo,Tot_500_649_H_NS,Tot_500_649_H_Tot,Tot_650_799_H_0,Tot_650_799_H_1_15,Tot_650_799_H_16_24,Tot_650_799_H_25_34,Tot_650_799_H_35_39,Tot_650_799_H_40,Tot_650_799_H_41_48,Tot_650_799_H_49mo,Tot_650_799_H_NS,Tot_650_799_H_Tot,Tot_800_999_H_0,Tot_800_999_H_1_15,Tot_800_999_H_16_24,Tot_800_999_H_25_34,Tot_800_999_H_35_39,Tot_800_999_H_40,Tot_800_999_H_41_48,Tot_800_999_H_49mo,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_15,Tot_1000_1249_H_16_24,Tot_1000_1249_H_25_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40,Tot_1000_1249_H_41_48,Tot_1000_1249_H_49mo,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_15,Tot_1250_1499_H_16_24,Tot_1250_1499_H_25_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40,Tot_1250_1499_H_41_48,Tot_1250_1499_H_49mo,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_15,Tot_1500_1749_H_16_24,Tot_1500_1749_H_25_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40,Tot_1500_1749_H_41_48,Tot_1500_1749_H_49mo,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_15,Tot_1750_1999_H_16_24,Tot_1750_1999_H_25_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40,Tot_1750_1999_H_41_48,Tot_1750_1999_H_49mo,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_15,Tot_2000_2999_H_16_24,Tot_2000_2999_H_25_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40,Tot_2000_2999_H_41_48,Tot_2000_2999_H_49mo,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000mo_H_0,Tot_3000mo_H_1_15,Tot_3000mo_H_16_24,Tot_3000mo_H_25_34,Tot_3000mo_H_35_39,Tot_3000mo_H_40,Tot_3000mo_H_41_48,Tot_3000mo_H_49mo,Tot_3000mo_H_NS,Tot_3000mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_15,Tot_PINS_H_16_24,Tot_PINS_H_25_34,Tot_PINS_H_35_39,Tot_PINS_H_40,Tot_PINS_H_41_48,Tot_PINS_H_49mo,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_15,Tot_Tot_H_16_24,Tot_Tot_H_25_34,Tot_Tot_H_35_39,Tot_Tot_H_40,Tot_Tot_H_41_48,Tot_Tot_H_49mo,Tot_Tot_H_NS,Tot_Tot_H_Tot
6RTAS,3,3,0,0,3,8,18,22,7,60,0,3,4,0,3,0,4,9,10,30,11,11,6,4,15,16,0,9,140,214,92,136,118,125,270,222,110,181,543,1794,68,211,60,79,52,87,40,237,56,893,281,3003,252,94,46,57,27,140,117,4020,291,2715,908,383,116,163,62,265,154,5059,305,2223,1565,602,286,239,90,357,142,5811,353,1769,2239,1292,562,468,181,402,165,7437,492,1511,2588,3005,1588,995,358,768,213,11519,539,868,1569,2983,3857,1980,795,1053,216,13867,531,503,1041,2065,4321,3078,1471,1406,184,14600,568,376,703,1465,3567,3145,1793,2124,152,13892,319,195,348,831,1950,1897,1248,1758,94,8630,307,174,212,509,1440,1476,1104,1726,62,7005,219,78,98,198,865,920,914,1247,45,4588,193,93,112,205,567,856,863,1600,43,4531,73,101,87,138,157,324,212,919,30,2037,66,202,142,170,243,179,84,221,316,1622,4615,14021,11926,14015,19611,15870,9238,14234,1978,105512
6GHOB,6,3,5,6,16,12,5,24,10,83,6,0,4,3,0,3,3,12,6,44,0,6,6,4,11,8,0,7,110,170,107,127,123,138,373,236,74,144,420,1733,52,170,41,46,38,45,18,73,34,511,235,2997,204,68,27,36,13,44,80,3705,228,2643,647,222,94,73,23,87,89,4108,177,1930,1182,454,223,161,57,117,103,4399,236,1428,1911,986,408,276,112,194,121,5669,374,1425,2262,2456,1171,741,311,415,160,9314,401,813,1652,2695,3030,1444,568,613,166,11380,474,506,1199,2078,4197,2663,1212,1041,162,13539,560,379,836,1741,4363,3078,1609,1497,129,14192,406,207,450,1101,2925,2108,1130,1371,72,9776,361,161,273,758,2242,1802,1234,1351,62,8236,208,96,121,326,1371,1322,865,1116,27,5448,234,118,155,342,1195,1445,1093,1757,33,6376,85,97,103,201,260,510,374,1174,22,2823,46,155,109,114,185,168,62,108,227,1176,4087,13123,11144,13585,21716,15861,8686,10971,1488,100657
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,5,6,3,0,3,3,3,28,0,55
69499,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,6,0,0,0,0,5,7,0,0,18,32,21,23,15,10,27,19,6,19,64,217,10,12,11,11,6,8,4,19,4,78,21,154,11,7,0,6,3,4,14,223,38,307,87,50,12,8,3,17,25,544,43,265,124,56,42,24,11,26,26,609,54,250,167,120,59,54,16,36,22,771,54,174,218,238,144,133,39,79,23,1100,56,91,133,219,191,213,84,115,19,1124,47,72,83,168,245,327,133,171,25,1271,51,52,52,135,200,354,156,229,19,1243,34,25,28,52,100,238,111,173,19,777,27,18,9,25,50,136,77,169,13,525,24,7,3,10,27,53,37,84,3,251,32,6,7,12,24,49,36,114,4,280,29,3,8,12,15,18,8,66,3,158,8,26,11,23,18,40,5,24,39,186,518,1454,963,1119,1132,1649,727,1317,250,9132
5RWAU,35,8,3,10,27,51,60,263,37,495,32,7,4,10,12,23,42,205,42,382,25,27,16,18,24,38,14,51,347,570,305,290,177,208,405,450,305,1007,1238,4388,196,546,189,185,104,225,91,701,174,2410,444,5093,467,194,71,126,81,332,188,6998,388,3955,1262,634,221,260,126,558,206,7611,426,3137,2216,1018,432,440,193,697,278,8835,501,2362,3082,1920,765,759,307,883,252,10829,744,2216,3427,4414,2032,1592,704,1664,373,17162,794,1472,2379,4461,4479,2880,1257,2142,360,20226,924,1049,1720,3361,5646,4676,2356,3624,415,23766,1170,908,1268,2413,5513,5744,3388,6145,398,26939,1058,547,678,1345,3355,4075,2733,6351,326,20479,1210,466,619,1079,2646,3644,2785,7490,290,20233,1108,347,337,598,1793,2685,2566,7985,241,17654,2717,705,742,754,2570,3815,5456,20654,490,37907,1747,541,500,549,793,1560,2272,15022,287,23258,238,433,271,311,395,485,276,1111,818,4350,13665,23776,19150,23242,30816,32950,24588,75352,5099,248646
5GPER,41,33,23,41,149,280,135,269,138,1117,37,61,43,40,59,139,75,232,98,774,40,60,30,60,107,123,52,120,1138,1727,606,1135,848,888,2010,2197,867,1612,3648,13805,570,1958,600,505,366,575,194,843,388,6007,1567,26028,1948,618,267,306,111,351,626,31831,1426,22541,6552,1808,628,610,195,524,738,35020,1310,14554,11640,3486,1267,1116,340,815,725,35251,1328,10240,15173,6780,2451,2080,663,1163,776,40658,2134,9131,16687,16070,7571,4724,1511,2521,1038,61388,2257,5803,11035,17053,19007,10155,3348,3698,1182,73539,2760,4404,8432,14295,28665,19736,7649,6945,1314,94205,3291,3450,6652,11496,32745,28174,12624,12653,1309,112397,2756,2002,3550,6792,22257,22370,11296,12964,869,84839,2697,1680,2521,5329,16609,20566,10623,14446,689,75153,2165,1021,1460,2929,10799,15323,8533,12763,505,55506,3322,1563,1855,3488,13762,23792,15025,25738,772,89311,1859,1456,1429,2418,4061,12460,8370,22247,414,54721,391,1298,965,1005,1681,1806,758,1390,2506,11813,29838,107120,90511,94072,162135,163795,81234,119064,13860,861625
59799,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,6,4,3,3,0,0,0,0,3,14,8,35,0,0,0,0,0,0,0,4,0,7,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,5,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,9,0,19,0,0,0,0,0,3,3,14,0,21,6,0,0,0,3,9,3,24,0,44,0,0,0,0,0,0,0,18,3,32,0,3,0,0,0,4,0,44,0,57,9,0,4,0,3,0,0,57,6,79,39,12,3,0,3,6,11,356,6,447,99,15,4,8,9,6,15,665,7,837,3,0,0,0,0,0,0,20,4,32,169,39,16,21,31,37,35,1225,31,1595
59499,4,3,0,5,3,16,0,32,11,79,6,4,0,0,3,3,7,25,8,54,16,9,3,9,5,3,7,7,86,141,114,105,64,77,88,133,46,177,287,1106,70,151,55,43,17,44,18,69,32,492,141,1081,104,41,12,22,11,35,47,1492,142,1444,334,163,48,79,18,50,66,2352,149,1132,601,277,111,148,46,100,61,2629,205,853,781,482,259,280,78,163,76,3165,228,810,910,933,499,560,186,304,84,4508,244,540,671,1077,765,835,220,435,100,4883,299,387,588,1017,1072,1298,465,760,134,6020,309,313,438,859,1110,1894,769,1291,131,7117,258,181,240,524,782,1571,624,1314,73,5570,265,119,141,307,490,1129,589,1475,75,4591,243,78,76,170,245,735,382,1208,53,3185,481,111,129,175,306,749,489,2392,83,4914,392,85,77,87,82,247,163,1312,37,2483,70,90,64,83,87,147,67,168,207,983,3494,7379,5206,6234,5877,9732,4125,11072,1251,54378
4RSAU,4,3,4,6,8,17,14,37,9,103,3,0,0,4,0,6,0,12,14,50,20,12,8,9,17,18,6,16,162,254,163,197,132,157,296,259,141,266,741,2356,116,361,116,135,79,167,81,566,89,1717,303,4125,369,161,68,121,45,265,156,5618,362,3423,1115,544,218,251,117,584,191,6819,334,2728,1888,929,412,419,153,679,222,7756,424,2150,2826,1838,748,681,263,814,235,9977,621,1937,3129,4200,2019,1366,562,1403,297,15539,707,1118,1997,4030,4626,2583,1227,1797,271,18351,783,801,1262,2805,5333,4047,2186,2574,273,20061,704,503,899,1782,4525,4080,2556,3566,234,18853,510,300,361,914,2339,2512,1863,2947,144,11892,404,253,318,575,1547,1824,1504,2948,103,9481,342,135,152,253,760,1194,1092,2450,65,6442,381,200,217,292,742,1221,1201,3554,53,7850,164,151,134,186,213,436,367,1659,64,3369,111,349,206,242,305,319,145,436,455,2568,6274,18522,14999,18889,23937,21215,13371,26246,2837,146296
4GADE,7,17,9,15,73,108,48,86,23,386,17,39,10,19,17,17,18,70,47,256,30,41,23,26,73,52,23,45,663,979,442,697,465,658,1593,1096,490,707,2329,8470,334,1062,325,301,226,323,100,496,248,3421,1109,16900,1194,452,215,199,87,252,400,20811,1027,15368,4265,1491,510,401,176,470,537,24237,983,10476,7114,2768,1047,772,280,668,566,24667,1068,7683,10467,5740,2132,1425,565,1059,618,30756,1751,6679,11817,14472,6629,3232,1305,2049,820,48748,1960,3965,7916,15211,18239,7266,3228,3044,881,61704,2387,2669,5612,11659,26984,13623,7319,5475,897,76629,2628,1891,4002,8598,26058,16740,9969,8790,711,79393,1942,1053,1934,5058,15299,11721,7467,7945,450,52853,1725,868,1209,3413,11810,10733,6531,8137,322,44761,1177,454,670,1484,6559,7617,5178,7049,190,30372,1225,639,750,1594,6182,9487,6910,10778,216,37789,514,614,642,1065,1565,3491,2663,8149,170,18864,248,888,596,783,1235,868,450,703,1401,7176,20058,71191,58493,74087,124691,87913,52235,65077,8419,562169
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,4,3,0,0,0,0,0,9,0,22,5,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,14,6,3,3,8,4,5,19,0,64
49499,0,0,0,0,3,3,3,8,0,22,0,0,0,0,0,3,0,12,3,23,3,0,3,3,0,3,3,5,39,55,65,68,41,50,54,90,27,67,161,627,43,84,32,31,21,15,11,39,19,294,111,768,69,45,16,10,3,29,21,1082,154,1159,287,130,44,38,18,54,38,1914,146,901,483,298,116,141,39,72,56,2250,126,771,672,461,232,211,66,121,60,2729,180,667,732,933,496,453,152,240,78,3932,168,385,508,936,796,727,256,346,79,4199,188,269,363,759,907,1040,425,567,76,4601,185,182,232,507,814,1350,567,806,53,4697,131,75,114,234,442,810,416,670,32,2932,104,56,65,153,248,530,282,627,22,2077,78,15,28,44,133,237,159,424,20,1133,120,28,26,52,134,237,157,556,15,1332,47,34,27,29,38,75,45,237,15,551,27,54,47,70,81,69,29,83,121,591,1811,5455,3686,4687,4523,5944,2625,4868,699,34306
3RQLD,32,29,15,27,82,121,79,251,86,729,32,44,21,33,28,70,32,169,87,529,71,87,52,59,126,148,56,167,1582,2360,813,1199,778,1020,1928,1909,829,1979,5158,15600,703,2286,767,700,502,893,335,2807,595,9581,1884,28657,2318,939,380,548,211,1237,930,37103,1642,21479,7553,3084,1077,1132,470,2212,1055,39707,1595,15818,12625,5806,2312,2036,750,2958,1236,45135,1901,11475,17606,11519,4374,3425,1324,3640,1304,56571,2947,10670,18724,28034,13881,8048,3262,7216,1803,94593,3520,6480,11524,27033,34918,17154,7393,10292,1824,120137,3711,4267,7676,17179,41490,26948,14152,16261,1815,133502,3993,3186,5342,11633,33096,29036,17542,24190,1526,129545,3051,1757,2850,6913,18701,19092,12342,20985,923,86606,2782,1372,1791,5365,13235,16333,10702,21412,725,73713,1789,738,948,2492,7005,10295,7195,15775,495,46739,2684,1019,1196,2281,7359,12068,10627,27317,637,65180,1182,1008,933,1508,2190,4931,3750,15732,372,31601,544,1782,1208,1608,2208,2239,1010,2960,3574,17131,33928,111995,93066,126092,182712,154180,91046,175001,18808,986831
3GBRI,38,26,21,32,150,230,104,260,90,954,26,42,35,42,35,115,35,213,85,613,58,68,40,39,157,185,60,150,1512,2275,647,1181,860,1077,2653,2620,914,1876,4923,16763,631,1913,663,536,436,635,214,1164,507,6696,1730,27842,2328,774,336,397,138,573,768,34894,1481,23332,7819,2487,764,812,276,904,891,38760,1353,15244,13230,4688,1778,1515,544,1385,955,40689,1528,10763,17283,9148,3300,2684,927,1806,1046,48502,2573,9897,18377,22565,11355,6504,2378,4152,1488,79283,3132,6046,12302,22893,32511,15871,5956,6554,1733,107009,3638,4408,8984,16607,44018,28372,13097,11861,1845,132831,4431,3178,6784,13290,42471,35050,18370,19557,1635,144764,3576,1849,3603,8460,26606,26290,14456,18320,950,104115,3257,1478,2503,6812,20587,23911,12907,20077,754,92286,2036,801,1222,3397,12127,16195,9153,14962,477,60373,2719,1123,1579,3494,13672,23692,14717,27894,569,89460,1163,1090,1187,2089,3618,10633,6989,23704,381,50849,390,1362,1049,1263,2174,2183,949,1873,3174,14396,33638,110315,98916,118510,215752,194748,101065,154777,17182,1044909
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,3,9,0,17,0,0,0,0,0,4,3,16,0,22,0,0,0,0,3,0,0,11,0,22,3,0,0,0,3,3,0,4,0,14,3,0,0,0,0,0,3,9,3,17,11,0,0,0,0,0,5,28,0,47,7,0,0,0,0,0,0,22,0,28,0,0,0,0,0,0,0,3,0,3,24,7,3,7,12,17,15,114,11,202
39499,9,0,0,0,3,18,9,42,13,92,10,8,9,0,0,13,5,21,19,79,15,13,3,9,15,25,7,24,168,269,191,182,114,155,176,278,94,333,591,2113,151,257,85,92,68,85,30,170,78,1004,250,1910,206,102,42,44,19,69,90,2731,301,2438,664,330,109,142,36,139,117,4270,322,2154,1217,660,291,297,111,238,133,5421,319,1710,1595,1055,507,641,201,362,174,6557,393,1561,1814,2125,1123,1128,400,780,212,9539,435,947,1230,2194,1918,1844,754,1217,225,10762,481,645,943,1917,2488,2990,1209,1901,256,12836,489,484,597,1362,2263,3746,1835,3072,267,14120,366,228,303,696,1259,2655,1508,2643,140,9798,314,160,193,380,740,1821,1116,2612,102,7445,241,80,94,193,383,1022,668,1938,60,4683,355,102,116,179,348,932,635,2612,65,5346,267,81,74,128,91,320,200,1160,38,2356,101,180,145,181,195,322,121,358,440,2040,4788,12939,9269,11598,11824,17984,8844,19262,2400,98920
2RVIC,13,5,8,6,39,56,44,69,47,296,21,20,8,10,23,19,11,55,57,230,48,48,35,39,81,90,28,71,847,1282,575,715,477,609,1074,1139,429,828,3107,8961,455,1395,501,471,289,535,222,1723,458,6043,1496,19561,1410,567,236,374,174,877,704,25390,1461,14646,4382,1707,631,802,350,1496,762,26228,1395,10730,8157,3185,1459,1406,598,2105,842,29883,1577,8176,11049,6204,2625,2553,911,2638,880,36616,2447,7319,12506,14541,7531,5236,1983,4448,1113,57115,2675,4259,8456,14088,17674,10749,4159,5709,1128,68898,2629,2756,5851,10994,20534,16635,7482,8348,1069,76308,2695,1836,3806,7872,17236,17378,9089,11281,895,72104,1851,1028,1811,4197,10106,11301,6773,9214,510,46797,1559,740,974,2443,6800,9172,5534,8691,369,36284,1013,392,494,1077,3709,5856,4114,6646,243,23544,1035,524,646,1094,3337,5784,4960,9375,257,27015,528,576,487,783,1226,2138,1657,6000,218,13607,420,1377,882,1020,1424,1450,612,1430,1913,10535,23240,75313,61408,70241,94825,91371,48617,79978,11362,556360
2GMEL,60,71,49,88,258,469,226,421,223,1861,63,113,78,70,91,261,111,479,217,1476,99,159,127,131,338,435,109,253,3424,5076,1360,2735,2091,2217,5249,5465,1756,3182,11178,35235,1370,4229,1518,1172,1019,1537,468,2127,1304,14748,3544,58569,4728,1466,715,814,260,970,1772,72826,3160,51849,16844,4734,1651,1737,552,1648,2147,84315,2853,33029,29978,8892,3598,3355,1063,2607,2251,87624,3145,22825,37049,17163,6832,6106,1891,3572,2448,101025,4881,20557,38885,39091,22500,14523,4467,7035,3331,155278,5730,12644,26761,40809,58667,33195,10882,11002,3783,203480,6635,9041,19718,33872,80353,59789,22659,20043,4051,256152,7750,6884,13681,26538,79000,74774,32085,32325,3347,276388,6138,3922,6986,15956,50438,56122,26805,30823,2057,199247,5293,2965,4791,10882,36730,48784,24486,31822,1551,167306,3446,1802,2595,5329,21057,33983,19242,26826,968,115243,4932,2539,3475,6935,24459,50195,30277,50140,1252,174205,2644,2624,2706,4973,7912,24364,15955,50308,863,112356,907,3593,2798,3017,5220,5808,2090,3847,7307,34589,62425,237071,212509,220837,400143,415093,193178,275097,38427,2054783
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,7,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,3,3,0,11,7,0,0,0,0,0,3,18,0,28,6,3,3,0,0,0,4,38,0,60,0,0,0,0,0,0,0,4,3,5,22,8,9,3,11,15,13,76,9,155
29499,5,10,3,6,6,15,10,26,10,86,11,4,0,3,3,11,0,14,6,59,23,20,12,15,13,31,9,38,238,402,224,260,177,180,268,355,94,292,705,2556,152,280,98,98,84,138,30,154,91,1125,281,2533,264,118,50,56,31,60,133,3522,380,3363,1011,425,158,192,65,132,189,5917,370,2678,1630,699,388,493,101,253,211,6830,408,2185,2097,1346,895,1177,284,396,216,9016,501,1967,2405,2452,1533,2019,497,809,304,12486,519,1130,1607,2578,2339,2813,754,1185,289,13207,577,768,1146,2297,2923,4201,1355,1920,325,15509,549,557,687,1612,2767,5126,1853,2692,298,16146,370,265,375,791,1712,3785,1492,2353,162,11307,286,186,205,466,1035,2671,1217,2225,113,8413,200,87,109,231,505,1479,734,1498,67,4907,253,112,115,238,466,1348,774,1988,71,5374,191,127,103,149,115,402,234,997,39,2357,128,311,202,240,304,575,171,372,618,2924,5166,16553,12058,13727,15286,26497,9591,17030,3122,119037
1RNSW,31,30,23,26,88,125,109,189,74,696,17,33,29,20,23,56,23,105,123,429,66,83,61,63,157,162,53,124,1477,2242,858,1273,868,1058,2223,2000,814,1705,5404,16199,732,2223,774,639,495,803,305,2352,626,8963,2395,30257,2585,953,414,570,213,1152,1078,39618,2088,23524,7619,2957,1179,1308,509,2265,1301,42754,2084,17997,13508,5838,2671,2494,891,3091,1450,50042,2395,13782,19125,10746,5117,4255,1617,4023,1558,62624,3694,12455,22129,26118,14139,9072,3382,7411,2000,100401,4045,7309,14653,26657,32781,18433,7142,9997,2035,123048,4161,4868,9969,19239,38484,28481,12793,14412,1954,134360,4162,3501,6801,12648,32848,30225,15023,20169,1551,126928,2846,1929,3447,6830,19859,19185,11046,16760,875,82781,2548,1448,2234,4678,14579,16259,9571,16339,774,68422,1802,829,1161,2497,10136,11690,7778,13354,454,49703,2395,1054,1490,2377,9984,13267,11262,21615,539,63984,840,971,1036,1451,2322,4583,3650,12542,384,27785,652,2119,1492,1614,2258,2385,945,2386,3353,17207,36838,124279,108045,125237,187282,163016,86119,147852,19936,998604
1GSYD,61,73,67,81,331,684,284,598,309,2478,62,182,88,138,130,465,147,774,288,2273,84,168,139,128,340,473,119,243,3766,5466,1391,3039,2727,2422,6645,7104,2130,4149,12973,42588,1401,3912,1609,1012,1004,1509,418,1832,1403,14104,3761,48605,4758,1357,699,864,229,790,1531,62603,2956,46091,16781,4398,1628,1653,499,1354,2208,77559,2583,30641,31324,8696,3813,3647,997,2341,2470,86515,2695,21191,39554,16160,7300,6732,2029,3430,2810,101898,4354,19550,40792,36357,22580,16568,4735,7258,3718,155904,5068,12677,28108,38388,57712,35711,10418,11704,4128,203916,6176,9575,20822,30848,80852,63459,21675,21358,4324,259091,7532,7635,15333,23354,82715,81096,32123,35330,4020,289134,6084,4561,8522,14553,53965,61336,27680,34393,2462,213551,5711,3512,5918,11249,42174,55541,25815,36752,1896,188570,4261,2221,3344,6413,28411,41275,20360,31635,1239,139162,6453,3176,4514,8881,37177,67224,36180,63430,1606,228631,3637,3364,3645,6013,11276,36569,22588,74556,1254,162907,819,2828,2556,2395,4583,5649,2024,3951,7772,32579,63483,219530,227588,210069,435891,478836,207773,330121,42846,2216135
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,12,0,0,0,0,0,3,0,4,0,10,0,0,3,0,0,0,0,3,0,14,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,3,0,9,3,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,3,8,0,11,5,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,9,6,5,5,3,9,7,34,0,90
