GCCSA_CODE_2016,P_M1_Tram_Inc_LR_15_24,P_M1_Tram_Inc_LR_25_34,P_M1_Tram_Inc_LR_35_44,P_M1_Tram_Inc_LR_45_54,P_M1_Tram_Inc_LR_55_64,P_M1_Tram_Inc_LR_65_74,P_M1_Tram_Inc_LR_75ov,P_M1_Tram_Inc_LR_Tot,P_M1_Taxi_15_24,P_M1_Taxi_25_34,P_M1_Taxi_35_44,P_M1_Taxi_45_54,P_M1_Taxi_55_64,P_M1_Taxi_65_74,P_M1_Taxi_75ov,P_M1_Taxi_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_Inc_LR_15_24,P_M2_TrnTrm_Inc_LR_25_34,P_M2_TrnTrm_Inc_LR_35_44,P_M2_TrnTrm_Inc_LR_45_54,P_M2_TrnTrm_Inc_LR_55_64,P_M2_TrnTrm_Inc_LR_65_74,P_M2_TrnTrm_Inc_LR_75ov,P_M2_TrnTrm_Inc_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_Inc_LR_15_24,P_M2_BusTrm_Inc_LR_25_34,P_M2_BusTrm_Inc_LR_35_44,P_M2_BusTrm_Inc_LR_45_54,P_M2_BusTrm_Inc_LR_55_64,P_M2_BusTrm_Inc_LR_65_74,P_M2_BusTrm_Inc_LR_75ov,P_M2_BusTrm_Inc_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
6RTAS,3,0,0,4,3,3,0,16,60,43,46,37,38,10,4,242,8489,12885,15126,18690,13611,2391,247,71445,2245,935,724,813,613,123,15,5467,31,87,140,197,197,71,23,737,181,106,95,122,75,10,6,594,55,96,126,135,72,12,3,492,54,87,118,135,173,60,16,649,789,848,735,1020,1018,292,60,4770,12189,15249,17236,21301,15904,2993,376,85248,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,10,5,6,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,10,25,11,3,0,67,29,16,4,6,8,0,0,60,3,7,3,3,5,0,0,30,45,37,20,32,24,4,0,158,111,146,121,126,103,12,0,623,153,197,151,165,132,17,0,816
6GHOB,3,3,0,3,0,0,0,11,45,75,57,54,47,14,0,290,6435,12636,14675,16042,11399,2042,187,63410,2212,1456,914,1095,766,119,10,6569,22,58,104,151,127,48,3,514,195,147,115,145,68,6,0,673,105,263,316,305,115,10,0,1114,28,73,84,118,106,31,6,444,1068,1401,967,1042,800,136,16,5425,11170,17040,17995,19711,14042,2494,237,82691,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,4,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,9,3,4,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,59,82,105,63,12,0,364,117,59,35,38,12,4,0,274,11,17,13,9,5,0,0,59,178,133,129,155,90,16,4,698,105,146,152,152,110,15,3,686,282,293,292,312,202,31,4,1420
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,8,0,0,32,0,3,3,3,0,0,0,4,0,9,12,10,14,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,5,3,0,5,7,7,7,0,35,595,1318,1284,1587,1245,209,20,6257,162,104,71,76,48,8,0,462,14,69,85,109,107,27,8,411,9,8,4,0,4,0,0,25,0,5,7,6,0,0,0,21,18,31,30,40,57,10,3,188,28,28,20,24,19,7,0,130,860,1582,1525,1864,1495,270,29,7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,13,12,26,22,17,22,6,0,102,20,29,22,18,19,8,0,116
5RWAU,0,3,6,0,3,0,0,14,77,91,89,84,72,9,0,424,14172,28111,31319,33767,23633,4934,581,136514,4638,3435,2464,2299,1440,248,47,14581,114,361,401,505,414,150,45,1992,347,213,246,278,192,44,12,1325,414,505,457,481,325,48,0,2234,434,2125,1849,1754,1002,260,44,7466,1857,2866,2332,2958,2706,814,133,13663,23189,43252,44067,46537,32053,6720,866,196684,17,18,7,10,5,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,9,6,6,3,0,46,3,0,0,0,0,0,0,9,0,5,10,3,3,0,0,15,35,31,30,20,23,4,0,140,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,27,104,79,67,41,3,3,323,53,44,20,16,14,3,0,140,23,114,83,63,32,6,0,318,99,263,190,150,86,12,3,794,203,488,401,362,232,57,6,1754,338,782,618,528,338,72,12,2684
5GPER,19,20,22,21,20,4,0,99,210,421,314,281,160,45,7,1425,68394,132643,128068,128666,84662,18283,1657,562373,15385,8811,5194,4955,3520,811,113,38793,214,788,913,1226,988,313,35,4470,561,971,925,1166,586,86,12,4301,1099,2177,2463,2339,1097,180,16,9367,574,1777,1570,1482,935,269,47,6649,4227,4585,2910,2915,2251,672,114,17672,100043,169444,154086,151824,99461,21637,2061,698563,2753,3831,3087,2394,1526,323,26,13934,4,3,3,0,0,0,0,15,0,0,0,0,0,0,0,9,927,2669,2554,2083,1089,134,6,9468,327,475,305,270,180,27,3,1585,69,207,204,171,82,16,3,752,4076,7191,6157,4914,2882,508,33,25766,4,9,9,4,6,0,0,35,3,3,0,3,0,0,0,9,201,439,342,298,182,34,5,1495,583,280,163,116,57,13,0,1220,71,153,86,69,30,7,0,416,861,883,605,484,274,54,7,3175,884,1218,931,948,587,111,7,4699,5825,9293,7689,6352,3748,673,54,33638
59799,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,13,4,5,8,7,4,0,0,30,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,0,18,22,251,261,269,141,13,0,963,18,69,88,80,29,0,0,279,53,337,365,372,182,15,4,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,0,0,3,3,0,0,0,8
59499,0,0,0,0,0,0,0,3,13,49,36,47,44,14,3,201,4234,8276,7729,7912,5317,1194,97,34757,1159,892,497,431,269,53,10,3310,83,343,470,689,458,112,6,2161,33,20,27,29,12,4,3,124,38,52,27,24,16,4,0,150,111,479,456,480,323,86,8,1946,91,174,118,116,98,32,4,624,5985,10865,9697,10031,6728,1532,143,44973,86,53,26,31,12,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,15,9,9,0,0,77,23,16,6,3,0,0,0,36,3,3,6,3,0,0,0,15,127,90,50,50,20,6,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,5,3,3,0,33,16,11,4,3,3,0,0,30,3,10,11,3,0,0,0,23,23,24,16,14,9,3,0,86,99,143,121,109,64,11,3,561,249,262,184,169,93,18,3,984
4RSAU,0,3,4,3,0,0,0,12,30,27,48,46,50,7,0,199,11607,17776,19751,23827,18286,3759,503,95504,2604,1381,934,1034,743,166,43,6908,41,123,170,281,251,140,38,1051,129,93,91,162,135,22,3,641,85,125,153,204,157,26,3,757,112,236,289,334,328,134,36,1476,1068,1218,1203,1765,1727,556,131,7665,15797,21312,22935,27918,21826,4838,762,115395,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,8,4,8,0,0,29,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,5,5,10,10,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,32,16,10,0,0,99,18,5,4,3,0,0,0,30,9,4,6,5,0,0,0,33,32,38,46,28,11,3,0,166,116,178,149,179,170,45,5,844,156,224,201,218,192,49,5,1052
4GADE,417,862,632,451,305,47,5,2712,104,290,241,226,160,34,11,1060,43733,80388,83547,89394,61468,11929,1095,371551,8653,5335,3670,3903,2945,643,72,25221,92,366,432,722,583,149,10,2362,375,639,591,652,426,39,8,2725,586,1521,1688,1674,1009,96,9,6589,185,523,501,661,549,177,36,2632,2569,2869,2137,2282,1827,580,77,12345,62785,102989,101303,106902,74066,14510,1377,463936,324,430,270,248,180,28,3,1483,0,0,0,0,3,0,0,3,36,51,28,43,25,3,0,189,281,468,434,371,251,29,3,1841,85,77,41,41,31,12,0,282,19,57,47,39,21,3,0,182,750,1078,815,745,511,73,8,3975,0,0,0,0,0,0,0,3,58,102,65,46,47,4,0,316,360,660,769,657,378,44,4,2880,392,322,181,152,112,27,0,1190,58,90,70,49,47,3,0,322,873,1170,1090,910,589,76,6,4710,653,1085,958,918,604,88,10,4313,2275,3328,2862,2572,1704,241,23,12999
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,12,17,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
49499,3,6,4,0,0,0,0,18,8,36,28,12,8,11,4,110,2728,5061,5061,6069,4475,949,80,24419,494,420,253,260,182,45,3,1664,41,125,217,358,266,82,8,1099,19,12,17,16,7,0,0,71,10,23,22,20,13,0,0,93,41,113,147,215,187,46,14,764,42,48,51,60,56,14,0,280,3468,5965,5873,7085,5245,1170,109,28905,9,7,7,12,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,12,3,0,0,30,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,22,17,12,20,5,0,0,73,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,5,4,9,4,0,0,36,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,6,13,8,7,7,3,3,0,57,64,90,61,81,50,16,0,366,103,122,81,109,59,16,0,498
3RQLD,479,615,199,184,137,27,3,1644,350,332,267,286,215,63,10,1518,87652,137890,150935,158562,106007,21162,1904,664108,23973,10410,7033,7374,5074,1216,165,55254,323,1142,1627,2201,1937,646,104,7989,900,1747,1775,2188,1558,241,41,8452,1707,2159,2044,2171,1262,187,20,9552,760,1512,1578,1773,1456,567,137,7786,7680,8172,6224,7427,6579,1966,401,38446,127077,167428,174268,184581,125643,26323,2828,808135,179,141,73,69,40,9,0,506,3,0,0,0,0,0,0,3,7,14,4,3,0,0,0,33,50,74,65,84,44,12,0,324,45,17,7,12,0,0,0,84,5,8,14,16,11,0,0,62,290,263,168,178,94,19,0,1009,15,54,63,49,33,4,0,220,182,161,68,73,59,15,0,565,102,165,184,169,103,19,3,746,397,124,87,91,25,6,0,739,64,89,56,52,28,5,0,290,765,598,457,437,254,46,7,2563,1249,1767,1487,1488,950,187,25,7151,2307,2626,2102,2100,1296,259,34,10723
3GBRI,31,34,28,16,17,0,0,124,293,494,360,361,214,70,11,1802,81225,145075,153314,148754,90407,17420,1315,637513,20703,11267,7132,6735,4621,999,123,51574,361,1122,1534,1976,1592,506,50,7140,1219,2797,2653,2598,1376,133,6,10782,1357,3359,3366,2598,1036,92,5,11814,461,1044,1108,1214,858,304,54,5041,7237,9137,5081,4529,3309,869,125,30276,130651,202116,194649,184207,112373,21815,1770,847591,1457,1933,1343,992,654,117,10,6504,15,21,12,7,7,0,0,64,0,3,3,0,0,0,0,9,1190,2607,3254,2729,1427,207,15,11433,492,599,447,411,237,27,3,2224,116,222,243,184,117,18,0,898,3271,5382,5304,4340,2443,371,20,21133,79,162,145,119,64,8,0,570,4,6,0,3,0,0,0,19,622,998,1081,781,412,65,0,3967,853,528,318,259,163,34,0,2154,115,249,172,93,54,5,0,685,1673,1946,1718,1257,688,115,4,7400,1266,1790,1675,1515,920,171,14,7353,6209,9123,8696,7104,4059,665,42,35886
39799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,11,4,10,4,0,37,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,17,20,22,16,3,0,94,0,0,0,3,0,0,0,5,10,34,38,31,28,6,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,5
39499,10,9,10,4,0,3,0,35,12,50,43,34,27,21,0,175,8180,15183,15845,16038,10777,2181,152,68363,2042,1278,772,741,490,106,12,5440,198,641,1060,1392,1191,300,28,4812,61,113,99,79,57,3,3,419,63,80,66,49,22,3,0,287,105,345,375,387,340,124,9,1673,181,249,170,199,165,38,8,1010,11184,18369,18710,19172,13196,2815,213,83659,35,38,22,19,10,3,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,17,32,8,3,0,92,15,20,8,0,0,0,0,43,5,3,5,3,0,0,0,22,75,77,50,51,21,7,0,289,0,3,3,0,4,0,0,17,0,3,0,0,0,0,0,6,18,17,12,17,17,8,0,89,16,14,8,4,7,0,0,49,7,5,3,3,3,0,0,26,44,46,30,29,22,7,0,185,163,253,217,200,163,20,0,1015,278,371,304,287,202,34,5,1485
2RVIC,116,227,84,72,44,16,5,552,128,188,147,125,128,23,4,745,44157,74463,80539,92084,68731,13342,1566,374886,13156,4128,2590,2873,2332,551,103,25740,129,419,618,846,881,333,109,3338,265,374,397,523,411,99,37,2096,654,765,872,983,713,112,17,4118,377,537,541,651,726,375,84,3294,4948,4060,3375,4599,4784,1587,350,23708,65830,86778,90292,103760,79455,16593,2288,444996,107,125,81,61,29,10,0,410,0,0,0,0,0,0,0,0,42,70,29,22,15,3,0,182,83,166,180,151,81,21,0,679,73,30,28,22,20,3,0,175,11,44,37,32,20,0,0,136,316,437,343,289,158,37,4,1583,0,0,0,0,0,0,0,0,8,8,9,6,0,7,0,37,39,45,47,42,38,6,0,219,217,41,20,22,11,6,0,313,30,18,18,11,12,0,0,91,292,120,88,84,59,23,0,661,553,614,524,579,396,117,23,2815,1159,1173,952,954,619,174,33,5052
2GMEL,8408,22454,9581,5634,3207,877,111,50270,355,1167,873,686,426,94,25,3618,126033,287536,291472,295064,186820,38989,3739,1229655,32853,16252,10001,10008,7374,1823,274,78583,403,1664,1936,2381,1904,603,81,8965,771,2047,1966,1686,968,104,16,7556,2923,9669,8166,5620,2552,312,33,29272,772,2008,2204,2075,1465,479,103,9107,13353,21235,10658,8806,6522,1903,333,62804,212649,424638,379985,360116,226714,47985,4969,1657053,3803,6620,4625,2966,1842,403,31,20292,4,8,8,3,0,0,0,17,2479,6746,3340,1935,1134,280,19,15930,2630,7361,8089,5758,2998,449,31,27320,1127,2021,1182,811,536,93,3,5775,316,954,883,595,295,41,3,3081,10357,23722,18123,12070,6801,1262,82,72414,0,0,0,3,0,0,0,7,515,915,529,377,294,70,9,2705,247,335,290,312,167,27,4,1380,961,254,164,134,71,18,3,1612,82,138,73,51,38,10,0,388,1802,1636,1057,879,569,127,19,6089,2216,3894,2967,2633,1460,308,31,13499,14370,29250,22143,15575,8828,1700,132,92008
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,7,8,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,25,7,4,0,63,0,0,0,3,0,0,0,3,3,18,26,29,20,3,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,3,4,0,0,0,8
29499,123,185,83,62,26,19,3,491,19,154,120,56,86,20,3,450,10151,19838,18896,19769,13403,2976,319,85350,2393,1238,748,684,516,103,13,5693,179,627,944,1252,1036,288,38,4360,40,69,48,53,31,3,0,238,118,150,96,60,46,17,0,486,68,302,325,358,326,94,13,1477,218,275,175,187,174,65,14,1105,13809,23536,21881,22788,15853,3628,407,101900,90,96,41,30,31,10,0,286,0,0,0,0,0,0,0,0,76,91,34,17,20,4,0,237,57,95,83,52,33,12,0,333,36,27,10,15,6,0,0,89,9,23,17,8,7,0,0,61,263,327,179,119,97,20,3,1006,0,0,0,0,0,0,0,3,14,7,7,6,3,3,0,35,10,11,3,13,0,0,0,39,23,3,0,4,3,0,0,32,6,4,0,3,0,0,0,16,46,33,9,23,6,3,0,127,240,333,257,245,149,34,4,1262,547,690,452,380,252,57,6,2389
1RNSW,9,18,16,13,10,6,0,76,194,275,220,241,224,75,9,1236,86420,134606,148991,166172,121582,22818,2461,683050,21278,8859,6146,7037,5389,1169,188,50059,403,1253,1758,2592,2583,1117,308,10017,954,1039,980,1268,1140,212,62,5655,862,1268,1470,1632,1097,136,23,6495,860,858,1000,1264,1260,664,171,6074,7104,6903,5933,7761,7538,2509,581,38331,120974,157452,168174,189642,142049,28973,3830,811097,223,257,174,155,113,30,0,952,0,3,3,0,0,0,0,5,3,0,3,0,0,0,0,5,125,123,152,166,107,28,3,693,101,39,36,33,16,5,0,225,22,27,41,30,25,3,0,146,466,458,403,385,250,62,3,2027,10,0,5,12,4,0,0,34,3,0,0,0,0,0,0,6,79,99,87,112,59,11,0,445,284,111,64,61,48,5,0,575,36,46,34,30,20,0,0,160,411,259,187,208,127,22,4,1219,1031,1328,1066,1181,826,211,59,5691,1908,2038,1654,1775,1205,285,62,8936
1GSYD,330,866,712,435,197,32,3,2578,374,1274,1349,1167,634,190,37,5022,121431,254818,280667,276983,180264,39688,3776,1157625,30111,17693,11953,12761,9945,2447,349,85256,892,2725,3651,3925,2778,825,102,14906,1590,4330,3969,3047,1573,209,14,14726,1414,4742,4845,3675,1494,160,16,16345,1004,2454,2480,2404,1629,564,114,10652,16539,29655,17931,14001,9848,2668,410,91064,229618,454352,417399,375997,240701,53220,5404,1776693,10412,20501,12344,8159,5284,1325,111,58126,126,601,401,244,176,54,3,1604,245,592,329,161,110,22,4,1469,3751,8515,8829,7174,3960,660,38,32938,2028,2951,1749,1520,1093,164,16,9512,309,1007,906,635,341,45,8,3254,16863,34169,24553,17898,10965,2270,179,106904,84,356,427,285,150,54,10,1364,67,162,121,56,36,4,0,447,686,1181,1535,1158,564,115,18,5254,1262,696,469,405,290,43,8,3170,177,481,380,232,131,27,7,1434,2285,2881,2929,2135,1166,247,38,11676,1796,2903,2923,2597,1426,278,46,11972,20948,39949,30401,22633,13553,2799,260,130548
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,0,19,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,11,0,3,0,3,0,0,0,10,7,14,14,11,5,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,3,0,0,8
19499,5,13,7,5,3,0,0,36,15,98,96,123,108,44,4,487,11201,20336,22036,23065,16059,3441,306,96442,3032,1648,1083,1153,818,182,24,7932,489,1238,1663,2111,1777,519,42,7846,111,130,88,97,51,6,0,483,60,103,83,79,36,10,0,361,153,346,407,515,435,122,12,1985,340,332,284,325,301,89,16,1676,16535,25735,26646,28164,20050,4528,416,122073,304,368,192,133,115,36,3,1150,0,5,8,0,0,0,0,21,0,0,6,0,0,0,0,15,96,121,113,120,79,29,0,549,79,37,18,23,9,0,0,172,14,22,21,17,4,3,0,85,497,563,353,293,209,70,5,1988,0,3,6,3,3,0,0,20,3,0,0,0,0,0,0,3,21,33,21,30,16,3,0,119,15,11,8,7,8,0,0,51,5,13,8,5,3,3,0,36,45,57,41,48,35,4,0,227,280,341,329,303,183,45,4,1491,824,962,718,649,429,121,10,3708
