GCCSA_CODE_2016,M_15_19_EWFT,M_15_19_EWPT,M_15_19_EAFW,M_15_19_EHW_NS,M_15_19_Tot,M_20_24_EWFT,M_20_24_EWPT,M_20_24_EAFW,M_20_24_EHW_NS,M_20_24_Tot,M_25_29_EWFT,M_25_29_EWPT,M_25_29_EAFW,M_25_29_EHW_NS,M_25_29_Tot,M_30_34_EWFT,M_30_34_EWPT,M_30_34_EAFW,M_30_34_EHW_NS,M_30_34_Tot,M_35_39_EWFT,M_35_39_EWPT,M_35_39_EAFW,M_35_39_EHW_NS,M_35_39_Tot,M_40_44_EWFT,M_40_44_EWPT,M_40_44_EAFW,M_40_44_EHW_NS,M_40_44_Tot,M_45_49_EWFT,M_45_49_EWPT,M_45_49_EAFW,M_45_49_EHW_NS,M_45_49_Tot,M_50_54_EWFT,M_50_54_EWPT,M_50_54_EAFW,M_50_54_EHW_NS,M_50_54_Tot,M_55_59_EWFT,M_55_59_EWPT,M_55_59_EAFW,M_55_59_EHW_NS,M_55_59_Tot,M_60_64_EWFT,M_60_64_EWPT,M_60_64_EAFW,M_60_64_EHW_NS,M_60_64_Tot,M_65_69_EWFT,M_65_69_EWPT,M_65_69_EAFW,M_65_69_EHW_NS,M_65_69_Tot,M_70_74_EWFT,M_70_74_EWPT,M_70_74_EAFW,M_70_74_EHW_NS,M_70_74_Tot,M_75ov_EWFT,M_75ov_EWPT,M_75ov_EAFW,M_75ov_EHW_NS,M_75ov_Tot,M_Tot_EWFT,M_Tot_EWPT,M_Tot_EAFW,M_Tot_EHW_NS,M_Tot_Tot,F_15_19_EWFT,F_15_19_EWPT,F_15_19_EAFW,F_15_19_EHW_NS,F_15_19_Tot,F_20_24_EWFT,F_20_24_EWPT,F_20_24_EAFW,F_20_24_EHW_NS,F_20_24_Tot,F_25_29_EWFT,F_25_29_EWPT,F_25_29_EAFW,F_25_29_EHW_NS,F_25_29_Tot,F_30_34_EWFT,F_30_34_EWPT,F_30_34_EAFW,F_30_34_EHW_NS,F_30_34_Tot,F_35_39_EWFT,F_35_39_EWPT,F_35_39_EAFW,F_35_39_EHW_NS,F_35_39_Tot,F_40_44_EWFT,F_40_44_EWPT,F_40_44_EAFW,F_40_44_EHW_NS,F_40_44_Tot,F_45_49_EWFT,F_45_49_EWPT,F_45_49_EAFW,F_45_49_EHW_NS,F_45_49_Tot,F_50_54_EWFT,F_50_54_EWPT,F_50_54_EAFW,F_50_54_EHW_NS,F_50_54_Tot,F_55_59_EWFT,F_55_59_EWPT,F_55_59_EAFW,F_55_59_EHW_NS,F_55_59_Tot,F_60_64_EWFT,F_60_64_EWPT,F_60_64_EAFW,F_60_64_EHW_NS,F_60_64_Tot,F_65_69_EWFT,F_65_69_EWPT,F_65_69_EAFW,F_65_69_EHW_NS,F_65_69_Tot,F_70_74_EWFT,F_70_74_EWPT,F_70_74_EAFW,F_70_74_EHW_NS,F_70_74_Tot,F_75ov_EWFT,F_75ov_EWPT,F_75ov_EAFW,F_75ov_EHW_NS,F_75ov_Tot,F_Tot_EWFT,F_Tot_EWPT,F_Tot_EAFW,F_Tot_EHW_NS,F_Tot_Tot,P_15_19_EWFT,P_15_19_EWPT,P_15_19_EAFW,P_15_19_EHW_NS,P_15_19_Tot,P_20_24_EWFT,P_20_24_EWPT,P_20_24_EAFW,P_20_24_EHW_NS,P_20_24_Tot,P_25_29_EWFT,P_25_29_EWPT,P_25_29_EAFW,P_25_29_EHW_NS,P_25_29_Tot,P_30_34_EWFT,P_30_34_EWPT,P_30_34_EAFW,P_30_34_EHW_NS,P_30_34_Tot,P_35_39_EWFT,P_35_39_EWPT,P_35_39_EAFW,P_35_39_EHW_NS,P_35_39_Tot,P_40_44_EWFT,P_40_44_EWPT,P_40_44_EAFW,P_40_44_EHW_NS,P_40_44_Tot,P_45_49_EWFT,P_45_49_EWPT,P_45_49_EAFW,P_45_49_EHW_NS,P_45_49_Tot,P_50_54_EWFT,P_50_54_EWPT,P_50_54_EAFW,P_50_54_EHW_NS,P_50_54_Tot,P_55_59_EWFT,P_55_59_EWPT,P_55_59_EAFW,P_55_59_EHW_NS,P_55_59_Tot,P_60_64_EWFT,P_60_64_EWPT,P_60_64_EAFW,P_60_64_EHW_NS,P_60_64_Tot,P_65_69_EWFT,P_65_69_EWPT,P_65_69_EAFW,P_65_69_EHW_NS,P_65_69_Tot,P_70_74_EWFT,P_70_74_EWPT,P_70_74_EAFW,P_70_74_EHW_NS,P_70_74_Tot
6RTAS,951,1695,105,89,2845,3071,1328,165,105,4672,3579,783,122,105,4583,3958,737,160,98,4947,3880,677,121,99,4784,4345,820,138,100,5399,4883,914,184,119,6105,4904,1044,221,99,6263,4437,1189,254,115,5999,2824,1316,253,72,4462,955,879,132,49,2011,324,451,36,31,843,188,309,37,30,563,38311,12145,1929,1104,53486,469,2613,139,99,3319,1847,2247,186,74,4353,2086,1900,282,54,4324,1730,2387,365,59,4547,1696,2740,248,62,4749,2344,3090,195,79,5703,2997,3254,224,95,6572,3015,3110,283,79,6485,2555,2999,362,96,6010,1335,2126,257,66,3783,404,901,103,38,1455,98,312,28,34,467,52,150,11,43,257,20637,27828,2693,879,52032,1419,4308,241,192,6159,4918,3579,352,181,9029,5668,2683,405,155,8907,5688,3120,533,154,9496,5582,3419,372,159,9533,6688,3910,326,176,11104,7885,4169,412,216,12678,7918,4156,503,177,12747,6993,4188,615,210,12010,4165,3436,511,134,8248,1365,1779,238,88,3466,419,761,67,63,1314
6GHOB,589,1669,104,59,2423,2355,1778,118,92,4341,3602,1075,111,95,4877,4110,887,131,113,5233,4014,748,130,74,4967,4345,805,128,81,5357,4553,813,137,66,5574,4359,871,175,86,5491,3915,985,202,60,5158,2204,995,156,42,3390,771,745,60,32,1604,165,305,41,10,517,72,187,13,27,295,35041,11868,1506,834,49249,308,2502,141,67,3019,1853,2507,211,75,4643,2621,1941,306,75,4953,2317,2445,468,56,5283,2070,2733,313,50,5159,2654,2987,215,48,5911,3024,2774,181,67,6043,3115,2577,230,67,5982,2571,2533,249,57,5406,1263,1819,181,44,3303,306,795,65,23,1190,73,261,23,12,363,22,107,13,21,166,22190,25981,2586,657,51410,898,4173,241,134,5443,4203,4285,331,167,8983,6224,3018,415,166,9833,6424,3330,594,167,10520,6089,3478,441,118,10129,7002,3791,350,126,11263,7578,3594,316,136,11617,7475,3455,398,152,11476,6484,3517,450,117,10568,3464,2813,334,83,6695,1076,1545,121,51,2792,235,568,60,19,883
69799,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,4,4,0,0,0,5,3,0,0,0,7,7,0,0,0,7,4,0,0,0,5,9,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,0,0,0,4,4,0,0,0,5,3,0,0,0,7,5,0,0,0,5,4,0,0,0,5,9,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
69499,142,80,10,10,245,405,127,22,20,576,500,155,32,16,699,535,140,34,12,732,435,161,26,15,629,471,169,41,11,694,548,220,36,20,821,522,222,35,22,802,430,245,42,18,728,264,236,44,16,560,73,115,21,0,202,14,35,5,9,62,9,25,4,3,39,4343,1932,341,172,6785,5,57,6,9,74,41,85,5,3,136,48,108,23,5,185,62,134,22,11,227,45,141,16,4,199,61,173,13,6,250,59,208,26,18,303,67,205,20,7,298,56,235,27,4,318,33,186,15,4,232,9,55,6,4,79,3,19,0,3,27,3,6,0,3,14,484,1608,178,77,2350,146,136,12,18,314,445,211,27,22,712,540,272,50,21,882,596,274,60,22,957,474,299,39,18,830,532,344,53,19,943,606,426,60,37,1130,590,426,59,28,1099,489,478,70,18,1050,298,418,57,19,790,81,168,24,6,278,15,56,7,13,85
5RWAU,2189,2865,179,203,5443,7171,1624,409,284,9493,12489,1522,806,289,15109,14706,1485,1034,356,17581,13683,1321,910,300,16208,14171,1516,882,344,16905,14452,1604,972,342,17370,13499,1642,963,324,16426,11333,1767,940,242,14290,6928,1915,719,181,9741,2839,1515,296,117,4767,876,826,135,65,1896,506,592,73,86,1253,114845,20193,8314,3127,146485,1220,4061,207,166,5664,4430,2665,315,197,7606,6135,3094,679,173,10085,5182,4660,835,181,10855,4503,5110,513,171,10292,5434,5509,394,172,11505,6309,5368,441,210,12331,6204,4837,565,205,11809,5172,4558,641,195,10562,2930,3477,448,116,6977,909,1634,200,62,2812,286,674,70,44,1086,146,330,38,72,579,48861,45980,5348,1976,102165,3410,6930,393,372,11102,11599,4291,721,484,17099,18625,4615,1485,470,25196,19884,6149,1872,530,28435,18186,6429,1423,471,26501,19605,7020,1273,513,28412,20763,6974,1411,554,29696,19703,6475,1530,531,28235,16506,6326,1586,437,24850,9859,5398,1165,298,16720,3747,3149,500,180,7576,1160,1502,204,113,2981
5GPER,4902,14599,628,497,20631,22127,16789,1049,1079,41041,38133,9697,1247,1095,50171,46255,7130,1344,1030,55762,42140,5527,1206,841,49710,41124,5081,1094,746,48049,40395,5177,1168,730,47467,36125,5170,1236,583,43116,29285,5486,1299,487,36555,18505,6419,1148,327,26396,6844,5330,577,163,12921,1685,2682,210,104,4682,631,1500,115,89,2333,328147,90589,12323,7770,438823,2759,20337,740,527,24361,18576,21622,1296,846,42340,30880,16002,2345,791,50012,25745,19825,3591,650,49804,19712,21578,2292,534,44120,21466,22904,1315,596,46277,24362,21811,1232,611,48008,23014,18821,1375,516,43727,18008,16590,1423,413,36430,9880,12777,1130,280,24065,2969,6099,560,148,9781,522,1976,162,83,2743,189,777,63,94,1119,198077,201120,17518,6088,422804,7655,34935,1371,1026,44994,40700,38411,2342,1923,83374,69014,25694,3590,1887,100179,71997,26950,4936,1679,105567,61853,27107,3499,1373,93829,62593,27983,2410,1340,94326,64750,26988,2395,1338,95476,59144,23991,2614,1102,86845,47288,22079,2717,904,72984,28381,19199,2279,603,50464,9813,11431,1141,312,22701,2205,4658,367,191,7422
59799,3,4,0,0,10,32,0,0,3,33,129,10,9,4,145,194,3,29,0,229,177,14,25,0,216,184,6,14,4,215,169,11,29,0,206,168,10,32,0,219,124,3,19,0,146,47,3,3,0,60,9,0,0,0,12,3,0,0,0,3,4,0,0,0,4,1237,73,158,27,1496,5,0,0,0,5,7,0,0,0,7,8,0,0,0,14,8,0,3,3,15,10,3,3,0,12,7,0,0,0,7,4,0,0,0,8,12,0,0,0,12,9,0,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3,3,8,99,9,8,0,0,12,37,0,0,3,42,131,10,10,3,155,199,7,29,5,244,190,16,24,0,223,192,10,14,8,229,175,11,29,4,216,185,10,32,0,230,131,3,19,0,154,49,3,3,0,64,9,0,0,0,17,3,0,0,0,3
59499,888,590,48,48,1579,2628,1129,170,98,4025,3737,1044,293,106,5180,3670,977,290,113,5056,3172,881,262,98,4413,3086,989,251,87,4413,3068,1031,263,90,4457,2867,1048,283,82,4273,2115,1025,245,65,3454,1257,1000,242,55,2552,447,568,102,19,1140,99,214,36,6,353,43,92,24,11,168,27078,10581,2509,888,41063,63,313,26,29,431,349,693,73,35,1150,567,690,104,33,1391,467,739,143,45,1390,329,861,112,38,1335,428,966,74,32,1508,519,1044,85,29,1678,429,995,76,41,1543,344,870,115,29,1360,177,639,91,20,926,42,302,46,15,406,13,87,14,3,119,8,31,13,13,64,3738,8236,978,362,13312,951,905,75,74,2008,2982,1814,248,133,5176,4302,1729,395,141,6570,4134,1720,436,163,6447,3503,1739,369,139,5747,3516,1958,327,121,5924,3580,2080,352,122,6137,3293,2041,361,121,5820,2462,1898,368,93,4818,1438,1633,339,68,3480,489,877,151,30,1547,116,300,48,12,474
4RSAU,1322,2360,138,146,3965,4399,1499,211,148,6263,5493,1053,234,147,6923,5835,897,205,167,7105,5706,890,212,123,6932,6332,945,228,129,7634,7065,1145,268,171,8651,7024,1288,320,147,8773,6611,1434,380,150,8566,4604,1655,375,95,6724,1802,1282,198,67,3349,650,703,92,50,1493,419,509,71,97,1100,57260,15665,2913,1625,77465,517,3328,169,123,4133,2375,2655,257,104,5382,2867,2390,406,101,5761,2259,3275,491,106,6124,2178,3507,268,85,6038,3143,3920,239,111,7415,3834,4293,246,96,8479,3921,4106,325,123,8465,3323,4108,386,109,7925,2015,2946,323,88,5373,712,1373,170,62,2314,219,546,50,51,868,154,288,41,64,545,27509,36743,3365,1213,68830,1844,5694,298,261,8100,6771,4157,466,247,11643,8352,3447,641,247,12682,8095,4170,692,264,13226,7884,4396,477,205,12966,9480,4867,466,244,15054,10899,5441,514,268,17127,10940,5389,640,265,17238,9931,5546,761,252,16493,6614,4599,693,184,12093,2516,2657,363,126,5664,866,1253,147,103,2361
4GADE,2331,9189,408,289,12218,13113,11540,643,616,25911,21932,6663,659,575,29828,26269,5321,722,570,32875,25188,4356,674,467,30691,25918,4129,640,418,31106,26281,4140,692,465,31585,24383,4294,812,386,29879,20999,4402,880,287,26566,13070,4537,703,238,18539,4511,3534,378,130,8547,1100,1745,123,77,3044,479,935,89,77,1575,205570,64791,7421,4599,282376,1213,13519,515,323,15563,9887,15641,954,511,26995,16877,10579,1665,476,29600,14633,13197,2705,403,30941,12183,14353,1640,318,28494,13835,15238,910,327,30304,16237,15046,792,369,32451,16061,13663,980,321,31032,13339,12480,1090,251,27161,7445,9137,845,214,17637,2085,4267,383,116,6846,409,1354,113,70,1941,151,511,52,118,832,124348,138983,12637,3817,279789,3543,22706,920,616,27786,22996,27183,1593,1127,52902,38808,17245,2327,1058,59429,40899,18516,3419,974,63813,37365,18715,2321,784,59186,39751,19361,1553,748,61414,42522,19187,1489,837,64027,40450,17963,1788,703,60907,34340,16886,1968,539,53734,20510,13672,1545,454,36181,6589,7798,764,244,15392,1506,3097,232,146,4981
