GCCSA_CODE_2016,MaOpD_400_499_H_0,MaOpD_400_499_H_1_15,MaOpD_400_499_H_16_24,MaOpD_400_499_H_25_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40,MaOpD_400_499_H_41_48,MaOpD_400_499_H_49mo,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_15,MaOpD_500_649_H_16_24,MaOpD_500_649_H_25_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40,MaOpD_500_649_H_41_48,MaOpD_500_649_H_49mo,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_15,MaOpD_650_799_H_16_24,MaOpD_650_799_H_25_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40,MaOpD_650_799_H_41_48,MaOpD_650_799_H_49mo,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_15,MaOpD_800_999_H_16_24,MaOpD_800_999_H_25_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40,MaOpD_800_999_H_41_48,MaOpD_800_999_H_49mo,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_15,MaOpD_1000_1249_H_16_24,MaOpD_1000_1249_H_25_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40,MaOpD_1000_1249_H_41_48,MaOpD_1000_1249_H_49mo,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_15,MaOpD_1250_1499_H_16_24,MaOpD_1250_1499_H_25_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40,MaOpD_1250_1499_H_41_48,MaOpD_1250_1499_H_49mo,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_15,MaOpD_1500_1749_H_16_24,MaOpD_1500_1749_H_25_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40,MaOpD_1500_1749_H_41_48,MaOpD_1500_1749_H_49mo,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_15,MaOpD_1750_1999_H_16_24,MaOpD_1750_1999_H_25_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40,MaOpD_1750_1999_H_41_48,MaOpD_1750_1999_H_49mo,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_15,MaOpD_2000_2999_H_16_24,MaOpD_2000_2999_H_25_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40,MaOpD_2000_2999_H_41_48,MaOpD_2000_2999_H_49mo,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000mo_H_0,MaOpD_3000mo_H_1_15,MaOpD_3000mo_H_16_24,MaOpD_3000mo_H_25_34,MaOpD_3000mo_H_35_39,MaOpD_3000mo_H_40,MaOpD_3000mo_H_41_48,MaOpD_3000mo_H_49mo,MaOpD_3000mo_H_NS,MaOpD_3000mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_15,MaOpD_PINS_H_16_24,MaOpD_PINS_H_25_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40,MaOpD_PINS_H_41_48,MaOpD_PINS_H_49mo,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_15,MaOpD_Tot_H_16_24,MaOpD_Tot_H_25_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40,MaOpD_Tot_H_41_48,MaOpD_Tot_H_49mo,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_15,Lab_NNI_H_16_24,Lab_NNI_H_25_34,Lab_NNI_H_35_39,Lab_NNI_H_40,Lab_NNI_H_41_48,Lab_NNI_H_49mo,Lab_NNI_H_NS,Lab_NNI_H_Tot,Lab_1_149_H_0,Lab_1_149_H_1_15,Lab_1_149_H_16_24,Lab_1_149_H_25_34,Lab_1_149_H_35_39,Lab_1_149_H_40,Lab_1_149_H_41_48,Lab_1_149_H_49mo,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_15,Lab_150_299_H_16_24,Lab_150_299_H_25_34,Lab_150_299_H_35_39,Lab_150_299_H_40,Lab_150_299_H_41_48,Lab_150_299_H_49mo,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_15,Lab_300_399_H_16_24,Lab_300_399_H_25_34,Lab_300_399_H_35_39,Lab_300_399_H_40,Lab_300_399_H_41_48,Lab_300_399_H_49mo,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_15,Lab_400_499_H_16_24,Lab_400_499_H_25_34,Lab_400_499_H_35_39,Lab_400_499_H_40,Lab_400_499_H_41_48,Lab_400_499_H_49mo,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_15,Lab_500_649_H_16_24,Lab_500_649_H_25_34,Lab_500_649_H_35_39,Lab_500_649_H_40,Lab_500_649_H_41_48,Lab_500_649_H_49mo,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_15,Lab_650_799_H_16_24,Lab_650_799_H_25_34,Lab_650_799_H_35_39,Lab_650_799_H_40,Lab_650_799_H_41_48,Lab_650_799_H_49mo,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_15,Lab_800_999_H_16_24,Lab_800_999_H_25_34,Lab_800_999_H_35_39,Lab_800_999_H_40,Lab_800_999_H_41_48,Lab_800_999_H_49mo,Lab_800_999_H_NS,Lab_800_999_H_Tot
6RTAS,17,73,105,59,24,32,9,28,0,351,16,71,119,139,108,81,31,40,10,623,37,38,63,162,428,256,100,95,27,1209,58,32,37,112,492,404,228,189,20,1566,65,28,27,42,280,268,263,357,21,1365,37,12,16,27,111,110,191,260,11,774,35,7,14,18,83,75,122,297,10,666,23,7,7,6,37,37,132,129,3,374,11,0,3,5,19,23,87,102,7,259,3,0,6,3,4,4,7,19,5,53,13,7,5,12,21,19,20,16,16,126,348,505,541,636,1634,1334,1203,1568,157,7935,11,41,10,13,3,8,3,12,4,106,62,757,70,19,15,12,3,12,23,967,61,689,210,84,27,15,8,27,24,1148,56,530,320,130,47,24,8,24,29,1170,72,380,420,275,92,70,14,41,26,1395,96,322,400,584,408,209,62,103,46,2230,98,136,194,533,823,405,136,146,45,2509,59,65,81,227,613,545,199,185,35,2003
6GHOB,6,40,72,41,14,20,5,22,7,240,11,42,73,99,75,56,15,41,5,416,18,37,51,106,293,148,60,54,17,793,27,20,31,72,330,265,156,128,21,1055,37,13,13,28,180,194,171,147,14,794,14,4,3,9,55,77,73,115,11,362,18,7,3,4,34,40,162,92,3,372,6,0,4,0,12,17,48,32,3,121,9,0,0,4,8,10,10,14,0,56,3,0,0,0,0,3,3,8,0,19,3,0,0,3,17,6,7,4,9,61,166,354,337,405,1044,851,724,674,112,4676,5,39,9,7,0,3,0,3,5,80,50,690,36,9,3,3,0,7,18,816,49,558,146,48,15,7,3,7,9,848,23,373,231,71,26,17,6,4,20,783,39,271,335,192,60,26,10,12,16,956,44,224,288,373,196,91,34,49,33,1333,44,82,147,292,489,215,78,52,21,1425,46,50,49,142,408,340,108,91,20,1257
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
69499,3,6,17,8,5,7,0,12,4,57,3,11,10,16,12,12,6,20,0,99,8,6,11,14,12,40,15,25,3,124,6,6,3,7,20,37,14,35,4,142,6,3,9,10,16,25,30,65,3,168,3,4,7,3,5,19,11,46,0,113,3,0,0,0,4,9,6,37,3,59,4,0,0,0,0,0,4,10,0,24,4,0,0,0,3,4,0,13,0,29,0,0,0,0,0,0,0,8,0,16,0,0,0,3,0,4,0,3,3,13,53,71,70,78,83,161,93,294,25,932,0,4,3,0,0,0,0,0,0,9,6,58,4,0,0,0,0,0,3,67,17,110,27,15,4,4,0,3,3,183,9,96,58,16,4,4,0,3,3,197,13,89,60,27,12,10,7,5,6,229,11,54,48,77,23,24,11,14,8,274,9,29,33,41,52,45,19,28,8,256,9,14,24,27,39,62,30,32,4,241
5RWAU,36,101,107,76,29,28,14,28,19,423,41,95,158,146,93,90,45,94,18,780,61,70,134,211,271,219,101,179,35,1282,120,65,90,180,437,489,270,430,37,2112,159,65,54,144,431,550,518,1069,39,3026,179,50,45,55,204,346,437,1323,57,2695,293,48,58,54,213,251,514,2043,53,3530,355,67,63,54,160,194,507,2537,75,4003,835,155,143,88,419,291,1109,5951,130,9119,283,60,45,45,50,78,294,2125,36,3015,33,17,13,16,26,34,45,238,81,502,2460,1109,1062,1118,2366,2605,3863,16133,599,31326,25,120,22,33,18,21,10,51,20,318,99,1248,110,55,7,17,11,36,34,1622,105,1068,288,143,39,46,14,51,36,1785,106,838,521,223,77,71,29,76,49,1991,76,533,640,430,139,120,43,79,46,2108,114,482,565,888,364,295,112,210,65,3090,147,261,280,738,900,594,235,309,65,3535,158,153,168,416,839,797,448,651,85,3705
5GPER,45,317,558,326,131,112,46,112,47,1691,105,318,582,786,529,283,92,237,77,3008,141,213,406,940,1903,1029,316,338,105,5399,225,198,275,777,3115,2207,1084,716,107,8699,261,149,201,525,2593,2368,1630,1650,155,9541,198,77,105,213,1102,1194,1177,1607,61,5736,174,69,68,114,614,746,872,1677,70,4407,197,41,55,60,305,383,439,1423,45,2954,326,75,54,85,499,367,597,2245,86,4338,132,37,33,28,81,101,145,675,27,1261,26,46,36,39,124,110,68,152,125,728,1990,3278,3136,4173,11125,9034,6524,10999,992,51246,65,331,97,59,35,35,18,47,37,716,287,5643,359,124,46,45,6,26,79,6623,216,4163,1216,300,76,51,22,38,123,6200,208,2745,2414,614,152,82,30,50,96,6397,188,1689,3022,1172,288,212,53,88,106,6814,252,1272,2175,2596,1348,570,176,246,141,8773,243,658,990,2202,3036,1442,452,365,167,9555,219,413,554,1166,2984,2165,855,697,151,9201
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,9,5,0,0,0,0,0,0,59,0,62,10,0,0,0,0,3,0,79,0,100,0,0,0,0,0,0,0,3,0,5,16,3,0,3,0,4,4,154,3,188,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,7
59499,15,46,44,56,14,18,4,55,6,268,18,47,58,88,34,43,32,93,9,426,14,33,53,59,53,61,27,101,7,420,35,27,39,63,86,111,53,144,17,571,32,24,27,60,83,114,93,237,14,686,35,13,16,31,45,85,65,261,10,566,47,12,7,23,26,53,45,316,7,546,57,12,4,17,20,32,48,315,16,521,114,17,17,28,31,40,54,674,24,989,71,14,11,8,5,22,26,224,3,377,7,5,8,7,8,19,10,34,7,105,474,379,372,501,411,635,474,2511,142,5905,5,47,23,15,8,9,3,6,4,113,37,363,23,13,3,4,3,9,10,455,44,510,104,50,14,25,0,7,14,764,37,409,218,85,15,30,8,12,8,826,49,247,242,121,45,35,15,23,12,784,45,222,239,287,107,97,35,41,11,1093,61,171,173,275,171,179,38,71,28,1173,61,94,137,263,212,288,93,177,27,1342
4RSAU,11,76,117,77,27,29,13,35,5,395,26,95,153,164,116,74,36,73,8,753,32,72,77,167,403,234,109,117,14,1233,63,48,74,121,519,485,286,287,32,1921,84,39,29,64,399,422,395,598,41,2070,60,16,14,37,160,199,317,549,20,1375,64,14,21,17,122,138,265,604,15,1252,64,10,15,18,87,57,121,507,15,889,77,15,19,18,101,57,138,628,12,1064,13,3,5,10,8,15,22,110,7,188,12,15,14,8,29,23,29,37,33,200,549,696,698,761,1989,1779,1749,3590,223,12032,18,77,23,20,21,21,8,35,14,233,85,1282,105,54,16,20,7,23,37,1621,76,995,304,143,68,36,16,54,52,1750,72,771,493,248,90,66,22,56,42,1870,73,590,646,438,152,103,47,69,38,2166,116,438,519,828,476,318,109,141,72,3023,135,226,239,653,1228,746,260,252,53,3799,140,108,122,286,1081,1024,393,336,53,3547
4GADE,41,216,390,264,122,86,32,85,27,1266,70,204,391,668,564,264,88,159,33,2443,133,136,244,811,2229,821,345,255,75,5039,174,104,178,624,2899,1602,953,565,83,7183,185,80,97,237,1768,1271,1139,1108,58,5946,94,32,34,91,491,495,546,895,36,2711,64,24,19,44,234,277,292,670,19,1636,42,9,20,24,95,120,125,441,14,887,25,3,10,18,100,126,117,379,20,804,8,10,5,6,24,22,30,75,7,180,12,23,17,43,102,50,42,50,42,388,946,1818,1969,3064,8720,5229,3735,4759,471,30714,42,202,50,43,32,9,7,29,25,431,242,4230,276,106,55,22,12,18,75,5029,153,3046,908,293,91,48,10,24,78,4658,131,1938,1410,538,156,80,18,46,93,4418,177,1356,1936,1076,318,141,64,76,101,5241,191,987,1465,2366,1229,436,178,158,136,7133,223,472,684,1816,3261,1157,439,290,138,8469,158,254,287,800,3029,1636,854,458,97,7568
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,5,30,43,24,17,9,3,24,4,164,10,19,40,36,23,31,17,42,8,222,8,11,23,54,54,38,19,53,8,254,18,10,18,35,60,72,55,84,3,358,14,7,14,20,47,79,46,129,4,358,14,0,5,14,14,29,33,107,3,216,13,3,0,12,7,17,15,97,3,171,13,0,0,3,8,10,8,57,3,106,15,0,4,7,7,11,11,88,3,154,8,4,0,0,0,3,0,24,3,39,0,0,0,5,7,5,0,17,8,41,136,171,221,260,260,319,213,761,59,2399,16,24,11,5,6,0,3,3,3,75,22,274,22,8,10,5,0,3,3,341,35,422,98,49,12,3,3,14,9,639,31,315,187,103,26,29,9,13,5,713,23,227,217,168,40,26,10,17,21,753,35,205,180,263,131,83,35,36,21,988,30,85,111,241,222,182,52,64,14,992,40,69,77,170,181,193,90,108,15,939
3RQLD,75,443,751,489,213,193,84,229,49,2530,140,430,782,1225,781,525,240,529,116,4762,244,271,481,1323,2869,1548,687,947,134,8506,318,232,323,914,3585,2600,1700,1963,181,11815,335,162,190,450,2140,2218,2093,3522,184,11286,282,89,105,207,835,1100,1353,3343,138,7452,282,71,84,127,474,632,1056,3302,87,6117,282,59,64,107,362,457,888,2898,87,5199,618,88,90,120,604,749,1503,4530,135,8438,164,30,29,47,133,149,365,1223,40,2183,54,56,70,84,170,197,124,376,230,1367,3011,3681,3821,5518,12378,10587,10182,23249,1504,73924,89,452,118,95,66,74,29,152,65,1145,394,6705,481,185,71,69,26,113,166,8206,317,4438,1540,624,219,178,68,199,214,7794,279,3265,2636,1156,402,276,94,273,205,8583,330,2315,3359,2405,680,459,174,354,202,10285,416,1892,2795,4923,2611,1392,507,891,315,15743,457,990,1266,4100,6136,3018,1175,1415,315,18863,379,532,634,1761,5510,3805,1933,2116,259,16928
3GBRI,58,357,742,427,229,171,60,127,65,2239,121,350,797,1088,966,515,169,360,110,4470,216,259,551,1426,3962,1876,659,631,175,9759,313,211,365,1119,4733,3329,1765,1566,218,13616,308,130,204,677,2934,2755,2209,2738,168,12112,217,61,79,191,1039,1244,1249,2372,93,6539,139,27,39,105,423,683,698,1923,68,4104,98,16,22,52,191,363,408,1187,35,2380,102,33,26,55,241,327,392,1415,35,2630,38,11,12,11,64,71,63,314,12,607,36,44,45,70,170,151,82,198,172,954,1823,3324,3882,5637,15164,11650,7818,13040,1256,63597,74,356,106,61,48,44,16,62,51,811,347,5868,476,161,61,39,10,41,127,7120,249,4014,1413,459,135,76,28,69,133,6581,181,2565,2502,829,261,169,74,101,150,6832,215,1740,3220,1568,420,289,90,126,160,7833,312,1434,2469,3537,2103,910,266,412,237,11680,372,769,1213,3204,5747,2519,788,617,259,15484,338,433,640,1708,5449,3438,1414,1093,219,14744
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
39499,16,85,110,87,34,52,25,67,14,485,23,58,122,132,81,99,41,143,18,719,34,52,86,157,161,142,85,263,25,1000,48,34,55,133,186,237,143,333,26,1188,42,24,35,119,156,278,193,536,42,1433,40,16,25,42,58,152,135,466,25,963,44,15,15,28,42,91,79,419,10,739,34,6,13,13,22,46,65,341,5,559,59,17,10,17,17,38,60,471,4,688,32,6,3,5,7,14,16,134,3,217,8,10,15,17,22,26,13,51,37,201,429,570,640,845,815,1231,878,3333,234,8990,23,57,19,27,16,8,4,25,11,190,66,543,55,31,6,8,3,6,19,744,75,899,234,107,24,35,9,25,31,1446,84,746,473,220,70,56,25,52,31,1755,76,572,591,348,110,126,29,75,39,1963,87,499,626,687,305,232,67,159,54,2723,92,276,329,675,534,432,193,246,50,2830,86,179,255,496,611,649,276,419,45,3031
2RVIC,80,287,358,242,97,111,50,100,33,1352,109,286,466,514,491,344,118,195,55,2567,175,160,310,580,1624,1012,441,416,86,4810,192,141,234,490,1845,1821,975,910,136,6739,220,75,121,243,1266,1484,1177,1594,98,6282,133,45,37,84,513,692,654,1300,54,3523,115,32,37,59,229,343,399,986,39,2244,80,14,15,49,128,155,255,566,18,1275,96,14,20,41,180,215,288,550,19,1409,29,11,11,21,51,51,73,174,10,423,21,49,41,37,138,136,62,127,92,708,1389,2044,2145,2543,6656,6462,4536,7071,690,33539,57,303,80,55,41,45,15,74,51,720,335,4986,326,103,34,47,18,61,116,6022,257,3299,882,287,97,62,32,97,119,5119,250,2215,1517,600,230,164,49,136,142,5303,248,1685,1969,1161,346,252,110,167,143,6084,360,1331,1627,2487,1504,861,267,354,180,8976,373,616,874,1992,3456,2029,643,528,181,10688,302,333,427,998,2710,2345,1052,793,134,9101
2GMEL,118,770,1557,919,473,400,109,237,134,4721,239,695,1654,2035,2412,1290,331,526,254,9429,432,619,1120,2353,8036,4218,1252,1004,365,19405,521,502,714,1838,9196,6965,3054,2337,426,25554,555,360,350,981,5586,5761,3535,3840,332,21299,303,143,135,354,2181,2493,2043,3155,160,10968,217,67,80,163,950,1438,1183,2386,100,6595,113,42,57,102,474,693,664,1401,46,3597,154,31,59,80,455,718,708,1327,66,3592,22,19,26,30,87,136,107,297,14,738,55,97,109,141,465,376,162,254,322,1979,3058,6693,8149,9809,30734,24872,13246,17040,2492,116094,109,648,202,99,85,98,28,94,89,1459,589,11176,816,211,102,65,24,52,264,13291,395,8026,2878,657,221,140,50,90,286,12733,348,4840,5326,1300,430,262,80,167,319,13075,372,3237,6220,2604,922,527,143,253,323,14600,485,2607,4504,5362,4220,1726,455,517,435,20307,549,1396,2158,4415,10051,4521,1336,900,514,25826,444,802,1044,2235,8396,5562,2134,1458,434,22513
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0
29499,24,100,136,147,54,83,27,83,19,667,28,87,172,198,131,189,55,148,33,1037,42,67,108,194,213,225,54,185,28,1122,49,43,76,156,248,358,169,320,34,1455,45,40,39,82,161,347,163,395,31,1307,30,14,27,51,71,179,93,326,11,792,19,8,14,31,43,96,82,232,6,537,22,3,12,19,20,57,45,140,7,326,20,5,4,11,29,59,38,170,4,341,9,6,5,3,5,13,11,77,0,131,6,16,18,16,23,32,15,33,43,206,351,715,874,1041,1067,1721,768,2189,240,8961,15,80,29,24,17,16,5,16,14,217,59,630,72,23,9,15,4,11,25,848,90,1017,330,107,23,31,14,20,39,1679,84,812,579,183,79,81,16,36,44,1909,93,623,662,381,123,119,30,46,46,2124,105,505,573,659,308,297,79,129,52,2717,103,274,348,599,534,535,125,182,53,2750,98,179,208,507,550,757,252,309,58,2923
1RNSW,114,594,715,379,212,181,65,167,69,2496,159,550,938,967,850,537,207,394,95,4705,226,378,630,1088,2602,1561,651,694,138,7971,338,269,453,976,3343,2926,1687,1551,194,11733,355,187,295,562,2568,2673,1960,2989,181,11768,263,94,145,257,1216,1339,1341,2734,122,7528,246,72,79,134,770,851,1011,2482,119,5766,163,48,85,124,534,633,794,1708,58,4144,358,54,132,181,949,863,1546,2477,104,6661,51,23,29,47,147,126,218,417,20,1085,51,71,64,67,196,225,92,263,183,1208,2571,4365,4446,5173,13630,12131,9653,16172,1386,69518,111,493,118,92,49,71,16,135,61,1149,570,7467,626,192,72,73,27,80,188,9290,376,5103,1647,575,201,180,48,168,203,8496,374,3931,2650,1151,348,283,112,228,196,9277,386,2812,3444,2035,687,507,203,312,250,10636,482,2120,2850,4236,2597,1453,466,714,305,15224,546,1034,1524,3436,5738,3593,1131,1061,357,18423,474,583,798,1721,5049,4524,1752,1487,268,16660
1GSYD,114,823,1746,970,549,497,157,309,179,5360,198,832,1678,2001,2280,1405,415,644,262,9705,349,676,1275,2344,7585,3804,1130,1159,384,18716,519,576,872,1868,9540,6489,2549,2456,427,25289,510,380,462,980,6193,5697,3188,4178,347,21939,334,185,195,420,2451,2884,2158,3751,218,12593,237,103,115,187,1170,1558,1427,3340,139,8272,160,56,57,90,603,843,723,2116,60,4707,188,48,76,108,673,641,715,2118,59,4617,33,28,29,22,126,118,97,440,32,917,37,115,99,142,353,345,137,243,351,1828,2991,7373,9033,9972,32035,24708,12810,21025,2750,122689,109,593,163,110,93,87,22,82,98,1347,708,8907,816,236,112,61,13,42,185,11090,384,6765,2660,590,211,151,40,88,284,11170,321,4346,5451,1271,404,307,80,139,329,12644,330,2980,6993,2486,914,552,156,223,403,15035,457,2337,5092,5121,4162,1907,444,523,489,20529,534,1305,2448,4094,9507,4700,1238,1025,561,25410,462,786,1383,2134,8498,6132,2158,1626,448,23645
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,3
19499,35,192,250,174,104,162,77,129,21,1142,59,169,236,273,154,232,98,267,39,1526,54,97,190,235,254,313,136,314,35,1626,74,80,142,215,282,446,185,425,49,1893,76,70,81,141,256,491,255,634,41,2043,31,34,38,65,94,251,178,478,30,1201,41,21,30,37,58,125,104,434,15,866,11,13,17,24,28,79,56,237,15,481,24,13,7,26,41,75,64,292,7,548,15,4,3,0,6,20,6,84,3,144,20,16,10,19,22,39,14,67,51,263,525,1220,1362,1406,1399,2374,1233,3500,354,13366,43,92,45,28,19,17,9,21,17,272,71,692,67,22,8,17,5,10,24,928,93,1245,355,128,46,32,10,27,42,1986,131,936,744,279,87,74,17,44,52,2364,106,752,876,479,142,176,55,76,55,2726,151,692,817,868,436,422,106,178,72,3739,138,412,571,880,662,708,182,231,61,3847,121,253,420,618,784,1074,334,399,67,4067
