GCCSA_CODE_2016,Pro_400_499_H_0,Pro_400_499_H_1_15,Pro_400_499_H_16_24,Pro_400_499_H_25_34,Pro_400_499_H_35_39,Pro_400_499_H_40,Pro_400_499_H_41_48,Pro_400_499_H_49mo,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_15,Pro_500_649_H_16_24,Pro_500_649_H_25_34,Pro_500_649_H_35_39,Pro_500_649_H_40,Pro_500_649_H_41_48,Pro_500_649_H_49mo,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_15,Pro_650_799_H_16_24,Pro_650_799_H_25_34,Pro_650_799_H_35_39,Pro_650_799_H_40,Pro_650_799_H_41_48,Pro_650_799_H_49mo,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_15,Pro_800_999_H_16_24,Pro_800_999_H_25_34,Pro_800_999_H_35_39,Pro_800_999_H_40,Pro_800_999_H_41_48,Pro_800_999_H_49mo,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_15,Pro_1000_1249_H_16_24,Pro_1000_1249_H_25_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40,Pro_1000_1249_H_41_48,Pro_1000_1249_H_49mo,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_15,Pro_1250_1499_H_16_24,Pro_1250_1499_H_25_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40,Pro_1250_1499_H_41_48,Pro_1250_1499_H_49mo,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_15,Pro_1500_1749_H_16_24,Pro_1500_1749_H_25_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40,Pro_1500_1749_H_41_48,Pro_1500_1749_H_49mo,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_15,Pro_1750_1999_H_16_24,Pro_1750_1999_H_25_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40,Pro_1750_1999_H_41_48,Pro_1750_1999_H_49mo,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_15,Pro_2000_2999_H_16_24,Pro_2000_2999_H_25_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40,Pro_2000_2999_H_41_48,Pro_2000_2999_H_49mo,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000mo_H_0,Pro_3000mo_H_1_15,Pro_3000mo_H_16_24,Pro_3000mo_H_25_34,Pro_3000mo_H_35_39,Pro_3000mo_H_40,Pro_3000mo_H_41_48,Pro_3000mo_H_49mo,Pro_3000mo_H_NS,Pro_3000mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_15,Pro_PINS_H_16_24,Pro_PINS_H_25_34,Pro_PINS_H_35_39,Pro_PINS_H_40,Pro_PINS_H_41_48,Pro_PINS_H_49mo,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_15,Pro_Tot_H_16_24,Pro_Tot_H_25_34,Pro_Tot_H_35_39,Pro_Tot_H_40,Pro_Tot_H_41_48,Pro_Tot_H_49mo,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_15,TaTW_NNI_H_16_24,TaTW_NNI_H_25_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40,TaTW_NNI_H_41_48,TaTW_NNI_H_49mo,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_15,TaTW_1_149_H_16_24,TaTW_1_149_H_25_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40,TaTW_1_149_H_41_48,TaTW_1_149_H_49mo,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_15,TaTW_150_299_H_16_24,TaTW_150_299_H_25_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40,TaTW_150_299_H_41_48,TaTW_150_299_H_49mo,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_15,TaTW_300_399_H_16_24,TaTW_300_399_H_25_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40,TaTW_300_399_H_41_48,TaTW_300_399_H_49mo,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_15,TaTW_400_499_H_16_24,TaTW_400_499_H_25_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40,TaTW_400_499_H_41_48,TaTW_400_499_H_49mo,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_15,TaTW_500_649_H_16_24,TaTW_500_649_H_25_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40,TaTW_500_649_H_41_48,TaTW_500_649_H_49mo,TaTW_500_649_H_NS,TaTW_500_649_H_Tot,TaTW_650_799_H_0,TaTW_650_799_H_1_15,TaTW_650_799_H_16_24,TaTW_650_799_H_25_34,TaTW_650_799_H_35_39,TaTW_650_799_H_40,TaTW_650_799_H_41_48,TaTW_650_799_H_49mo,TaTW_650_799_H_NS,TaTW_650_799_H_Tot,TaTW_800_999_H_0,TaTW_800_999_H_1_15,TaTW_800_999_H_16_24,TaTW_800_999_H_25_34,TaTW_800_999_H_35_39,TaTW_800_999_H_40,TaTW_800_999_H_41_48,TaTW_800_999_H_49mo,TaTW_800_999_H_NS,TaTW_800_999_H_Tot
6RTAS,26,182,127,47,16,23,12,19,3,455,43,202,242,136,48,53,16,37,10,789,63,172,343,188,137,93,39,69,18,1122,82,132,385,344,326,206,82,87,14,1657,116,101,349,536,649,474,226,224,19,2702,112,68,168,475,550,517,257,303,19,2463,139,57,90,295,702,592,313,403,10,2612,83,35,41,107,479,420,321,410,9,1899,52,33,51,98,247,358,229,391,6,1462,34,23,33,59,89,176,101,363,8,894,9,13,13,18,21,22,3,15,15,125,822,1464,1973,2385,3284,2990,1608,2375,142,17040,4,24,6,12,3,8,4,23,4,82,20,119,12,5,5,9,0,14,4,191,17,187,75,41,29,38,10,27,7,430,30,176,146,55,90,65,22,37,11,637,36,163,164,142,196,176,60,52,18,1014,54,116,198,272,328,261,93,118,15,1464,64,69,116,267,670,411,164,158,17,1941,55,50,88,211,812,672,280,213,41,2420
6GHOB,25,203,144,44,14,36,16,28,12,522,55,294,274,122,55,71,31,38,11,952,64,215,374,275,153,95,38,43,3,1263,94,160,489,429,341,230,114,98,13,1969,136,141,462,705,833,488,198,217,22,3210,163,81,272,658,907,558,254,308,13,3208,172,70,155,508,1050,765,436,453,18,3625,119,46,71,199,783,676,410,501,8,2812,102,41,97,209,585,665,406,594,6,2708,39,34,51,134,160,277,192,484,4,1372,11,15,26,20,32,32,6,24,18,180,1035,1862,2554,3381,4941,3938,2115,2834,145,22806,3,5,5,3,8,10,5,10,4,46,7,89,7,3,7,9,3,3,6,139,11,163,37,28,22,18,3,4,10,299,15,142,100,49,65,49,14,26,10,459,24,102,149,92,137,103,28,40,18,693,22,106,180,213,277,254,92,82,13,1241,36,70,125,278,512,360,148,127,19,1684,48,44,75,198,739,645,238,191,24,2196
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,17,10,3,3,3,0,3,0,35,6,21,18,5,7,0,0,3,0,67,10,7,13,7,5,3,5,4,4,59,3,10,13,15,3,10,7,4,0,57,8,4,8,13,11,10,0,7,0,60,3,4,7,0,4,15,7,12,3,55,9,3,4,3,16,13,8,11,0,63,4,7,0,5,8,10,0,3,0,39,11,3,3,3,8,13,10,13,3,58,15,0,0,4,3,5,3,25,0,63,0,4,4,0,0,3,0,3,0,18,86,138,89,73,66,80,35,92,16,674,4,0,3,3,0,3,0,3,0,24,0,13,5,4,0,0,0,0,0,26,5,37,23,8,8,0,0,0,4,80,7,37,23,15,19,18,3,8,4,137,7,41,34,34,29,27,4,11,3,186,10,17,42,51,69,65,15,26,0,300,12,20,25,58,82,103,28,32,0,367,14,15,21,62,131,160,60,52,6,519
5RWAU,57,282,187,92,38,54,10,43,10,767,84,305,343,189,83,100,28,81,20,1236,80,252,448,304,185,140,69,112,13,1610,109,209,480,412,342,308,140,201,17,2221,162,160,460,623,783,642,283,410,30,3548,186,114,261,500,850,855,421,624,28,3842,234,98,205,497,920,1038,577,870,43,4477,211,78,85,272,753,956,646,1055,26,4081,365,112,168,253,827,1303,1175,2468,49,6725,290,72,101,165,255,604,584,2017,23,4113,20,33,34,39,40,47,31,71,43,351,1930,2504,3004,3479,5140,6123,3997,8059,322,34568,17,30,9,19,14,25,6,57,5,181,21,184,45,13,8,9,10,41,6,332,37,259,106,55,50,40,15,58,16,636,34,219,149,113,143,99,52,98,26,929,59,184,258,170,231,254,95,127,15,1387,79,181,285,398,397,419,177,248,43,2213,81,141,222,407,662,585,271,332,49,2746,106,105,161,339,931,974,452,583,65,3704
5GPER,185,1657,967,431,136,206,60,128,33,3805,325,2013,2013,944,369,393,129,252,62,6496,384,1683,2502,1500,989,784,265,372,75,8541,544,1283,2984,2330,2286,1949,677,746,106,12908,771,1051,3073,3602,5073,4692,1703,1751,140,21860,889,674,1856,3160,6286,6049,2483,2552,147,24084,1100,640,1314,2976,6892,7521,3128,3468,187,27226,974,406,768,1712,5745,6939,3206,3986,130,23868,1265,611,935,1956,6767,11191,5761,7548,194,36232,666,495,695,1350,2011,6303,3589,7557,99,22769,57,125,158,139,274,375,156,237,211,1728,7728,16033,18480,20651,37098,46813,21279,28965,1514,198563,53,116,44,53,59,91,41,102,30,603,71,759,132,58,44,48,15,40,28,1198,114,1192,420,158,119,137,33,81,55,2297,115,911,870,335,424,367,97,145,71,3331,132,717,1266,613,838,833,246,237,91,4965,200,674,1418,1401,1532,1479,431,534,134,7805,242,479,926,1586,2808,2135,776,750,161,9870,339,474,657,1456,4867,3989,1523,1434,227,14960
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,9,0,12,9,3,0,0,3,3,0,40,0,59,15,3,0,0,0,0,0,161,4,193,0,0,0,0,0,0,0,7,0,3,32,6,0,0,3,7,4,239,3,301,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
59499,11,103,44,29,8,6,0,11,3,212,15,105,72,44,25,12,4,15,6,301,23,75,57,66,31,37,11,14,0,315,25,57,72,79,53,39,17,33,6,383,22,43,57,61,74,85,30,60,7,445,12,23,34,52,82,75,42,63,3,385,31,17,27,33,57,76,26,74,3,347,37,8,14,34,30,72,20,63,3,288,55,13,23,38,75,119,66,217,3,603,93,22,18,33,24,67,37,216,4,511,6,11,8,10,6,3,0,15,9,72,378,964,491,513,470,605,270,811,78,4577,9,29,5,14,0,15,7,12,3,93,15,81,13,10,0,11,0,7,0,140,23,157,57,40,14,30,10,5,4,336,33,165,95,63,62,77,22,23,11,554,45,159,136,114,161,190,37,32,17,891,68,147,204,203,247,340,90,82,16,1399,75,104,185,281,316,435,101,147,20,1669,99,112,197,349,431,666,218,248,43,2355
4RSAU,34,147,149,77,21,40,13,36,10,515,53,176,278,162,62,63,21,50,17,878,85,160,376,288,162,109,50,67,14,1309,127,125,386,453,338,252,111,131,27,1945,115,103,360,553,708,455,245,296,18,2853,118,54,134,422,688,591,372,457,23,2865,136,54,102,286,595,629,405,590,18,2814,111,30,36,101,308,451,429,663,8,2136,70,31,60,92,234,327,305,609,13,1738,37,26,27,55,87,166,110,363,13,882,14,14,16,32,36,33,10,35,14,205,947,1386,2088,2612,3262,3175,2095,3353,196,19113,13,14,11,8,10,10,8,45,5,126,16,171,32,19,7,14,0,25,10,297,36,224,82,56,43,38,15,58,16,559,25,198,160,87,124,97,21,58,15,791,43,173,194,181,246,213,66,93,23,1227,50,134,255,372,430,327,124,175,29,1898,82,80,162,365,764,479,203,211,27,2375,75,77,81,261,924,800,407,360,38,3031
4GADE,111,1032,785,307,147,159,45,104,28,2718,264,1362,1491,820,352,321,97,198,36,4936,337,1106,2024,1344,884,625,250,318,61,6952,496,803,2334,2354,2482,1483,648,659,95,11366,716,645,2091,3429,4954,3182,1453,1360,107,17931,787,424,1046,2874,5352,3527,1833,1835,91,17773,917,384,683,2099,5997,4693,2402,2628,104,19915,607,194,374,908,3627,3862,2395,3021,62,15043,508,288,409,928,3125,4152,2712,3527,74,15717,251,219,333,664,916,1865,1202,3387,47,8895,53,91,97,130,208,189,77,135,114,1093,5401,9804,12476,16338,28256,24342,13197,17449,921,128178,22,72,28,31,27,42,19,65,25,328,51,429,65,39,32,36,14,36,20,726,56,764,294,144,101,86,39,84,29,1587,86,698,556,292,288,217,75,120,47,2384,92,540,812,550,685,509,180,221,57,3639,166,480,895,1257,1340,928,360,409,96,5936,182,292,595,1415,2971,1565,707,568,106,8404,274,238,386,995,4259,2716,1434,1049,145,11496
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,11,102,45,24,3,7,0,6,0,205,22,88,66,43,5,11,0,15,3,250,24,79,60,79,17,21,5,18,3,297,30,41,66,69,39,34,12,22,5,324,26,43,36,75,70,55,23,29,3,367,21,17,31,38,56,45,25,29,3,261,31,13,15,22,52,41,20,37,4,247,22,5,3,11,37,33,20,36,4,175,20,10,11,17,29,34,28,52,3,200,17,15,6,17,16,32,18,54,0,170,3,9,3,8,0,3,0,3,4,39,290,775,404,420,323,334,160,325,37,3071,3,18,5,7,5,3,3,8,3,53,15,64,10,15,3,4,0,7,3,119,22,124,43,27,15,14,8,13,9,272,23,112,77,72,59,74,18,13,12,468,22,103,122,95,124,130,36,37,7,684,42,96,135,247,241,274,78,90,18,1219,46,83,134,269,328,348,126,112,20,1463,58,62,104,265,396,572,168,204,23,1852
3RQLD,170,1374,983,574,231,267,82,243,45,3974,365,1740,1949,1419,628,540,182,456,95,7376,514,1379,2306,2143,1615,1158,417,732,97,10368,588,1026,2460,2979,3373,2543,998,1354,121,15439,939,949,2239,4041,5579,4714,2170,2991,157,23787,1019,524,1377,3661,5485,5007,2470,3674,149,23361,1186,465,804,3452,5583,6427,3355,5256,165,26687,620,223,385,1512,3108,4366,2348,3800,99,16468,686,287,481,1139,3048,5027,2875,5576,92,19216,374,242,356,696,957,2521,1431,4259,71,10897,63,121,126,178,254,310,101,280,190,1630,6992,12541,14720,22594,30184,33332,16583,29141,1419,167508,59,139,61,73,68,106,51,236,36,825,91,1129,189,93,52,80,29,119,40,1824,120,1267,584,300,195,226,63,247,71,3084,147,1172,974,573,619,518,167,385,108,4662,175,869,1344,972,1369,1065,403,557,132,6880,299,868,1352,2205,2518,2036,864,1203,198,11555,388,541,916,2366,5162,3274,1533,1739,229,16140,525,422,583,1693,6930,5428,2877,2843,271,21584
3GBRI,196,1701,1177,555,194,297,72,211,59,4451,406,2158,2318,1421,551,617,206,457,87,8217,516,1714,2913,2160,1663,1324,506,691,119,11617,711,1493,3402,3136,3921,3242,1288,1409,142,18737,1190,1192,3265,4954,7591,6964,2826,3234,213,31434,1313,719,1992,4593,8395,8071,3568,4184,166,33000,1577,642,1381,4434,9379,10351,4685,6269,190,38898,1020,365,635,2201,6257,7696,3661,4954,143,26927,1226,497,838,2020,6877,11646,5818,8703,169,37787,538,389,597,1221,1878,5526,3216,9070,102,22536,55,148,174,196,341,411,201,346,256,2138,9385,17135,20243,27705,47362,56695,26180,40048,1822,246581,43,116,69,54,67,82,40,137,33,639,71,962,155,55,44,56,31,62,29,1472,89,1091,480,201,133,146,64,142,63,2403,107,927,897,402,467,392,138,233,85,3658,140,709,1246,768,952,897,340,395,110,5556,230,666,1313,1741,1985,1665,699,819,151,9265,316,396,812,1780,4357,2836,1188,1232,181,13099,371,381,636,1392,6303,4941,2402,2175,228,18822
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,13,3,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,3,0,35,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,36,220,99,63,17,20,5,22,8,487,49,250,155,122,44,45,5,29,21,721,44,198,155,129,63,65,18,57,5,746,49,118,135,180,119,95,41,72,14,825,54,97,114,160,166,169,64,153,24,994,58,48,60,99,152,156,68,145,5,794,57,45,57,62,116,169,51,164,12,737,55,15,20,37,57,116,51,141,8,493,76,25,37,52,91,208,84,294,8,869,94,21,27,57,29,123,63,249,3,671,16,13,5,17,14,28,5,28,20,145,712,1967,1024,1061,887,1232,483,1400,163,8924,28,31,11,9,19,32,4,35,0,170,26,229,49,22,14,19,9,14,7,372,44,290,131,85,32,46,5,21,16,664,61,295,197,166,150,140,57,55,16,1139,65,268,257,241,278,351,102,106,32,1706,89,247,319,481,480,597,209,246,37,2701,116,179,253,567,701,884,301,395,41,3445,149,153,265,609,1028,1496,524,668,65,4964
2RVIC,162,1007,835,344,107,154,54,128,39,2839,337,1195,1871,908,324,267,110,242,47,5299,405,935,2263,1583,852,625,235,355,53,7294,509,673,2273,2704,2025,1539,592,670,90,11066,703,483,1764,3326,3724,3178,1469,1525,125,16297,676,304,912,2340,3529,3396,1848,1832,102,14935,595,245,446,1370,2907,3592,1864,2293,85,13392,378,130,200,521,1757,2440,1627,2240,72,9369,275,146,291,525,1208,2087,1501,2273,58,8369,152,139,172,358,541,944,674,1709,29,4728,55,90,143,138,171,177,85,139,116,1116,4666,8227,12171,14565,17333,18647,10155,13687,905,100346,19,92,43,33,38,57,30,120,27,468,58,650,111,52,46,54,12,58,33,1078,109,910,342,203,124,173,59,148,58,2123,106,811,652,359,457,429,141,240,86,3276,162,615,872,588,939,997,263,379,105,4921,209,523,920,1345,1685,1590,530,746,139,7694,291,351,547,1223,3091,2526,949,934,162,10081,335,220,379,916,3742,3893,1552,1477,146,12664
2GMEL,458,4087,3232,1347,518,669,197,493,131,11130,920,5011,6077,3106,1322,1420,421,902,238,19416,1169,3587,7473,5220,3514,3245,997,1312,266,26780,1548,2877,8051,8532,8783,8424,2868,2921,398,44398,2266,2473,6705,10995,17765,18023,6838,6846,498,72411,2552,1558,3554,8345,17934,19445,8236,8847,493,70965,2458,1220,2423,6103,16913,21608,9273,10583,441,71023,1679,863,1385,2903,10787,16280,8313,10684,302,53186,2091,1158,1874,3831,12121,24079,12194,17108,379,74837,1214,1034,1291,2884,3848,11525,6655,18592,245,47291,191,391,494,608,814,1238,433,824,687,5680,18031,38710,46643,55571,95199,127167,56738,80283,4501,522841,76,230,126,124,144,220,62,244,91,1321,135,1658,300,160,113,141,38,129,67,2745,213,2691,1181,439,312,375,100,226,119,5655,254,2055,2726,917,908,943,274,426,210,8698,281,1586,3195,1744,2039,2206,618,726,268,12671,453,1412,2898,3541,4284,4063,1280,1390,401,19728,512,953,1841,3549,8594,6609,2269,2175,517,27028,715,786,1253,2815,12225,11018,4230,3819,630,37495
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
29499,48,336,156,78,22,41,14,21,8,714,53,319,262,163,67,68,19,46,14,1021,46,224,224,230,92,76,32,47,18,973,75,136,206,244,158,138,51,95,16,1122,66,116,135,236,216,227,98,138,25,1256,46,62,85,141,183,238,94,148,14,1019,52,51,46,106,139,236,85,188,15,916,34,28,17,65,81,149,61,131,7,578,65,44,47,66,117,258,99,278,15,987,88,36,39,73,50,133,81,251,13,765,21,29,17,22,13,20,3,35,37,197,754,2700,1459,1515,1193,1641,658,1438,218,11580,23,44,20,23,28,55,13,28,12,237,33,220,55,24,18,25,8,18,14,413,67,388,181,128,69,82,16,32,25,992,68,362,276,204,213,264,51,90,45,1569,101,336,392,371,595,786,187,140,63,2965,127,333,487,680,769,1226,275,299,78,4269,161,228,400,738,994,1552,417,518,83,5092,189,210,313,774,1315,2272,617,769,86,6548
1RNSW,267,1794,1337,690,253,321,86,267,87,5107,512,2093,2822,1792,705,632,189,514,103,9372,626,1548,3448,2768,1716,1154,449,738,123,12575,728,1248,3505,3495,3359,2542,902,1197,175,17158,1019,1061,3179,4290,5960,5179,1921,2362,203,25173,1035,647,1765,3339,5670,5535,2321,3009,135,23467,1073,497,1110,2605,5746,6570,2847,3857,176,24474,892,341,568,1379,4773,5858,3126,4508,133,21580,803,352,644,1184,3883,5706,3616,6158,107,22450,296,267,419,734,968,2213,1501,4218,72,10677,83,177,221,194,283,336,135,249,195,1876,7921,14991,20599,23270,33680,36505,17236,27560,1697,183463,44,129,71,46,84,90,42,182,27,715,98,855,163,89,60,82,27,98,42,1500,134,1456,596,294,254,237,88,246,102,3411,189,1212,1077,628,842,725,219,413,114,5419,249,958,1459,1066,1868,1580,519,615,165,8479,360,934,1715,2274,3078,2666,958,1265,240,13499,416,573,1136,2304,5470,4099,1588,1722,280,17585,528,425,695,1626,6647,6278,2766,2794,306,22062
1GSYD,359,3616,3277,1252,601,762,214,487,149,10712,802,4566,5813,2879,1535,1761,452,939,268,19019,940,3496,6855,4549,4162,3960,1115,1492,327,26889,1311,2909,7397,6085,9220,9370,2911,3189,443,42833,2185,2713,7003,7946,17736,19618,6612,6905,624,71337,2344,1870,4197,6764,17786,21584,8018,9150,553,72270,2657,1571,3095,5919,18249,24884,9090,11639,499,77599,2168,1091,1768,3677,14662,21588,8905,12292,393,66546,3032,1569,2439,4917,18920,34930,15551,24123,525,106009,1649,1372,1895,3423,5273,17343,9535,29452,363,70306,202,389,445,464,862,1371,478,980,763,5947,18980,39811,48357,49476,109911,158575,63212,101832,5394,595536,99,215,139,99,132,201,56,210,104,1266,130,1400,255,108,85,120,41,101,67,2308,181,2397,1174,426,298,327,112,198,157,5264,220,1942,2790,974,1018,962,244,401,260,8804,252,1508,3498,1886,2029,2263,751,714,367,13272,395,1489,3206,3487,3934,4295,1438,1547,481,20267,470,1005,2189,3289,7400,6413,2196,2353,530,25834,634,870,1614,2611,10694,10424,3951,4154,559,35514
19799,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,3,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3
19499,44,334,160,104,22,38,7,38,16,765,75,346,281,197,58,80,13,40,11,1101,62,241,250,254,118,113,34,81,26,1175,68,218,232,267,170,200,61,121,28,1354,96,142,184,224,235,325,98,182,24,1507,65,102,108,151,192,290,85,187,12,1189,68,79,75,104,167,324,99,233,13,1171,49,37,42,72,120,224,92,189,21,849,76,73,68,82,154,373,135,371,9,1327,92,54,59,77,68,230,96,351,12,1034,12,28,25,21,14,36,7,32,35,213,883,3311,1769,1660,1355,2297,745,1867,273,14162,29,64,30,20,23,45,7,36,21,265,31,228,51,41,20,30,4,14,10,423,71,434,176,103,67,70,14,24,21,994,105,443,381,225,213,273,60,87,57,1838,113,390,456,437,569,779,185,171,64,3162,173,387,591,756,844,1267,322,386,95,4810,181,297,495,802,1114,1667,476,560,111,5694,194,258,447,816,1443,2592,711,951,110,7533
