GCCSA_CODE_2016,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
6RTAS,3,42,4,0,56,14,63,4,0,79,12,45,3,3,65,19,39,9,5,71,14,38,8,0,65,17,59,12,3,93,38,85,6,4,132,53,78,23,0,148,36,74,12,3,133,25,42,10,9,87,17,50,0,0,68,8,26,7,7,44,10,27,4,11,60,267,684,105,47,1099,1399,4197,237,183,6014,4836,3465,342,173,8816,5586,2597,391,145,8721,5583,3028,507,151,9271,5477,3324,356,156,9307,6562,3781,313,168,10830,7710,4012,388,198,12306,7734,4012,472,165,12381,6846,4054,590,199,11694,4069,3338,496,124,8026,1320,1695,224,82,3327,406,721,56,53,1245,225,414,39,59,739,57761,38637,4430,1846,102668,13,66,0,7,92,69,54,6,8,131,69,37,6,5,118,87,55,9,4,160,84,61,8,4,160,106,65,6,4,181,141,68,12,15,234,129,68,13,10,214,110,58,12,6,185,66,56,7,8,136,25,35,5,8,75,3,17,0,5,23
6GHOB,3,30,4,3,38,16,50,3,0,72,22,52,4,0,83,19,51,6,0,77,21,44,4,3,74,35,44,7,3,94,39,62,9,3,117,48,66,13,5,130,36,47,16,3,112,31,62,10,4,99,8,34,3,3,48,4,14,6,4,28,0,11,3,6,29,292,571,93,38,990,878,4092,244,128,5342,4151,4194,315,166,8826,6133,2937,409,165,9639,6342,3234,584,157,10312,5983,3384,429,112,9912,6873,3684,336,121,11017,7417,3478,299,121,11323,7307,3335,381,147,11167,6350,3405,430,103,10293,3386,2703,324,75,6489,1054,1481,122,50,2699,234,549,54,17,851,85,276,18,34,414,56204,36749,3938,1386,98277,19,49,0,0,71,34,42,9,5,86,69,36,3,7,109,63,43,7,13,121,79,48,7,3,140,88,57,7,4,153,119,47,3,12,176,117,57,10,3,181,93,58,3,11,167,48,46,5,4,109,14,23,0,3,43,0,6,0,0,12
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,0,0,0,4,4,0,0,0,5,3,0,0,0,4,5,0,0,0,5,4,0,0,0,5,9,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,4,0,5,0,0,5,0,0,0,0,5,3,6,0,0,7,3,9,0,0,11,3,7,0,0,11,3,8,3,0,13,3,6,3,4,12,0,8,3,0,10,0,5,0,0,10,0,3,0,0,3,0,0,0,0,3,0,0,0,3,3,13,54,19,6,87,146,127,7,18,307,436,211,30,22,699,532,262,53,21,868,583,267,56,20,932,466,279,39,18,802,520,334,47,18,916,592,416,54,38,1097,577,415,54,29,1071,478,466,62,16,1021,290,406,54,18,764,81,160,27,6,275,15,53,5,13,86,12,31,4,6,51,4732,3429,497,238,8888,0,3,0,0,3,11,0,0,0,7,14,3,0,0,14,9,3,0,4,16,6,15,0,0,21,10,3,0,0,19,9,7,0,0,16,9,5,0,3,12,7,9,3,3,21,7,11,0,0,19,0,3,0,0,3,0,0,0,0,0
5RWAU,14,72,3,6,92,16,93,3,4,117,26,74,8,3,110,29,70,11,0,118,35,60,11,3,117,58,71,15,3,148,52,86,14,0,155,92,86,14,4,204,59,106,27,3,198,50,75,17,7,147,37,51,7,4,103,24,41,7,9,82,19,63,16,14,114,528,953,159,60,1703,3360,6781,386,359,10890,11463,4149,714,469,16792,18395,4480,1462,445,24786,19635,5993,1835,515,27981,17905,6258,1390,453,26008,19292,6838,1239,497,27865,20431,6788,1386,526,29137,19362,6295,1494,502,27649,16240,6108,1537,414,24307,9677,5241,1134,277,16337,3665,3057,479,167,7362,1116,1432,190,100,2835,615,837,98,131,1677,161167,64258,13350,4847,243619,33,76,8,7,121,124,52,3,15,189,202,62,12,18,298,222,84,17,20,340,238,105,15,17,375,256,111,16,17,396,274,102,14,22,409,244,91,19,22,377,203,104,19,21,344,127,80,14,16,240,45,46,16,11,110,20,36,6,5,62
5GPER,35,310,13,4,363,97,498,31,14,632,158,389,36,14,586,157,313,40,10,516,138,268,41,12,454,248,367,57,15,680,260,376,70,8,725,259,344,55,11,670,237,341,66,11,655,145,281,59,10,506,73,176,36,10,286,20,91,8,19,144,19,107,19,18,163,1843,3857,521,153,6384,7543,34363,1350,990,44248,40292,37600,2293,1851,82030,68335,25082,3525,1817,98760,71173,26379,4847,1605,104002,61115,26577,3432,1317,92440,61686,27306,2331,1274,92602,63833,26316,2297,1280,93722,58230,23373,2520,1043,85167,46495,21499,2623,865,71476,27875,18679,2187,566,49313,9601,11111,1099,299,22106,2155,4502,352,162,7172,790,2120,159,154,3221,519127,284911,29011,13216,846263,74,265,8,34,388,316,318,18,59,710,525,229,27,55,838,671,261,55,60,1045,597,262,33,43,934,652,316,24,51,1045,652,298,23,53,1031,658,269,35,43,1005,561,230,23,33,852,360,233,35,23,653,145,149,5,10,307,36,67,6,3,112
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,8,0,0,12,41,0,0,3,42,131,10,10,3,154,199,7,28,5,242,185,16,24,0,220,194,10,14,8,229,177,11,27,4,214,183,10,32,0,228,128,3,19,0,149,49,3,3,0,64,9,0,0,0,17,3,0,0,0,3,4,0,0,0,4,1310,74,162,29,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,11,0,0,9,8,19,0,0,25,13,9,0,0,18,7,15,7,0,33,6,13,0,0,16,7,12,10,0,29,12,9,4,0,31,10,15,4,0,33,12,19,7,0,34,6,15,12,0,31,4,15,3,0,22,0,8,3,0,8,0,3,0,3,7,84,155,51,10,307,939,891,73,71,1977,2932,1782,238,131,5080,4253,1701,391,129,6475,4082,1682,421,159,6336,3458,1705,362,128,5655,3451,1917,307,119,5792,3522,2045,341,121,6030,3248,2004,349,119,5717,2425,1853,354,89,4731,1421,1600,322,65,3405,476,845,152,28,1500,109,289,47,13,455,46,117,33,20,212,30354,18434,3392,1198,53372,14,0,0,6,19,40,20,6,3,71,40,20,10,6,73,45,19,8,3,77,41,27,3,7,75,58,27,6,4,100,46,16,3,3,71,39,26,4,3,73,23,25,3,3,50,16,15,0,3,40,8,16,4,3,26,8,9,0,0,17
4RSAU,9,56,3,0,76,16,86,12,4,115,23,79,7,5,119,24,63,10,0,97,26,54,6,9,91,51,79,12,3,151,48,81,10,3,143,57,111,19,4,193,58,89,17,4,169,30,92,11,12,146,31,43,3,4,77,12,28,6,9,56,11,44,16,15,81,392,917,128,76,1513,1817,5562,295,256,7931,6666,4006,448,233,11360,8225,3308,615,229,12375,7937,4033,663,262,12894,7738,4272,464,191,12670,9262,4687,445,230,14619,10668,5273,497,255,16686,10738,5183,624,242,16786,9726,5377,735,242,16080,6499,4441,662,169,11772,2434,2566,359,115,5477,845,1200,140,86,2266,552,746,97,139,1521,83104,50646,6039,2641,142430,16,73,0,6,93,83,66,6,8,164,101,63,14,8,188,133,74,20,3,237,121,66,7,7,200,167,104,7,9,284,189,82,8,15,298,149,98,3,18,266,145,82,11,5,246,87,70,14,7,178,50,43,3,14,110,14,22,0,10,44
4GADE,26,221,10,6,267,110,333,12,8,463,134,297,25,16,472,152,261,37,12,464,125,248,36,12,431,199,298,43,16,557,240,323,41,11,616,230,342,68,13,653,204,328,71,14,616,105,248,46,22,422,57,138,23,12,230,18,65,13,7,107,27,81,12,26,149,1626,3194,447,174,5447,3479,22295,903,583,27259,22681,26632,1577,1075,51962,38333,16780,2283,1012,58411,40348,18059,3351,934,62689,36813,18225,2262,738,58045,39049,18821,1485,697,60061,41791,18605,1424,785,62612,39735,17372,1710,652,59466,33711,16356,1876,497,52449,20131,13230,1478,413,35253,6433,7543,724,221,14925,1471,2977,219,131,4801,591,1324,117,148,2178,324574,198227,19413,7893,550101,36,192,6,20,258,211,223,9,34,482,343,162,18,31,548,401,195,39,25,657,424,240,19,35,718,497,247,23,34,797,490,256,18,39,799,489,250,16,39,790,427,192,19,31,667,274,187,13,28,507,101,111,14,12,237,21,55,3,4,82
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,4,0,0,0,6,8,3,0,0,10,5,3,0,0,9,10,0,6,0,12,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,14,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,6,0,0,10,13,6,0,0,21,3,13,3,0,16,0,8,3,0,15,3,10,4,0,23,6,22,5,3,29,3,11,8,0,22,10,22,6,0,41,10,16,7,0,39,9,23,9,0,33,10,3,3,0,13,0,6,3,0,5,3,4,3,0,5,67,153,47,9,279,468,502,57,37,1065,1679,1172,148,73,3072,2173,1088,165,73,3502,2076,1054,183,71,3379,1783,1082,158,66,3083,2041,1303,158,69,3579,2220,1525,176,67,3985,2105,1693,173,67,4035,1677,1678,202,63,3621,977,1330,178,34,2527,338,688,90,20,1132,78,257,23,13,361,39,88,22,20,170,17651,13456,1729,664,33504,5,0,0,0,11,29,12,0,0,46,19,13,0,3,39,25,11,3,3,39,26,18,4,0,53,37,31,3,0,74,30,31,7,3,70,28,33,3,0,63,18,32,0,3,54,8,26,3,0,39,7,8,3,0,14,0,3,0,0,3
3RQLD,79,583,27,19,711,175,521,28,22,749,202,401,45,19,661,204,339,39,18,598,233,337,74,9,658,356,433,82,32,905,348,463,87,24,918,437,501,119,24,1079,369,507,113,34,1021,266,397,84,32,774,124,278,40,23,472,65,160,24,19,266,105,216,39,92,453,2974,5129,801,362,9261,13946,44573,1977,1605,62112,51804,32705,2481,1977,88965,65229,25261,3920,1869,96288,65421,27513,4657,1702,99297,62751,29038,3131,1602,96524,71471,31484,2627,1827,107413,75233,30794,2658,1740,110425,71107,29250,3144,1541,105045,59596,27661,3393,1343,91994,36115,22439,2734,1024,62309,13479,12790,1242,612,28126,4220,5562,451,357,10587,2152,2691,243,461,5539,592529,321765,32668,17662,964625,134,464,25,68,696,538,305,24,79,950,589,271,51,79,992,736,390,64,67,1254,821,387,49,69,1316,960,433,32,90,1517,1009,443,45,96,1583,1013,436,47,69,1557,814,415,50,60,1348,511,361,24,37,943,199,200,26,17,446,77,103,11,20,207
3GBRI,60,507,25,14,615,203,520,40,17,783,215,396,47,21,675,293,372,66,15,742,269,342,80,13,696,387,382,78,23,876,453,471,97,28,1058,446,415,93,32,984,360,405,103,18,889,240,312,82,19,651,105,204,20,20,349,47,131,8,17,209,37,127,22,54,237,3114,4588,771,290,8765,10401,43659,1673,1389,57128,54077,46020,2690,2239,105031,81545,29789,3995,2119,117453,85634,29503,5894,1890,122922,79375,29637,4018,1639,114674,83643,30715,2572,1614,118553,82378,28623,2398,1565,114966,73720,24699,2676,1248,102336,57620,22437,2896,1018,83970,33236,17984,2268,682,54161,11131,10615,1025,364,23127,2654,4181,288,169,7293,936,1816,127,235,3118,656351,319669,32529,16172,1024723,88,360,10,42,505,442,338,20,82,884,638,263,32,83,1020,747,337,58,70,1211,793,367,40,75,1272,936,365,34,78,1408,966,355,34,80,1434,873,338,36,65,1312,722,260,32,60,1069,443,234,28,30,735,168,141,17,24,345,42,78,3,18,140
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,5,11,11,0,0,0,19,14,0,5,0,21,12,3,0,0,17,29,0,4,0,34,17,0,6,0,24,12,0,3,0,23,22,0,0,0,22,14,0,0,0,14,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,154,15,24,11,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,8,29,0,3,47,22,21,8,0,53,24,40,4,4,66,15,27,6,0,56,23,36,10,0,69,38,40,8,3,95,26,42,10,0,80,29,54,17,0,101,37,44,19,6,101,23,38,20,8,88,10,29,0,3,45,3,14,3,3,23,5,9,8,4,27,262,427,120,33,839,1763,1863,171,156,3953,5483,2886,327,270,8967,7027,2668,459,243,10391,7016,2740,528,242,10524,6418,2863,444,237,9957,7145,3467,450,259,11318,6946,3629,466,233,11269,6084,3793,488,211,10578,4853,3626,516,140,9131,2927,3084,398,145,6554,962,1552,226,72,2805,215,538,93,41,877,82,214,43,36,369,56917,32902,4605,2276,96701,18,18,0,0,34,60,27,3,10,98,63,27,0,3,103,101,51,3,7,170,102,28,7,8,144,91,53,13,13,181,94,64,13,8,174,84,51,8,16,153,68,56,4,8,129,37,63,3,12,109,10,18,6,4,41,6,15,3,0,26
2RVIC,43,279,15,16,361,85,350,24,28,483,87,291,30,15,417,80,291,35,10,411,95,254,47,11,402,169,276,49,14,509,197,348,54,15,621,217,342,62,16,639,165,333,72,12,586,132,268,84,28,512,75,162,39,17,289,35,93,14,16,160,63,179,44,43,329,1441,3462,574,253,5723,6413,24550,1363,1076,33401,25758,20146,1699,1312,48917,34271,13524,2169,1029,50992,31840,15432,2767,931,50962,30466,16898,1966,828,50151,34951,19041,1589,889,56461,38367,19544,1644,954,60505,38788,19238,2187,961,61168,34429,19818,2614,906,57769,21403,16959,2400,693,41447,7993,9329,1259,384,18968,2645,3796,418,296,7151,1773,2261,282,380,4691,309074,200529,22345,10628,542581,74,259,13,27,383,300,199,14,65,574,388,187,29,36,636,438,273,53,34,801,446,295,36,43,820,511,324,23,53,908,561,301,26,53,929,543,314,40,31,925,506,294,32,46,875,286,272,31,35,628,146,144,18,22,334,48,57,10,5,124
2GMEL,66,575,37,16,688,262,794,43,25,1127,378,608,75,32,1097,416,664,111,26,1227,486,655,111,38,1293,696,813,121,45,1672,712,821,163,44,1745,704,780,170,60,1714,586,766,188,42,1578,434,632,167,40,1269,165,445,68,28,709,82,226,36,26,367,78,282,57,106,515,5057,8063,1351,526,15001,11157,68430,2616,2326,84525,84931,96473,4664,4907,190980,175071,62312,6909,5188,249484,186342,60025,11534,4525,262428,160359,61322,8472,3634,233786,154905,64176,5070,3440,227596,153892,61806,4304,3379,223379,137269,53427,4499,3021,198216,108831,48446,4837,2389,164498,62512,40178,4179,1646,108511,21775,23893,2122,915,48705,5523,9854,795,464,16637,2189,4683,394,529,7804,1264760,655035,60394,36365,2016553,130,546,26,95,793,792,824,41,187,1846,1531,596,59,189,2378,1684,633,114,163,2596,1620,708,91,151,2570,1736,762,61,154,2710,1814,764,60,157,2798,1682,676,52,137,2545,1369,649,63,95,2173,844,497,55,80,1478,337,389,31,37,788,110,165,15,36,322
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,0,0,7,10,0,0,0,16,11,0,3,0,14,24,3,0,0,29,23,0,3,0,26,15,6,6,0,29,16,0,9,3,22,8,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,110,24,19,9,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,8,33,0,3,45,29,44,7,0,76,24,33,8,3,70,16,33,8,3,64,12,29,14,8,59,26,44,8,6,88,28,56,15,3,100,22,54,30,3,110,29,51,15,0,102,17,45,12,3,77,7,25,6,4,42,3,14,8,0,25,0,19,3,11,34,224,481,132,47,887,2055,1896,194,171,4320,7098,4020,442,373,11936,9038,3668,525,371,13600,8664,3535,601,336,13146,7561,3526,472,307,11867,7951,4146,431,283,12807,7936,4662,450,303,13355,6832,4559,524,264,12181,5648,4422,519,213,10807,3018,3764,441,161,7388,1060,1990,212,76,3333,276,758,96,58,1191,132,330,54,47,567,67276,41296,4968,2967,116499,23,20,0,4,56,81,40,8,14,134,101,43,10,19,175,113,59,9,13,192,128,56,3,9,192,115,57,7,13,195,98,60,7,16,184,104,54,7,9,169,70,59,7,9,141,42,56,5,6,106,13,30,5,3,53,9,16,0,4,29
1RNSW,83,492,35,14,615,160,610,40,27,834,188,527,44,19,783,207,483,57,22,761,216,422,58,32,722,363,547,88,35,1029,385,592,94,30,1102,454,650,116,41,1263,395,606,121,45,1170,258,465,124,40,885,137,345,59,33,569,52,177,21,32,293,107,270,67,118,564,2999,6185,924,485,10592,13980,42368,2513,1855,60717,47171,34255,2801,2226,86460,60425,24940,3850,1795,91007,58569,28045,4689,1626,92931,57468,29767,3086,1538,91857,67432,32839,2513,1669,104450,72230,32702,2585,1745,109267,72271,33647,3219,1660,110801,64576,33934,4166,1503,104191,37899,27963,3347,1147,70352,13937,15328,1619,719,31610,4690,6763,623,469,12543,2946,3786,387,687,7809,573605,346354,35398,18634,973992,165,390,21,47,631,497,342,44,106,989,654,311,37,68,1072,732,391,61,64,1251,768,504,46,70,1385,978,580,34,85,1666,992,530,47,77,1635,1048,531,47,79,1712,905,555,73,73,1598,521,423,49,40,1037,252,233,27,26,539,90,137,14,22,265
1GSYD,128,524,33,29,717,341,949,48,45,1385,439,800,61,29,1336,485,707,111,35,1340,519,677,79,21,1297,898,880,139,48,1965,817,931,122,50,1922,888,1003,142,48,2089,799,911,136,54,1899,506,776,140,51,1474,237,469,68,35,810,91,287,35,30,446,85,333,52,90,563,6236,9245,1177,579,17245,17563,67831,3551,2569,91514,101941,92283,4900,5648,204770,192663,60941,7268,5736,266606,206335,60016,11769,5280,283400,184405,60694,8627,4349,258070,178526,61781,5048,3759,249106,167746,57012,4011,3661,232427,153846,51899,4447,3415,213604,123199,47406,4854,2546,177999,69890,39785,3896,1790,115366,26029,24881,2116,910,53934,6812,10979,769,428,18989,2537,5437,390,481,8844,1431489,640941,61640,40566,2174629,203,533,22,94,856,921,751,48,179,1901,1501,579,71,208,2361,1773,671,107,221,2774,1833,687,91,179,2793,1980,742,64,181,2966,1937,676,48,161,2826,1815,639,51,138,2642,1509,608,63,130,2304,879,486,41,97,1503,397,367,39,40,837,99,166,9,35,309
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,12,0,0,0,8,9,0,0,0,9,3,0,0,0,4,10,0,3,0,9,3,0,3,0,9,5,4,3,0,14,3,0,3,0,10,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,51,17,9,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,23,39,4,3,59,26,47,3,3,82,18,39,3,5,67,17,43,10,3,70,24,43,11,0,70,35,68,13,9,128,33,86,24,12,148,39,76,13,4,139,37,94,21,6,159,24,72,25,3,126,10,37,10,7,58,4,26,0,7,36,4,13,3,15,39,278,684,147,73,1179,3005,2590,224,253,6075,7839,4662,550,473,13528,9481,4106,569,412,14565,9627,4209,619,387,14841,9169,4331,534,314,14344,9692,5171,494,323,15677,9402,5467,535,373,15772,8979,5890,647,344,15865,7077,5779,666,281,13798,4094,4596,529,186,9400,1474,2426,295,105,4296,350,932,115,49,1444,117,370,67,79,626,80302,50513,5839,3579,140231,36,29,8,5,73,82,49,7,21,155,94,46,8,18,163,122,57,15,18,209,142,61,9,10,230,130,63,5,16,210,132,74,5,10,222,127,79,7,9,218,103,92,7,9,205,46,76,9,8,146,18,32,3,3,63,6,18,0,5,31
