GCCSA_CODE_2016,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_Inc_LR_15_24,F_M1_Tram_Inc_LR_25_34,F_M1_Tram_Inc_LR_35_44,F_M1_Tram_Inc_LR_45_54,F_M1_Tram_Inc_LR_55_64,F_M1_Tram_Inc_LR_65_74,F_M1_Tram_Inc_LR_75ov,F_M1_Tram_Inc_LR_Tot,F_M1_Taxi_15_24,F_M1_Taxi_25_34,F_M1_Taxi_35_44,F_M1_Taxi_45_54,F_M1_Taxi_55_64,F_M1_Taxi_65_74,F_M1_Taxi_75ov,F_M1_Taxi_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
6RTAS,14,19,10,17,12,0,0,62,62,114,80,81,69,11,0,416,75,140,94,96,82,10,0,499,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,4,3,5,8,8,0,0,26,5,5,7,14,8,0,0,39,85,191,388,606,842,570,196,2885,975,708,691,857,934,357,53,4579,111,95,74,115,115,62,36,613,7515,9536,10184,12367,10464,2857,563,53486,7,11,3,0,3,0,0,21,142,62,67,62,45,8,0,398,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,7,39,27,30,24,14,3,0,133,4082,5830,7388,9395,6372,930,67,34061,1201,460,383,513,405,79,10,3058,0,0,5,0,3,4,0,24,26,14,22,16,12,0,0,84,12,21,25,33,26,0,0,115,18,24,31,42,54,17,3,195,398,406,350,525,481,100,20,2284,5932,6855,8309,10623,7424,1141,104,40378,0,0,0,0,0,0,0,4
6GHOB,52,47,42,43,23,5,0,212,59,92,88,72,61,8,0,384,107,144,131,118,91,12,3,612,3,0,0,4,0,0,0,5,3,11,9,3,6,0,0,30,0,0,5,7,7,0,0,19,4,14,16,11,12,0,0,60,37,181,328,385,429,318,75,1757,1030,662,657,708,704,251,29,4035,96,103,72,94,74,28,25,485,6768,10115,10326,11068,8553,2123,295,49249,0,3,0,4,3,0,0,11,611,505,451,460,367,43,0,2437,0,0,3,3,0,0,0,9,0,3,0,3,0,0,0,4,22,26,22,28,17,3,0,114,3146,5750,7213,7975,5397,786,58,30318,1268,894,593,827,545,85,9,4220,0,0,0,7,5,0,0,8,24,21,15,13,3,0,0,77,33,67,71,61,17,0,0,251,12,30,33,42,29,6,0,159,565,723,484,541,411,64,7,2786,5680,8017,8882,9957,6790,995,69,40394,0,0,0,0,0,0,0,0
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,10,10,10,12,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0
69499,0,4,0,0,0,0,0,6,10,22,18,14,17,6,0,87,12,28,18,20,17,8,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,7,3,0,0,9,3,14,15,34,15,3,4,82,76,110,115,158,162,46,9,683,14,7,9,16,26,9,4,91,818,1433,1320,1619,1291,264,39,6785,0,0,0,0,0,0,0,0,6,7,9,9,6,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,99,253,315,426,381,60,6,1552,26,18,16,24,15,4,0,115,0,3,0,0,4,0,0,12,0,0,3,0,0,0,0,4,0,3,3,0,0,0,0,7,3,3,3,3,13,3,0,24,14,14,7,5,5,0,0,45,156,304,358,477,430,71,10,1801,0,0,0,0,0,0,0,0
5RWAU,52,210,158,120,69,11,3,623,126,362,317,273,162,41,5,1299,198,597,490,404,244,55,6,2010,7,23,13,19,8,0,0,73,9,49,47,35,19,0,0,165,5,29,24,23,12,3,0,100,24,95,86,79,44,3,0,328,209,487,873,1455,1597,1179,434,6234,1694,3949,4047,4039,2891,817,122,17567,325,685,685,668,451,165,66,3039,14933,32688,33115,33790,24031,6661,1253,146485,8,10,9,11,4,0,0,39,276,720,390,460,239,17,0,2105,0,0,0,4,0,0,0,10,0,0,6,0,0,0,0,7,52,33,26,35,25,3,0,177,6707,12214,14365,16034,10696,1734,163,61907,2375,1294,835,929,679,137,28,6288,8,6,7,22,13,3,8,71,96,53,54,52,28,6,0,295,94,199,159,160,102,9,0,734,109,368,243,288,202,77,9,1302,986,1467,1028,1395,1247,287,32,6440,10716,16373,17129,19396,13244,2278,243,79381,7,6,0,9,0,0,0,17
5GPER,376,416,280,185,122,26,4,1405,540,828,638,636,382,75,10,3109,2656,4610,4418,3403,1932,356,31,17414,440,561,512,328,198,27,0,2064,46,65,44,32,13,0,0,199,14,39,31,42,17,0,0,145,504,658,591,397,228,30,0,2413,418,1445,2520,3310,3358,1932,501,13491,7772,6239,5226,4994,4640,1837,243,30943,797,1041,841,809,512,221,95,4318,61667,105929,97764,90576,62950,17598,2333,438823,2073,4437,2776,2323,1393,204,7,13215,3334,4638,2322,1923,1295,253,14,13767,4,17,15,10,12,0,0,65,12,8,7,11,9,0,0,38,116,171,91,89,55,5,4,522,33964,59860,59229,63811,40174,6998,460,264498,8321,4944,3088,3319,2509,553,71,22809,12,28,24,50,24,0,6,145,69,118,77,122,40,3,0,438,272,637,491,473,216,37,0,2127,194,389,361,418,250,75,14,1694,2157,2275,1444,1611,1196,287,32,9001,50513,77514,69927,74161,47175,8418,602,328319,1584,1977,1225,1064,731,156,10,6745
59799,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,46,53,56,22,0,0,171,0,17,22,17,8,0,0,64,43,373,433,428,204,19,4,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,9,12,8,0,0,51,7,7,9,3,0,0,0,26,10,22,19,17,9,0,0,78,0,0,0,0,0,0,0,0
59499,17,19,8,10,3,0,0,64,89,124,99,99,56,9,0,481,196,195,151,135,68,10,0,766,12,10,9,11,5,0,0,52,0,8,0,3,0,0,0,20,4,3,8,3,0,3,0,20,20,29,12,13,14,0,0,89,19,60,95,100,61,35,12,384,501,1024,951,988,810,274,38,4577,64,118,121,114,69,18,7,502,5598,10238,8831,8727,6003,1495,168,41063,29,29,8,8,12,0,0,79,42,72,29,38,36,3,0,215,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,3,3,0,0,13,866,1673,1919,2290,1472,325,25,8578,182,149,131,185,127,20,7,797,0,3,11,31,5,3,0,56,0,0,3,0,0,0,0,9,6,7,3,3,6,4,0,30,26,54,47,51,47,7,0,232,42,53,39,38,28,9,0,206,1183,2057,2192,2647,1741,375,30,10230,25,32,6,11,8,0,0,81
4RSAU,22,37,39,27,11,0,0,135,83,132,118,127,122,35,5,626,110,167,163,159,141,39,5,786,5,7,6,3,0,0,0,14,0,5,5,5,3,0,0,23,5,12,16,13,12,6,0,64,8,23,25,20,16,6,0,99,211,372,806,1354,1646,1114,346,5844,1321,1048,1090,1337,1377,528,107,6810,193,125,130,178,157,88,80,959,10223,14026,14561,17422,15293,4840,1100,77465,6,4,0,0,0,0,0,7,50,31,35,35,25,10,0,183,0,6,6,3,0,0,0,15,0,0,4,0,0,0,0,5,19,14,18,18,19,3,0,91,5459,7729,9469,11889,8457,1391,116,44513,1318,610,435,607,478,116,29,3590,3,0,0,6,10,11,3,30,9,9,15,17,12,3,0,70,11,21,30,45,30,10,0,151,33,54,60,73,77,35,11,341,507,551,517,842,766,203,50,3441,7418,9027,10589,13544,9877,1770,200,52434,0,0,0,3,0,0,0,6
4GADE,342,444,425,325,184,26,6,1756,342,636,545,524,327,51,7,2435,1042,1606,1421,1197,732,115,12,6118,70,88,82,48,35,10,0,324,46,36,35,24,14,0,0,163,17,35,29,36,15,3,0,131,127,159,148,99,63,14,0,617,270,873,1636,2103,2197,1443,337,8860,5398,3913,3334,3291,3234,1249,178,20599,445,470,451,410,287,146,68,2274,38135,62707,61799,61464,45110,11595,1575,282376,739,1309,1025,966,616,71,4,4726,2881,4344,3061,3126,2187,333,25,15956,7,6,3,4,5,0,0,26,262,479,335,278,180,24,3,1557,46,105,76,89,71,11,6,409,21571,35702,37971,43405,28900,4655,265,172475,4873,3274,2407,2788,2172,458,41,16006,3,13,14,24,14,6,0,72,46,78,69,69,21,0,3,288,196,432,385,382,198,22,5,1611,55,157,156,199,154,47,15,779,1267,1420,995,1212,939,269,30,6126,31937,47314,46496,52542,35455,5889,396,220026,154,195,121,111,99,18,0,695
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,3,0,0,17,0,0,0,0,0,0,0,0,0,5,16,22,8,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,12,4,7,7,0,3,0,37,55,81,45,66,37,8,0,299,76,104,61,82,43,13,0,384,3,3,0,3,3,0,0,14,3,3,0,3,0,0,0,13,0,0,8,0,5,0,0,12,5,12,7,3,5,0,0,40,16,36,48,69,56,25,9,255,341,437,382,472,509,175,28,2330,45,36,41,45,35,9,15,225,3282,5460,5050,5762,4369,1081,136,25145,7,8,12,0,0,0,0,26,30,37,20,21,16,4,0,134,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,3,0,4,3,14,512,931,1220,1790,1349,270,14,6085,99,91,72,122,98,20,7,512,3,3,7,4,7,0,0,23,0,0,0,5,0,0,0,4,0,8,4,7,3,0,0,22,9,13,17,19,17,8,0,77,16,13,15,15,27,7,0,94,673,1113,1366,1987,1521,314,20,7002,5,5,0,4,0,0,0,14
3RQLD,321,342,306,253,143,25,4,1396,763,1188,1012,965,645,131,24,4714,1220,1656,1403,1307,837,167,22,6618,70,62,64,45,26,4,3,259,77,227,262,179,70,8,0,813,34,93,80,74,51,14,0,345,173,385,398,300,145,23,4,1423,890,2182,4216,6149,6820,4447,1427,26130,8428,6970,6755,6976,6509,2359,342,38339,1042,969,913,1012,808,402,232,5382,74976,102151,103775,107444,81207,23461,4049,497069,109,129,64,53,36,6,3,403,1650,1207,704,726,458,78,5,4831,24,48,31,30,24,3,3,164,279,350,101,115,78,7,0,934,199,173,135,158,101,22,4,784,44456,65041,75095,81679,51191,8284,533,326278,12516,5085,3739,4712,3433,826,91,30408,18,25,50,73,63,28,4,269,97,198,189,271,138,29,0,926,395,701,539,624,315,30,6,2607,232,483,516,580,519,184,41,2538,3873,3978,3022,3854,3212,764,120,18821,63851,77432,84178,92880,59553,10264,806,388969,98,84,40,36,20,0,0,290
3GBRI,608,835,724,502,232,49,3,2962,756,1121,1096,982,572,105,8,4651,2837,4443,4629,3747,2080,359,29,18124,356,405,374,259,155,21,0,1581,88,108,99,59,27,3,0,385,35,51,69,70,36,5,0,268,482,566,532,387,217,34,0,2233,733,2341,4320,5070,4580,2483,625,20146,9588,7433,6680,6295,5769,2014,262,38040,846,955,752,716,522,220,133,4145,79216,124779,122322,111427,73593,18367,2336,532039,3667,6536,4782,3909,2128,284,10,21324,6619,8590,4978,4215,2558,416,21,27403,179,439,242,193,108,21,3,1188,16,11,8,4,11,0,0,50,143,224,135,147,90,16,3,754,40044,64638,70738,72032,41406,6589,305,295750,11012,6563,4453,4803,3348,703,76,30954,8,25,47,52,36,17,3,189,101,304,258,248,89,8,0,1012,312,845,655,527,202,18,3,2566,176,394,387,447,290,104,19,1826,3649,4508,2571,2407,1660,380,35,15215,65930,93077,89245,89002,51947,8562,478,398238,800,995,581,495,351,59,0,3290
39799,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,9,8,0,0,39,0,0,0,0,0,0,0,0,14,40,45,37,32,7,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,8,0,0,0,13,0,0,0,0,0,0,0,0,6,3,9,8,0,0,0,22,0,0,0,0,0,0,0,0
39499,24,37,22,16,13,3,0,127,140,219,174,168,129,19,0,847,213,302,235,218,149,26,5,1161,22,25,5,11,3,0,0,77,8,16,6,12,8,0,0,48,5,16,18,8,6,3,0,57,36,55,34,31,19,3,0,177,48,143,214,208,208,96,29,939,868,1176,1268,1389,1405,493,73,6672,111,114,134,130,92,48,18,656,10369,16827,16513,16225,11777,2856,299,74867,48,43,21,17,19,4,0,156,98,92,40,55,34,10,0,327,0,3,3,0,0,0,0,8,6,4,3,3,0,0,0,12,5,10,11,7,6,0,0,41,1503,2708,3641,4308,2854,529,34,15577,319,260,211,343,242,51,7,1433,9,18,12,29,31,5,0,92,5,18,8,13,0,0,0,43,12,15,10,11,3,0,0,53,21,62,53,71,55,11,4,280,68,97,69,68,60,14,0,368,2093,3331,4085,4928,3301,618,43,18400,21,19,9,10,3,3,0,59
2RVIC,111,55,42,37,28,12,0,291,360,406,334,345,251,71,23,1788,625,718,568,552,371,110,26,2965,49,61,43,24,32,9,0,229,15,12,3,9,6,0,0,38,23,26,21,32,20,4,0,125,83,102,74,59,55,17,0,395,533,1276,2444,3760,4842,3511,1273,17639,5639,3144,3166,3468,4355,1775,339,21899,736,551,508,623,564,301,210,3499,41365,52888,53654,59164,51702,16099,3528,278403,240,448,267,213,148,24,3,1344,779,350,223,266,206,39,3,1865,4,10,7,13,7,0,0,34,67,101,38,32,27,4,3,275,62,73,62,67,60,3,4,336,21482,34219,39357,47677,33166,4991,406,181301,6877,2151,1416,1838,1569,379,57,14293,9,8,11,30,38,13,3,105,33,26,71,97,51,21,3,294,121,196,193,257,178,30,5,988,126,178,183,202,227,112,21,1041,2280,1921,1579,2364,2271,601,91,11101,32085,39688,43404,53064,37944,6212,601,212986,48,59,45,30,15,3,0,194
2GMEL,730,656,513,371,248,68,13,2594,1210,2272,1759,1501,861,196,22,7817,6860,14754,12850,8623,4872,989,82,49031,1390,2906,2437,1352,796,174,24,9073,73,76,65,35,22,7,0,279,55,143,98,98,66,18,0,478,1517,3124,2597,1493,880,198,22,9832,1195,4617,8276,8956,8110,4717,1163,37033,17553,12495,10439,9126,8923,3891,670,63102,1885,2369,1838,1746,1225,544,279,9894,135650,268552,248785,219763,147971,40259,5803,1066778,10113,27406,16645,11220,5945,915,72,72317,3908,3761,1981,1914,1251,244,23,13083,18,33,23,25,6,3,4,116,5097,12282,4865,3145,1820,420,37,27668,175,426,277,245,157,34,9,1324,60743,124483,128967,139533,83476,14127,945,552270,17635,9787,6190,6991,5364,1230,145,47343,20,37,30,57,37,6,3,188,81,230,202,170,61,7,3,758,977,3511,2088,1397,586,63,10,8635,267,765,833,789,517,160,27,3360,6962,10737,5099,4793,3544,868,107,32105,106001,193447,167195,170295,102757,18077,1386,759165,1963,3364,1769,1289,850,175,14,9421
29799,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,14,6,0,0,31,0,0,0,0,0,0,0,0,3,19,41,51,27,3,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0
29499,31,22,3,9,5,3,0,64,216,298,207,204,120,29,4,1070,401,519,328,278,175,43,6,1754,56,83,40,35,20,6,0,246,3,4,4,3,3,0,0,15,5,12,13,14,0,0,0,36,68,102,53,48,26,6,0,301,53,194,268,252,196,84,18,1069,1061,1204,1091,1187,1166,483,77,6266,177,191,140,173,121,64,30,891,13241,21724,19250,18895,13559,3407,456,90534,118,194,112,68,52,13,0,555,58,49,30,33,25,9,0,196,0,3,0,0,0,0,0,13,58,98,32,41,20,11,0,253,10,13,10,7,10,3,0,51,1640,3201,3934,5205,3450,775,65,18270,325,248,218,314,267,55,11,1434,0,14,16,30,16,3,3,87,3,10,5,3,0,0,0,18,27,35,23,19,11,5,0,111,10,66,63,48,51,14,0,252,87,104,61,63,73,22,4,410,2328,4026,4512,5835,3974,903,86,21650,39,42,20,10,13,3,0,136
1RNSW,166,138,98,83,58,10,3,550,647,900,729,740,524,160,46,3754,1069,1280,1060,1044,721,207,54,5431,62,81,73,43,31,3,3,302,24,13,16,9,9,0,0,72,21,55,51,58,45,26,3,259,106,149,138,113,84,37,6,637,875,1905,3977,6018,7580,5639,2103,28098,9177,6269,5921,6527,7371,2788,476,38533,1272,981,946,1098,931,502,351,6081,74068,96374,98905,108295,90840,26933,5780,501189,273,332,192,195,146,25,0,1173,1340,749,542,677,494,93,8,3901,12,17,14,21,13,3,0,83,3,3,11,14,6,8,0,39,127,142,111,129,115,23,4,655,42858,62147,73290,85490,58837,8960,683,332267,10740,4242,3284,4486,3630,777,104,27260,16,30,39,96,95,77,21,370,123,92,121,129,108,23,13,621,217,316,364,382,235,21,5,1538,202,295,395,455,454,206,42,2046,3507,3284,2954,4083,3759,980,160,18728,59408,71658,81320,96150,67893,11200,1037,388675,102,130,81,81,62,13,0,473
1GSYD,916,1338,1492,963,532,117,25,5378,1111,1911,1876,1612,895,191,34,7622,9968,19699,17004,11884,6980,1593,173,67315,1278,2166,1785,1108,714,158,16,7230,63,149,132,103,36,13,0,501,34,83,110,105,53,9,0,391,1374,2395,2033,1320,803,180,18,8119,1270,4721,9199,10383,9021,5241,1418,41244,16604,12391,10963,9833,9466,3981,749,63988,2161,2779,2144,1903,1350,543,252,11134,146741,289669,275178,235552,159613,44166,6394,1157307,18512,46401,25425,17319,9481,1438,112,118690,12050,22497,14264,10479,6360,1431,96,67183,184,1124,960,547,234,58,0,3107,191,465,345,204,89,11,0,1305,196,575,503,411,221,61,10,1982,57647,107343,123359,128167,78537,14354,1010,510416,15644,10254,7562,9122,7559,1774,188,52110,10,47,61,65,49,13,9,252,180,602,484,302,106,5,3,1693,348,1257,927,743,257,28,3,3561,362,911,925,933,592,193,42,3947,8938,15186,8753,7477,5231,1221,146,46948,114254,206664,183571,175770,108717,20589,1626,811190,5508,11016,5586,4153,2792,626,42,29722
19799,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,5,7,3,0,0,20,0,0,0,0,0,0,0,0,4,19,15,19,13,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
19499,29,38,27,24,19,5,0,134,247,312,291,250,158,40,4,1299,622,711,552,475,301,94,4,2770,107,73,61,49,18,8,4,334,5,14,3,6,0,0,0,24,8,17,10,7,3,0,0,48,122,104,78,63,24,8,3,403,59,195,266,289,247,99,34,1190,1223,1235,1281,1453,1577,634,95,7497,228,245,212,248,174,82,46,1227,15885,23532,23530,23729,17558,4501,506,109237,222,359,177,161,93,15,0,1031,154,170,112,97,91,24,3,654,0,3,3,3,0,0,0,17,3,4,3,0,0,0,0,11,4,20,11,14,11,3,0,68,1956,3567,4642,5861,4017,751,60,20854,379,313,312,568,430,88,16,2111,9,15,20,39,28,3,3,114,9,13,9,11,0,0,0,36,5,29,14,13,8,0,0,66,29,65,80,93,65,17,3,351,151,133,103,109,80,24,6,604,2915,4691,5504,6964,4824,945,87,25926,113,147,79,55,53,14,3,458
