GCCSA_CODE_2016,Mng_Mng_nfd_M,Mng_Mng_nfd_F,Mng_Mng_nfd_P,Mng_ChiefEx_GMng_legs__M,Mng_ChiefEx_GMng_legs__F,Mng_ChiefEx_GMng_legs__P,Mng_Farmers_FMng_M,Mng_Farmers_FMng_F,Mng_Farmers_FMng_P,Mng_Spec_Mng_M,Mng_Spec_Mng_F,Mng_Spec_Mng_P,Mng_Hosp_ret_svce_Mng_M,Mng_Hosp_ret_svce_Mng_F,Mng_Hosp_ret_svce_Mng_P,Mng_Tot_M,Mng_Tot_F,Mng_Tot_P,Pro_Pro_nfd_M,Pro_Pro_nfd_F,Pro_Pro_nfd_P,Pro_Arts_media_Pro_M,Pro_Arts_media_Pro_F,Pro_Arts_media_Pro_P,Pro_Busin_HR_mkting_Pro_M,Pro_Busin_HR_mkting_Pro_F,Pro_Busin_HR_mkting_Pro_P,Pro_DesEng_sci_tspt_Pro_M,Pro_DesEng_sci_tspt_Pro_F,Pro_DesEng_sci_tspt_Pro_P,Pro_Educ_Pro_M,Pro_Educ_Pro_F,Pro_Educ_Pro_P,Pro_Health_Pro_M,Pro_Health_Pro_F,Pro_Health_Pro_P,Pro_Inf_Com_Tec_ICT_Pro_M,Pro_Inf_Com_Tec_ICT_Pro_F,Pro_Inf_Com_Tec_ICT_Pro_P,Pro_Leg_soc_welf_Pro_M,Pro_Leg_soc_welf_Pro_F,Pro_Leg_soc_welf_Pro_P,Pro_Tot_M,Pro_Tot_F,Pro_Tot_P,TecTW_TecTW_nfd_M,TecTW_TecTW_nfd_F,TecTW_TecTW_nfd_P,TecTW_Eng_ICT_STecs_M,TecTW_Eng_ICT_STecs_F,TecTW_Eng_ICT_STecs_P,TecTW_Auto_eng_tds_wks_M,TecTW_Auto_eng_tds_wks_F,TecTW_Auto_eng_tds_wks_P,TecTW_Const_tds_wks_M,TecTW_Const_tds_wks_F,TecTW_Const_tds_wks_P,TecTW_EleTec_telco_tds_wks_M,TecTW_EleTec_telco_tds_wks_F,TecTW_EleTec_telco_tds_wks_P,TecTW_Food_tds_wks_M,TecTW_Food_tds_wks_F,TecTW_Food_tds_wks_P,TecTW_Sk_ani_hort_wks_M,TecTW_Sk_ani_hort_wks_F,TecTW_Sk_ani_hort_wks_P,TecTW_Oth_TecTW_M,TecTW_Oth_TecTW_F,TecTW_Oth_TecTW_P,TecTW_Tot_M,TecTW_Tot_F,TecTW_Tot_P,CoPSW_CoPSW_nfd_M,CoPSW_CoPSW_nfd_F,CoPSW_CoPSW_nfd_P,CoPSW_HlthWlfSptWs_M,CoPSW_HlthWlfSptWs_F,CoPSW_HlthWlfSptWs_P,CoPSW_Carers_aides_M,CoPSW_Carers_aides_F,CoPSW_Carers_aides_P,CoPSW_Hosp_wks_M,CoPSW_Hosp_wks_F,CoPSW_Hosp_wks_P,CoPSW_ProtecSvcWks_M,CoPSW_ProtecSvcWks_F,CoPSW_ProtecSvcWks_P,CoPSW_SptsPsnlSvceWs_M,CoPSW_SptsPsnlSvceWs_F,CoPSW_SptsPsnlSvceWs_P,CoPSW_Tot_M,CoPSW_Tot_F,CoPSW_Tot_P,ClAW_ClAW_nfd_M,ClAW_ClAW_nfd_F,ClAW_ClAW_nfd_P,ClAW_OfMngs_ProgAdm_M,ClAW_OfMngs_ProgAdm_F,ClAW_OfMngs_ProgAdm_P,ClAW_PsnlAs_secretaries_M,ClAW_PsnlAs_secretaries_F,ClAW_PsnlAs_secretaries_P,ClAW_GnrlClerWs_M,ClAW_GnrlClerWs_F,ClAW_GnrlClerWs_P,ClAW_InqClks_recepts_M,ClAW_InqClks_recepts_F,ClAW_InqClks_recepts_P,ClAW_Num_clerks_M,ClAW_Num_clerks_F,ClAW_Num_clerks_P,ClAW_Clerl_OfSuptWs_M,ClAW_Clerl_OfSuptWs_F,ClAW_Clerl_OfSuptWs_P,ClAW_Oth_ClAW_M,ClAW_Oth_ClAW_F,ClAW_Oth_ClAW_P,ClAW_Tot_M,ClAW_Tot_F,ClAW_Tot_P,SWs_SWs_nfd_M,SWs_SWs_nfd_F,SWs_SWs_nfd_P,SWs_Sales_reps_agnts_M,SWs_Sales_reps_agnts_F,SWs_Sales_reps_agnts_P,SWs_SalesAs_SalesPsns_M,SWs_SalesAs_SalesPsns_F,SWs_SalesAs_SalesPsns_P,SWs_SalesSptWks_M,SWs_SalesSptWks_F,SWs_SalesSptWks_P,SWs_Tot_M,SWs_Tot_F,SWs_Tot_P,MaOpD_MaOpD_nfd_M,MaOpD_MaOpD_nfd_F,MaOpD_MaOpD_nfd_P,MaOpD_Ma_StatPlntOps_M,MaOpD_Ma_StatPlntOps_F,MaOpD_Ma_StatPlntOps_P,MaOpD_MobPlntOps_M,MaOpD_MobPlntOps_F,MaOpD_MobPlntOps_P,MaOpD_RoadRail_dvrs_M,MaOpD_RoadRail_dvrs_F,MaOpD_RoadRail_dvrs_P,MaOpD_StorPsns_M,MaOpD_StorPsns_F,MaOpD_StorPsns_P,MaOpD_Tot_M,MaOpD_Tot_F,MaOpD_Tot_P,Lab_Lab_nfd_M,Lab_Lab_nfd_F,Lab_Lab_nfd_P,Lab_Clnrs_lndryWs_M,Lab_Clnrs_lndryWs_F,Lab_Clnrs_lndryWs_P,Lab_Const_and_Min_Lab_M,Lab_Const_and_Min_Lab_F,Lab_Const_and_Min_Lab_P,Lab_Factory_ProcWs_M,Lab_Factory_ProcWs_F,Lab_Factory_ProcWs_P,Lab_FarmFrstyGrdnWs_M,Lab_FarmFrstyGrdnWs_F,Lab_FarmFrstyGrdnWs_P,Lab_Food_prep_asts_M,Lab_Food_prep_asts_F,Lab_Food_prep_asts_P,Lab_Oth_Lab_M,Lab_Oth_Lab_F,Lab_Oth_Lab_P,Lab_Tot_M,Lab_Tot_F,Lab_Tot_P,Inad_des_M,Inad_des_F,Inad_des_P,NS_M,NS_F,NS_P,Tot_M,Tot_F,Tot_P
6RTAS,143,66,207,593,212,807,3114,1042,4155,3180,1381,4564,2244,2220,4465,9272,4921,14192,75,68,146,289,235,525,1315,1277,2596,1515,518,2027,1405,3417,4815,1245,3842,5090,375,61,433,464,944,1409,6685,10360,17040,180,10,195,1302,503,1804,3651,40,3695,2079,33,2112,1688,30,1721,1149,791,1943,891,370,1263,718,1003,1724,11663,2772,14444,0,5,10,411,1280,1692,835,5120,5955,576,2118,2689,739,201,948,464,815,1283,3027,9541,12567,22,20,40,424,1464,1889,14,735,747,266,2173,2439,277,2182,2457,401,2167,2565,386,397,779,770,811,1582,2547,9947,12501,3,8,10,698,514,1215,2635,5707,8345,327,961,1294,3673,7189,10860,168,5,170,1887,186,2073,1550,41,1589,2997,233,3226,777,100,871,7367,565,7935,254,50,305,896,2526,3421,833,20,853,1993,1064,3056,1977,705,2684,630,1225,1856,1566,447,2008,8150,6033,14180,700,382,1083,390,323,708,53486,52032,105512
6GHOB,167,104,269,811,327,1139,372,89,462,3404,2013,5418,2202,1865,4063,6956,4394,11351,226,230,459,419,404,829,2174,2387,4560,2017,933,2948,1664,3450,5112,1462,4154,5618,1123,209,1324,696,1261,1955,9781,13023,22806,133,13,144,1491,507,2000,2190,25,2216,2277,23,2300,1471,26,1496,1319,556,1881,605,295,905,756,900,1656,10250,2350,12595,3,3,7,347,1080,1428,967,4747,5711,851,1964,2815,1154,372,1523,565,975,1537,3889,9133,13017,35,40,69,790,1916,2706,32,799,828,535,2362,2896,582,2660,3244,589,2117,2712,458,364,827,954,1096,2057,3978,11355,15337,5,5,16,763,554,1322,2679,4702,7381,382,1049,1432,3828,6316,10148,58,0,57,823,155,971,565,26,590,2220,137,2360,615,81,694,4280,394,4676,164,26,189,958,1856,2808,813,4,816,877,391,1268,387,130,518,935,837,1777,1194,430,1621,5324,3669,9000,651,513,1170,304,260,564,49249,51410,100657
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,23,0,22,24,0,23,0,0,0,0,0,0,53,4,55
69499,3,0,8,22,4,30,73,14,81,554,31,582,64,18,84,721,73,790,7,3,11,45,22,63,59,50,105,143,18,155,41,81,130,28,87,116,21,0,21,22,46,64,358,312,674,29,0,29,131,14,145,224,6,234,1572,18,1590,433,7,439,25,13,31,333,70,405,73,27,96,2810,151,2960,0,0,0,27,60,79,91,616,711,15,32,42,77,18,92,65,59,123,270,784,1049,0,0,0,13,16,25,0,3,3,11,29,40,3,16,17,6,39,47,60,46,106,14,10,28,99,169,266,0,0,0,89,33,126,57,68,122,16,83,102,169,189,353,18,0,18,129,3,135,315,3,325,420,25,445,5,0,10,901,34,932,37,0,37,184,471,663,435,9,448,34,13,44,245,38,283,14,10,21,345,43,390,1306,585,1888,92,38,134,59,33,88,6785,2350,9132
5RWAU,331,168,496,1211,424,1635,9440,3691,13124,6886,3152,10040,4332,4775,9104,22196,12205,34405,94,110,204,349,413,763,2343,2628,4970,6649,1708,8358,2351,6769,9117,2328,5823,8158,455,90,548,784,1681,2460,15350,19219,34568,553,31,587,6698,1425,8125,18364,256,18616,4697,73,4772,7448,178,7621,2267,1461,3736,1969,879,2849,1950,1530,3478,43941,5836,49774,3,19,24,597,2203,2798,951,8722,9671,697,3126,3824,2521,687,3206,667,1824,2497,5435,16590,22026,14,39,45,951,3331,4281,24,1344,1361,402,4906,5313,235,3732,3962,393,4787,5175,545,800,1344,1726,1598,3329,4282,20537,24817,8,15,27,1063,1227,2290,3687,8429,12116,560,2063,2622,5321,11731,17053,560,49,607,13652,1373,15022,3744,234,3974,8449,1505,9955,1468,302,1768,27872,3459,31326,497,109,597,1835,5433,7271,5311,165,5472,2223,1022,3243,3690,1356,5044,1191,1819,3012,4363,1283,5640,19110,11177,30284,1993,703,2699,986,711,1693,146485,102165,248646
5GPER,1841,770,2612,8177,2141,10323,1373,596,1971,36476,17889,54364,17251,15937,33190,65123,37336,102456,1396,1589,2993,2394,2378,4776,23673,23864,47534,23648,9108,32757,11419,29066,40482,10470,32149,42627,10656,2223,12885,5248,9274,14524,88917,109648,198563,1701,128,1826,15808,5724,21538,26756,380,27144,18791,325,19114,14861,366,15228,8850,4188,13044,4546,2781,7327,7697,7136,14836,99021,21029,120052,12,48,58,2322,7346,9664,4467,34644,39112,6355,14321,20682,10070,2500,12572,4553,9600,14148,27780,68456,96234,61,170,233,5865,15016,20878,213,7750,7961,3011,18993,22001,2294,18343,20639,4524,22550,27073,3588,3116,6700,8530,9652,18179,28092,95579,123663,88,105,197,8225,6646,14871,19101,35294,54398,3422,10228,13652,30838,52275,83116,871,43,916,10630,1884,12510,6586,400,6989,19935,1627,21561,7622,1654,9269,45643,5599,51246,1248,185,1429,7510,11743,19255,8642,228,8869,6033,3525,9564,2729,1195,3923,6996,6542,13543,11880,4026,15904,45047,27442,72484,5616,3231,8852,2747,2206,4960,438823,422804,861625
59799,0,0,0,0,0,0,8,0,9,53,5,62,21,4,24,84,10,89,3,0,3,0,0,0,4,0,8,251,11,264,0,0,0,20,7,25,3,0,3,0,0,0,281,13,301,27,0,27,80,5,85,139,0,139,16,0,16,63,0,65,61,6,72,3,0,3,122,4,121,511,21,529,0,0,0,3,0,3,0,0,0,4,4,11,3,0,7,12,8,23,27,18,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,3,23,22,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,167,3,0,3,9,0,9,4,0,4,185,0,188,4,0,4,15,16,28,163,0,165,0,0,0,0,0,0,7,3,11,166,5,167,361,26,379,19,3,22,9,3,11,1496,99,1595
59499,74,24,103,137,65,202,175,44,219,1229,250,1477,403,251,649,2015,631,2643,28,29,56,251,190,442,394,371,759,872,156,1027,279,637,911,264,565,834,132,20,156,115,278,395,2330,2247,4577,177,7,187,960,134,1092,2335,34,2365,11053,203,11257,2997,34,3034,191,62,252,1481,352,1836,432,286,721,19620,1113,20738,0,3,3,95,294,393,277,2163,2433,83,165,246,412,81,491,412,564,983,1279,3269,4549,3,0,3,104,115,216,8,59,63,56,214,267,24,111,133,63,354,416,446,198,640,177,107,284,871,1158,2026,0,7,10,369,300,668,274,421,692,96,576,664,738,1300,2034,71,0,73,1809,115,1921,994,24,1017,2537,236,2773,103,13,118,5517,385,5905,243,18,260,1234,2251,3490,3507,87,3591,154,36,195,1008,188,1198,57,79,134,1721,213,1935,7925,2874,10794,534,163,688,234,177,417,41063,13312,54378
4RSAU,185,97,277,625,238,862,10017,3232,13253,3389,1785,5176,3051,3184,6232,17266,8534,25801,33,44,75,193,274,465,1324,1437,2758,1935,674,2603,1578,4732,6309,1113,4012,5130,216,51,265,476,1035,1507,6865,12246,19113,220,15,236,1568,536,2102,5930,76,6008,2304,49,2351,2282,43,2322,1390,1165,2557,1378,508,1883,1103,1041,2147,16164,3439,19605,3,8,8,501,2166,2669,755,6721,7471,580,2388,2968,1308,347,1653,413,912,1324,3562,12533,16089,5,17,24,379,1966,2349,14,969,982,267,3085,3353,139,2065,2208,290,3141,3430,427,483,907,808,997,1802,2327,12725,15058,9,7,15,748,622,1363,3091,6702,9793,454,1680,2135,4299,9009,13309,250,8,258,3747,320,4068,2480,84,2564,3987,307,4289,690,157,852,11156,876,12032,372,75,448,1101,3351,4453,1457,55,1511,3622,1728,5347,4484,1385,5871,892,1448,2342,2420,552,2966,14347,8595,22943,917,409,1322,564,469,1033,77465,68830,146296
4GADE,1056,477,1532,4724,1568,6295,1909,768,2681,21232,11721,32950,12035,10223,22253,40954,24755,65714,918,985,1903,1855,1552,3405,13628,14066,27692,11231,4886,16117,8383,18446,26834,8624,24068,32691,7665,1583,9245,3786,6507,10295,56096,72082,128178,800,56,860,8109,3070,11174,14119,207,14327,9317,136,9456,8169,188,8353,5874,2899,8782,3376,1660,5035,5206,4442,9655,54970,12667,67635,8,35,49,2510,7954,10463,4709,23608,28320,4305,9555,13856,6725,1702,8427,2850,5420,8269,21110,48284,69388,79,125,196,3609,10586,14197,156,4835,4989,2467,12912,15388,2209,12474,14684,3772,13849,17621,2684,1745,4430,5446,6069,11517,20416,62605,83019,72,69,146,5271,3370,8641,14435,24553,38986,2433,6579,9011,22214,34575,56784,431,32,464,4715,1048,5769,4588,142,4734,12907,499,13404,5667,677,6344,28309,2400,30714,752,99,858,4945,7358,12303,4558,99,4659,8508,4012,12516,2071,607,2678,4961,4875,9839,7572,1836,9414,33364,18891,52255,3250,2099,5347,1690,1438,3126,282376,279789,562169
49799,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,23,23,0,19,0,0,0,0,0,0,62,3,64
49499,45,9,51,81,47,126,281,62,341,1090,174,1258,252,108,363,1736,398,2141,15,16,33,203,101,305,262,250,516,265,68,338,295,518,812,213,483,698,98,6,108,85,199,284,1425,1647,3071,123,0,123,467,75,538,740,16,752,6466,86,6554,2067,22,2087,60,40,95,1353,175,1530,265,157,421,11535,564,12099,0,0,0,137,358,496,328,1967,2292,42,78,117,361,48,411,329,253,579,1193,2705,3898,0,0,0,44,50,94,5,40,47,34,112,149,22,69,89,21,176,201,400,139,540,98,54,159,632,644,1273,0,3,4,271,159,431,251,282,530,103,430,529,618,877,1493,32,0,32,408,17,428,570,8,577,1271,52,1323,28,7,43,2312,88,2399,118,11,127,1033,1646,2686,2028,46,2076,109,36,141,876,153,1033,29,46,68,1046,122,1174,5242,2063,7300,318,95,411,138,82,215,25145,9160,34306
3RQLD,1996,901,2900,5753,2101,7858,17208,7347,24554,28318,15169,43481,21601,22564,44169,74882,48077,122961,683,840,1525,2514,2628,5138,13455,16153,29607,15802,6110,21914,11936,33223,45162,12250,34479,46733,4109,826,4937,4433,8061,12495,65188,102321,167508,1460,83,1545,14401,4610,19011,38094,650,38745,21351,365,21713,18538,534,19068,11702,6084,17787,6770,3285,10051,8455,7830,16284,120774,23437,144211,23,43,65,3535,10286,13819,5952,43515,49466,6711,19461,26175,11300,2591,13890,5401,9927,15323,32919,85816,118736,52,187,240,4059,18555,22611,167,7206,7373,2408,24006,26410,2224,20746,22972,3155,22645,25806,2982,3116,6099,6964,9419,16388,22017,105886,127900,91,115,200,9082,8366,17446,23761,47799,71559,3618,11416,15039,36557,67692,104247,1503,91,1595,20153,2585,22735,10889,559,11442,28015,2597,30616,6161,1375,7537,66720,7204,73924,3099,462,3561,9667,19672,29335,12577,372,12951,9858,5013,14874,11898,4327,16225,7681,8196,15878,13753,5177,18931,68529,43225,111756,5609,2923,8532,3877,3193,7069,497069,489766,986831
3GBRI,2651,1358,4008,8502,2757,11261,2493,1143,3639,44687,24432,69122,20701,19284,39985,79038,48973,128017,2225,2439,4667,3078,3167,6248,28616,30832,59446,24455,10779,35238,13556,33931,47485,13941,39235,53170,17003,3706,20708,7536,12089,19622,110411,136171,246581,1519,102,1615,16653,5709,22369,26533,443,26977,20484,360,20844,16092,414,16509,9648,4134,13788,4722,2636,7358,7893,6997,14888,103550,20797,124343,16,39,55,3274,8424,11697,6370,41750,48126,7114,16627,23740,12660,3164,15824,5535,10347,15874,34964,80347,115318,128,254,386,7647,21061,28701,281,9586,9861,4904,25036,29937,3908,22301,26205,6760,25307,32066,4176,3399,7575,11504,13302,24802,39302,120233,159543,126,142,266,11493,8812,20300,23455,39842,63301,4329,10711,15041,39401,59505,98905,840,70,913,10278,1843,12123,9585,477,10064,25391,1781,27174,10772,2552,13329,56876,6723,63597,2380,284,2664,9371,12216,21585,10483,233,10717,11938,7386,19321,3739,1593,5331,8180,7215,15396,12489,4339,16828,58584,33265,91847,6187,3968,10153,3716,2887,6601,532039,512876,1044909
39799,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,52,0,54,0,0,0,0,0,0,0,0,0,0,0,0,56,0,53,0,0,0,0,0,0,6,0,6,3,0,3,7,0,7,10,3,9,0,0,0,3,0,3,30,3,36,0,0,0,0,0,0,0,0,0,0,3,3,7,0,7,3,4,4,6,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,9,3,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,14,0,14,0,0,0,3,0,3,0,0,0,18,0,14,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,46,3,49,52,4,52,4,0,4,0,0,0,175,26,202
39499,169,44,214,284,139,423,365,112,472,3510,581,4089,863,439,1296,5192,1308,6496,49,37,91,699,433,1134,974,802,1777,1151,230,1380,631,1520,2146,495,959,1456,312,45,354,205,378,582,4526,4394,8924,271,7,280,1536,179,1721,2966,41,3005,19343,313,19654,5583,97,5673,244,106,349,2449,457,2905,759,524,1286,33149,1734,34880,3,4,4,194,488,677,522,3374,3891,153,305,463,781,146,924,994,1001,1992,2639,5314,7959,0,3,8,210,250,461,12,131,144,100,463,565,45,178,220,140,644,788,683,309,988,357,202,562,1549,2178,3724,7,13,16,932,556,1493,728,883,1610,210,1096,1300,1881,2544,4424,120,3,130,1827,91,1918,2323,45,2366,4069,319,4389,149,40,189,8485,505,8990,632,41,671,2523,4232,6756,7179,164,7344,352,128,479,2115,275,2391,87,106,195,3106,468,3566,15996,5415,21413,975,323,1296,477,343,825,74867,24053,98920
2RVIC,1205,561,1767,2825,1097,3919,20228,8253,28483,17079,8155,25236,12468,11385,23849,53811,29454,83263,407,472,879,1337,1385,2721,8067,8056,16124,7804,3656,11465,8103,19795,27895,6347,23362,29711,2715,638,3353,2523,5665,8193,37310,63036,100346,663,50,711,6183,2860,9044,18078,271,18348,12886,212,13098,7774,146,7920,5914,3771,9682,4393,2183,6579,4592,4475,9065,60483,13963,74449,16,44,59,2411,7803,10217,3421,25334,28757,3284,9764,13048,6091,1645,7730,2665,5140,7810,17894,49727,67617,44,89,132,2032,8216,10245,116,3468,3580,1396,11247,12646,1156,11277,12435,2033,12393,14429,2034,1722,3761,3365,4383,7745,12170,52801,64970,43,56,100,3707,2702,6408,14282,28330,42610,2042,6401,8449,20071,37496,57570,544,44,590,6445,1225,7670,6303,208,6509,14523,839,15369,2768,634,3400,30589,2951,33539,990,232,1215,4802,8973,13774,5951,129,6079,10088,4500,14585,7191,2937,10128,4481,5649,10130,7273,2459,9735,40772,24877,65650,2895,1720,4617,2411,1936,4347,278403,277953,556360
2GMEL,6956,3239,10192,19836,6718,26553,3858,1548,5405,100079,54656,154737,45105,36324,81429,175835,102484,278324,4560,5042,9603,9119,8027,17139,71916,67725,139633,43518,23601,67120,29542,68888,98434,24279,71086,95362,45157,10546,55695,14908,24945,39855,242988,279855,522841,2809,227,3039,27730,10893,38622,42057,641,42697,45212,587,45795,25443,655,26106,22959,9491,32448,9537,5274,14809,18861,14185,33045,194612,41958,236566,43,108,156,5652,16394,22049,10392,72321,82712,17495,30326,47817,18699,4916,23619,12696,21527,34223,64975,145594,210570,268,482,749,13660,34758,48422,575,17946,18523,8531,38446,46979,9188,41911,51101,17187,50774,67964,8898,5689,14581,21823,23342,45161,80129,213351,293478,347,288,633,22683,15444,38129,50080,83519,133595,8974,21393,30365,82086,120640,202723,1203,168,1363,18448,4933,23386,17716,613,18328,43878,2144,46026,20555,6435,26985,101797,14294,116094,2642,354,2995,17336,17595,34935,17126,333,17459,25007,14871,39881,4611,2353,6968,15473,13221,28688,21534,6489,28022,103730,55216,158942,12153,7957,20115,8473,6651,15126,1066778,988003,2054783
29799,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,11,0,6,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,4,0,4,0,0,0,0,0,0,15,3,14,0,0,0,4,0,8,16,0,16,0,0,0,8,0,8,13,4,15,0,0,0,17,0,17,62,7,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,22,0,22,3,0,3,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,20,0,20,34,0,35,0,0,0,0,3,3,145,12,155
29499,237,82,318,418,156,575,413,82,492,4449,652,5103,1005,435,1442,6523,1414,7931,76,76,153,888,544,1430,1292,1013,2304,977,264,1245,912,1725,2641,623,1495,2123,616,82,694,340,651,988,5726,5847,11580,337,12,349,1683,237,1923,2161,33,2194,26800,380,27180,7333,68,7402,269,130,398,4171,726,4899,1014,497,1509,43771,2072,45843,4,4,12,245,650,889,795,5171,5965,207,388,592,720,140,859,1236,1178,2413,3210,7525,10740,4,5,13,243,230,474,12,152,168,129,465,587,73,249,328,211,762,976,856,340,1195,359,204,563,1887,2412,4300,8,8,16,1063,539,1602,905,1064,1974,279,1181,1455,2257,2795,5051,98,3,101,1084,63,1148,1868,22,1891,5275,248,5521,224,70,298,8553,406,8961,428,23,450,3176,3932,7107,7825,147,7968,416,178,598,1548,252,1801,125,162,291,3327,536,3861,16846,5229,22073,1142,404,1550,607,400,1007,90534,28505,119037
1RNSW,1485,633,2114,5033,1812,6840,26368,10077,36448,28971,15050,44020,21279,20914,42195,83137,48489,131623,840,1020,1862,2527,2513,5046,13669,14921,28591,15706,6293,22002,14298,37550,51848,12870,40538,53411,4519,985,5506,5192,9999,15191,69627,113836,183463,1389,107,1493,12480,4989,17465,36568,561,37133,21790,322,22113,16352,307,16655,11064,6405,17466,7813,3516,11331,6310,7690,14008,113761,23894,137660,21,55,76,4025,11734,15757,7587,44991,52577,6859,20515,27375,10187,2595,12780,4340,8784,13121,33019,88669,121694,69,152,230,3859,16556,20410,153,8618,8768,2780,24524,27304,2120,20459,22579,3312,22040,25351,3605,3180,6781,6294,8622,14919,22181,104152,126337,81,102,184,7119,6259,13376,25024,49651,74672,3160,9693,12857,35388,65704,101088,1702,80,1785,17795,2029,19828,10061,353,10413,29119,2354,31470,5183,847,6026,63859,5659,69518,2409,389,2801,9605,18112,27716,12066,254,12316,12458,5007,17466,11979,3837,15815,7724,8830,16553,14280,4076,18356,70530,40492,111020,5474,3141,8609,4216,3382,7593,501189,497415,998604
1GSYD,5266,2593,7864,22085,7337,29422,2885,1352,4232,114416,67008,181424,48907,39731,88634,193555,118027,311581,5267,5210,10472,12771,11787,24558,91207,86757,177965,45487,24239,69721,28963,74071,103038,26797,69998,96792,54254,12967,67217,18938,26826,45768,283689,311849,595536,3512,232,3747,30718,10576,41296,38969,591,39558,43047,646,43701,29800,707,30504,25174,8897,34079,9300,4804,14104,17614,13645,31262,198140,40106,238244,24,75,98,5376,13678,19050,11137,68419,79556,19822,33228,53049,21564,5258,26823,13142,22469,35616,71063,143122,214184,210,365,574,16433,38317,54755,677,25881,26554,10030,47041,57071,8503,43087,51592,19885,54620,74510,9938,6137,16069,23538,26559,50099,89210,242013,331227,270,285,550,26508,18643,45151,49926,77949,127877,8446,21249,29696,85147,118125,203268,2057,240,2297,16238,3924,20162,17478,751,18233,51064,2359,53430,21601,6973,28569,108440,14246,122689,3020,354,3376,19436,19700,39133,19469,353,19819,18467,13144,31610,4849,1868,6712,14853,11514,26367,23145,6644,29788,103246,53561,156810,15113,10182,25291,9698,7603,17297,1157307,1058826,2216135
19799,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,15,3,20,0,0,0,0,0,0,0,0,0,0,0,0,16,3,19,0,0,3,0,0,0,5,0,5,3,0,3,3,0,3,0,0,0,0,0,0,8,0,5,12,3,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,5,0,5,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,21,22,5,30,0,0,0,0,0,0,78,9,90
