GCCSA_CODE_2016,Pro_650_799_A_25_34,Pro_650_799_A_35_44,Pro_650_799_A_45_54,Pro_650_799_A_55_64,Pro_650_799_A_65_74,Pro_650_799_A_75ov,Pro_650_799_Tot,Pro_800_999_A_15_19,Pro_800_999_A_20_24,Pro_800_999_A_25_34,Pro_800_999_A_35_44,Pro_800_999_A_45_54,Pro_800_999_A_55_64,Pro_800_999_A_65_74,Pro_800_999_A_75ov,Pro_800_999_Tot,Pro_1000_1249_A_15_19,Pro_1000_1249_A_20_24,Pro_1000_1249_A_25_34,Pro_1000_1249_A_35_44,Pro_1000_1249_A_45_54,Pro_1000_1249_A_55_64,Pro_1000_1249_A_65_74,Pro_1000_1249_A_75ov,Pro_1000_1249_Tot,Pro_1250_1499_A_15_19,Pro_1250_1499_A_20_24,Pro_1250_1499_A_25_34,Pro_1250_1499_A_35_44,Pro_1250_1499_A_45_54,Pro_1250_1499_A_55_64,Pro_1250_1499_A_65_74,Pro_1250_1499_A_75ov,Pro_1250_1499_Tot,Pro_1500_1749_A_15_19,Pro_1500_1749_A_20_24,Pro_1500_1749_A_25_34,Pro_1500_1749_A_35_44,Pro_1500_1749_A_45_54,Pro_1500_1749_A_55_64,Pro_1500_1749_A_65_74,Pro_1500_1749_A_75ov,Pro_1500_1749_Tot,Pro_1750_1999_A_15_19,Pro_1750_1999_A_20_24,Pro_1750_1999_A_25_34,Pro_1750_1999_A_35_44,Pro_1750_1999_A_45_54,Pro_1750_1999_A_55_64,Pro_1750_1999_A_65_74,Pro_1750_1999_A_75ov,Pro_1750_1999_Tot,Pro_2000_2999_A_15_19,Pro_2000_2999_A_20_24,Pro_2000_2999_A_25_34,Pro_2000_2999_A_35_44,Pro_2000_2999_A_45_54,Pro_2000_2999_A_55_64,Pro_2000_2999_A_65_74,Pro_2000_2999_A_75ov,Pro_2000_2999_Tot,Pro_3000mo_A_15_19,Pro_3000mo_A_20_24,Pro_3000mo_A_25_34,Pro_3000mo_A_35_44,Pro_3000mo_A_45_54,Pro_3000mo_A_55_64,Pro_3000mo_A_65_74,Pro_3000mo_A_75ov,Pro_3000mo_Tot,Pro_PINS_A_15_19,Pro_PINS_A_20_24,Pro_PINS_A_25_34,Pro_PINS_A_35_44,Pro_PINS_A_45_54,Pro_PINS_A_55_64,Pro_PINS_A_65_74,Pro_PINS_A_75ov,Pro_PINS_Tot,Pro_Tot_A_15_19,Pro_Tot_A_20_24,Pro_Tot_A_25_34,Pro_Tot_A_35_44,Pro_Tot_A_45_54,Pro_Tot_A_55_64,Pro_Tot_A_65_74,Pro_Tot_A_75ov,Pro_Tot_Tot,TaTW_NNI_A_15_19,TaTW_NNI_A_20_24,TaTW_NNI_A_25_34,TaTW_NNI_A_35_44,TaTW_NNI_A_45_54,TaTW_NNI_A_55_64,TaTW_NNI_A_65_74,TaTW_NNI_A_75ov,TaTW_NNI_Tot,TaTW_1_149_A_15_19,TaTW_1_149_A_20_24,TaTW_1_149_A_25_34,TaTW_1_149_A_35_44,TaTW_1_149_A_45_54,TaTW_1_149_A_55_64,TaTW_1_149_A_65_74,TaTW_1_149_A_75ov,TaTW_1_149_Tot,TaTW_150_299_A_15_19,TaTW_150_299_A_20_24,TaTW_150_299_A_25_34,TaTW_150_299_A_35_44,TaTW_150_299_A_45_54,TaTW_150_299_A_55_64,TaTW_150_299_A_65_74,TaTW_150_299_A_75ov,TaTW_150_299_Tot,TaTW_300_399_A_15_19,TaTW_300_399_A_20_24,TaTW_300_399_A_25_34,TaTW_300_399_A_35_44,TaTW_300_399_A_45_54,TaTW_300_399_A_55_64,TaTW_300_399_A_65_74,TaTW_300_399_A_75ov,TaTW_300_399_Tot,TaTW_400_499_A_15_19,TaTW_400_499_A_20_24,TaTW_400_499_A_25_34,TaTW_400_499_A_35_44,TaTW_400_499_A_45_54,TaTW_400_499_A_55_64,TaTW_400_499_A_65_74,TaTW_400_499_A_75ov,TaTW_400_499_Tot,TaTW_500_649_A_15_19,TaTW_500_649_A_20_24,TaTW_500_649_A_25_34,TaTW_500_649_A_35_44,TaTW_500_649_A_45_54,TaTW_500_649_A_55_64,TaTW_500_649_A_65_74,TaTW_500_649_A_75ov,TaTW_500_649_Tot,TaTW_650_799_A_15_19,TaTW_650_799_A_20_24,TaTW_650_799_A_25_34,TaTW_650_799_A_35_44,TaTW_650_799_A_45_54,TaTW_650_799_A_55_64,TaTW_650_799_A_65_74,TaTW_650_799_A_75ov,TaTW_650_799_Tot,TaTW_800_999_A_15_19,TaTW_800_999_A_20_24,TaTW_800_999_A_25_34,TaTW_800_999_A_35_44,TaTW_800_999_A_45_54,TaTW_800_999_A_55_64,TaTW_800_999_A_65_74,TaTW_800_999_A_75ov,TaTW_800_999_Tot,TaTW_1000_1249_A_15_19,TaTW_1000_1249_A_20_24,TaTW_1000_1249_A_25_34,TaTW_1000_1249_A_35_44,TaTW_1000_1249_A_45_54,TaTW_1000_1249_A_55_64,TaTW_1000_1249_A_65_74,TaTW_1000_1249_A_75ov,TaTW_1000_1249_Tot,TaTW_1250_1499_A_15_19,TaTW_1250_1499_A_20_24,TaTW_1250_1499_A_25_34,TaTW_1250_1499_A_35_44,TaTW_1250_1499_A_45_54,TaTW_1250_1499_A_55_64,TaTW_1250_1499_A_65_74,TaTW_1250_1499_A_75ov,TaTW_1250_1499_Tot,TaTW_1500_1749_A_15_19,TaTW_1500_1749_A_20_24,TaTW_1500_1749_A_25_34,TaTW_1500_1749_A_35_44,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44
6RTAS,244,254,218,220,80,9,1122,0,137,395,370,359,297,85,11,1657,0,216,756,591,588,471,65,10,2702,0,123,681,540,581,452,84,3,2463,0,42,538,596,763,606,64,10,2612,0,3,311,498,593,441,55,5,1899,0,9,238,381,433,324,76,3,1462,0,4,67,220,264,269,66,5,894,0,8,26,23,34,33,10,0,125,71,775,3622,3949,4163,3568,797,93,17040,3,10,11,15,21,16,5,0,82,55,10,23,18,39,31,11,0,191,60,42,62,69,82,92,24,0,430,112,68,70,94,104,129,38,11,637,238,165,115,119,156,146,62,11,1014,183,329,215,203,232,221,64,7,1464,73,462,436,320,343,269,36,4,1941,18,349,693,469,471,362,51,3,2420,10,186,701,488,525,405,41,3,2356,0,79,359,338,380,241,20,0,1417,0,41,199,257,257,185,16,3,960,0,25,124,168,173,107,14,0,616,0,7,111,191
6GHOB,304,329,256,198,79,11,1263,4,154,516,456,392,332,108,11,1969,3,240,974,696,671,515,104,15,3210,0,115,983,782,697,538,81,7,3208,0,30,874,987,963,672,94,5,3625,0,10,490,796,838,605,68,4,2812,0,7,401,777,853,561,100,15,2708,0,0,82,376,428,365,101,8,1372,0,6,42,45,39,40,7,6,180,87,896,5171,5793,5564,4245,939,109,22806,3,0,13,3,19,7,4,0,46,40,18,26,9,19,17,10,0,139,46,45,42,49,46,43,19,4,299,81,67,65,67,72,74,35,4,459,168,126,95,83,100,79,36,3,693,117,331,231,172,186,153,44,3,1241,53,352,454,289,252,225,55,12,1684,17,314,700,442,430,247,38,3,2196,4,170,776,582,507,347,38,0,2420,0,60,371,402,339,241,21,0,1435,0,25,197,233,253,199,12,0,916,0,11,71,134,138,81,5,3,447,0,3,61,89
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,18,10,12,10,5,0,59,0,4,14,14,13,10,5,0,57,0,0,14,9,14,11,3,0,60,0,3,21,10,12,12,0,0,55,0,0,9,16,18,16,3,3,63,0,0,5,15,7,7,0,0,39,0,0,13,15,16,16,0,0,58,0,0,5,9,25,11,0,0,63,0,3,0,3,0,3,0,0,18,4,31,157,140,161,142,28,5,674,0,0,3,5,3,5,3,0,24,0,3,3,6,3,7,0,0,26,3,4,11,14,20,22,7,0,80,25,11,10,21,30,40,7,0,137,32,19,15,23,46,32,18,0,186,35,49,39,32,61,65,14,3,300,5,67,80,65,84,59,11,0,367,4,57,153,104,114,77,3,0,519,0,50,168,110,129,73,4,0,540,0,18,102,65,76,54,3,0,328,0,4,57,69,49,32,6,0,208,0,3,27,22,32,23,0,0,104,0,0,28,19
5RWAU,351,403,316,302,92,13,1610,9,187,514,583,452,369,99,14,2221,8,287,896,836,791,584,129,12,3548,4,337,1156,849,808,563,117,10,3842,0,180,1278,1051,1045,790,130,9,4477,0,98,1009,989,1045,840,94,9,4081,0,143,1949,1689,1721,1076,145,12,6725,0,26,872,1278,1154,627,138,19,4113,0,14,77,75,100,55,21,4,351,144,1570,8870,8678,8071,5825,1259,142,34568,15,13,26,45,49,29,10,0,181,107,19,54,55,49,37,19,0,332,94,44,110,111,105,114,46,8,636,251,75,116,126,138,146,65,8,929,429,162,163,165,212,168,69,15,1387,417,451,292,317,337,310,89,9,2213,219,646,562,446,443,346,75,7,2746,117,634,938,684,714,511,99,10,3704,77,650,1408,1117,1011,653,112,11,5041,29,371,1196,963,828,505,81,6,3977,12,319,1253,994,917,513,42,3,4050,11,289,1133,963,881,473,45,4,3793,13,499,3737,3189
5GPER,2202,2198,1564,1115,507,66,8541,24,1418,3786,3011,2298,1669,639,72,12908,13,2391,7558,4647,3750,2676,749,71,21860,9,1929,9343,5255,4171,2674,651,50,24084,11,711,9839,6781,5519,3582,729,62,27226,8,234,6906,6518,5714,3770,672,48,23868,0,194,8813,11146,9163,5799,1026,86,36232,0,49,2756,7694,7108,4084,960,119,22769,12,118,459,413,401,249,64,5,1728,943,10214,56110,52303,42805,28163,7219,810,198563,51,53,124,130,130,86,36,0,603,336,178,220,193,147,89,31,3,1198,313,389,454,397,333,273,130,14,2297,712,531,634,472,416,364,176,24,3331,1247,965,866,601,575,481,201,31,4965,1095,1933,1436,1017,1096,870,305,53,7805,471,2380,2586,1549,1447,1079,328,30,9870,220,2624,4863,2834,2360,1675,348,34,14960,88,2184,7202,4649,3797,2425,478,22,20851,25,1137,5138,3877,3062,1908,343,18,15507,7,580,3843,3217,2869,1638,270,13,12432,5,295,2288,2253,1998,1131,151,12,8138,5,339,3171,3521
59799,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,3,0,15,0,0,5,3,0,0,0,0,12,0,3,25,17,9,8,0,0,59,0,3,33,51,61,43,6,0,193,0,0,0,0,7,0,0,0,3,0,13,68,77,87,46,5,0,301,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,3,0,4,0,0,10,0,0,4,0,3,0,0,0,8,0,0,4,3,3,0,0,0,8,0,0,8,3,3,5,0,0,16,0,0,35,36
59499,75,66,72,59,15,4,315,3,28,111,75,80,65,22,7,383,0,36,131,92,74,80,18,3,445,0,25,126,72,90,54,16,0,385,0,14,85,98,85,53,15,0,347,0,7,89,71,57,46,9,0,288,0,6,152,180,148,99,18,0,603,0,0,83,162,161,85,21,0,511,3,0,19,14,12,11,5,0,72,103,362,1091,1063,978,720,229,28,4577,10,11,11,17,25,15,0,0,93,24,15,24,26,23,17,6,0,140,46,43,56,56,60,57,18,3,336,128,66,81,76,97,69,25,0,554,258,162,96,95,121,114,46,3,891,223,358,214,188,197,162,49,4,1399,104,368,389,279,248,211,70,3,1669,44,410,651,449,478,284,45,0,2355,20,403,1040,738,658,382,62,3,3299,5,220,914,682,623,329,41,0,2813,7,154,778,585,559,263,28,3,2373,0,58,491,414,321,177,19,0,1486,0,82,727,539
4RSAU,284,295,240,272,87,7,1309,4,165,527,400,373,369,97,5,1945,5,297,715,605,576,544,100,10,2853,0,226,912,567,615,456,87,7,2865,0,48,755,674,645,570,108,11,2814,0,23,378,543,562,552,71,7,2136,0,14,356,430,489,368,74,0,1738,0,0,117,237,235,225,63,0,882,3,20,46,38,40,54,8,0,205,94,1064,4531,4287,4217,3903,915,101,19113,10,3,19,32,35,19,5,0,126,122,14,30,37,47,46,10,0,297,97,39,69,91,97,120,41,6,559,147,93,104,113,124,154,36,14,791,317,170,134,163,192,173,78,4,1227,219,442,267,255,316,303,77,18,1898,75,555,522,373,415,334,86,16,2375,25,491,771,583,634,445,72,16,3031,8,278,898,650,621,489,56,9,3006,3,116,480,379,424,273,45,0,1721,3,57,339,270,357,227,19,3,1274,3,46,250,247,241,141,19,0,949,0,52,431,450
4GADE,1908,1693,1234,1016,388,62,6952,11,1204,3415,2661,1926,1612,483,48,11366,4,1515,6038,4052,3184,2483,594,61,17931,4,750,6242,4384,3469,2375,516,37,17773,0,209,5664,5406,4528,3527,536,43,19915,0,54,3073,4201,3971,3174,537,39,15043,0,36,2671,4903,4404,3074,579,51,15717,0,14,649,2525,2850,2126,657,77,8895,8,62,285,234,244,178,74,5,1093,480,6055,33048,32994,28003,21684,5323,596,128178,25,24,71,85,59,41,15,0,328,188,95,85,125,101,103,27,7,726,175,245,272,280,268,244,86,12,1587,314,384,436,380,392,325,129,25,2384,619,735,576,505,567,445,178,21,3639,486,1454,1185,891,908,751,229,25,5936,161,1702,2402,1421,1401,1045,247,26,8404,54,1530,3468,2387,2259,1481,297,22,11496,12,914,3868,2822,2756,1826,275,22,12498,11,359,2326,1965,1926,1169,166,15,7935,0,139,1412,1399,1423,828,110,5,5317,0,48,732,787,848,439,57,3,2918,3,39,662,782
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,72,75,61,54,20,3,297,0,22,68,70,75,60,23,0,324,0,35,87,87,71,63,25,3,367,0,12,65,56,59,47,17,0,261,0,0,53,62,79,33,10,0,247,0,0,38,45,30,47,11,0,175,0,0,33,79,55,32,8,0,200,0,0,17,45,46,34,19,3,170,0,3,3,19,4,7,0,0,39,64,257,605,712,655,552,203,21,3071,4,0,12,12,15,4,0,0,53,27,17,15,13,13,23,5,0,119,29,27,38,43,55,67,14,0,272,82,65,41,63,110,85,18,3,468,107,125,72,88,107,127,50,3,684,132,272,168,172,220,200,56,6,1219,38,265,346,248,291,226,50,0,1463,11,254,490,384,395,268,39,8,1852,3,194,704,472,464,335,50,3,2226,0,94,403,351,354,205,29,3,1442,0,30,258,277,238,148,19,0,972,0,8,131,143,138,66,3,0,492,0,13,156,130
3RQLD,2488,2523,2021,1574,560,72,10368,48,1750,4168,3593,3018,2171,632,65,15439,21,2564,7095,5404,4740,3175,727,58,23787,6,1398,7371,5639,5037,3284,570,50,23361,7,547,6098,7158,7332,4820,662,59,26687,7,215,3318,4569,4741,3121,469,25,16468,3,217,4187,5530,5314,3268,646,54,19216,6,45,1275,3318,3312,2250,620,77,10897,23,99,328,392,400,285,93,13,1630,1076,9639,40217,42603,39453,27331,6478,712,167508,77,46,145,201,177,140,38,7,825,899,121,194,202,193,166,43,7,1824,572,321,486,551,469,488,172,18,3084,985,516,740,707,704,669,297,43,4662,1802,1080,965,936,931,811,312,42,6880,1783,2478,1906,1682,1758,1448,445,45,11555,801,3640,3896,2826,2587,1870,480,38,16140,375,3502,6107,4457,3999,2648,462,33,21584,137,2427,7052,5407,4755,3046,459,33,23315,46,1242,4452,3914,3224,2150,289,12,15334,25,655,3357,3096,2655,1664,187,11,11655,10,374,2176,2157,1824,1091,114,8,7751,10,408,3727,3810
3GBRI,3119,2914,1995,1376,551,65,11617,62,2658,5974,4211,3038,2108,618,72,18737,31,3974,11165,7074,5096,3220,804,65,31434,13,2165,12622,7996,5958,3497,691,49,33000,8,743,11570,11207,9042,5460,812,57,38898,0,240,6878,8292,6894,3995,598,43,26927,3,150,8546,12942,10012,5184,876,79,37787,3,39,2176,7649,7480,4103,966,118,22536,24,134,540,548,493,304,83,12,2138,1472,15277,67975,67911,53651,32117,7409,769,246581,62,49,132,137,131,102,26,0,639,673,170,154,142,154,132,39,4,1472,488,393,415,351,341,291,100,14,2403,744,675,665,464,488,434,159,25,3658,1316,1201,845,695,696,581,186,32,5556,1218,2406,1778,1283,1248,964,322,43,9265,561,3235,3585,2234,1810,1321,317,33,13099,251,3005,5870,3800,3331,2137,392,33,18822,93,2162,7173,5398,4346,2787,405,17,22389,28,1020,4794,3952,3225,2010,283,12,15331,14,489,3447,3162,2644,1501,211,9,11472,7,239,2091,2112,1792,973,95,3,7309,4,187,2165,2746
39799,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,5,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,13,0,0,0,3,3,8,0,0,16,0,0,0,0,0,0,0,0,0,0,3,11,11,12,11,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,3,0
39499,180,150,157,140,43,3,746,4,59,234,153,180,153,45,6,825,0,73,264,221,241,155,35,3,994,0,34,228,201,171,125,39,0,794,0,8,195,184,197,116,26,6,737,0,7,107,166,129,70,12,0,493,0,4,165,252,270,148,29,0,869,0,6,59,200,252,122,34,4,671,3,8,28,36,34,30,9,0,145,234,623,1979,2098,2063,1457,433,45,8924,16,14,37,33,41,23,9,0,170,157,29,39,40,52,49,14,3,372,119,60,85,108,120,137,32,3,664,267,119,127,138,199,209,71,14,1139,418,266,178,220,280,269,67,5,1706,410,579,332,376,478,392,121,5,2701,155,706,767,592,636,477,102,3,3445,82,741,1356,1039,954,701,90,8,4964,33,637,1859,1460,1325,831,114,6,6258,13,348,1402,1258,945,614,66,3,4643,5,126,1066,963,843,401,40,4,3450,3,91,625,611,450,241,20,3,2045,0,73,628,646
2RVIC,1638,1838,1385,1373,427,41,7294,10,1106,2888,2484,2193,1917,414,47,11066,9,1371,5118,3342,3198,2673,528,54,16297,4,531,5087,3410,3105,2348,407,44,14935,0,116,3335,3468,3418,2698,330,30,13392,0,48,1569,2620,2748,2111,268,17,9369,3,27,1446,2422,2398,1701,333,33,8369,6,18,439,1356,1421,1149,294,46,4728,14,57,262,244,237,226,68,12,1116,439,4835,24550,24551,22567,18762,4151,486,100346,53,37,70,103,108,67,18,0,468,416,86,128,149,110,145,41,5,1078,278,230,321,376,396,358,138,18,2123,643,379,470,481,538,561,191,25,3276,1211,912,600,605,693,629,229,36,4921,877,1935,1215,1101,1157,1043,315,43,7694,276,2324,2584,1602,1674,1324,255,44,10081,139,1912,3888,2390,2330,1704,288,24,12664,50,1051,3714,2665,2414,1691,255,17,11861,9,378,1916,1647,1565,1005,128,6,6649,3,172,1170,1194,1189,742,91,8,4565,3,82,666,714,741,463,47,5,2727,0,55,802,947
2GMEL,7863,6624,4582,3403,1292,173,26780,59,5356,15710,9599,6933,4915,1614,210,44398,45,6843,30591,14683,10667,7406,1966,210,72411,20,2745,31395,16567,11129,7287,1642,179,70965,8,786,25133,19789,14061,9290,1801,155,71023,12,271,14087,16789,12290,8174,1443,126,53186,14,194,17712,26360,17796,10360,2178,230,74837,7,77,4830,16056,14820,8643,2553,308,47291,44,376,1484,1372,1223,872,259,48,5680,2160,27018,162654,140942,102638,67256,17973,2200,522841,105,124,275,287,276,204,36,4,1321,767,406,445,432,352,242,78,20,2745,637,1012,1104,1012,899,670,279,47,5655,1089,1667,1885,1319,1281,1000,395,67,8698,2142,2776,2336,1748,1744,1394,457,80,12671,1418,4841,4296,3023,3167,2247,656,81,19728,632,5177,8206,4769,4416,3022,726,80,27028,324,4560,12971,7779,6709,4244,833,75,37495,119,3035,14566,9957,8182,5189,828,51,41937,24,1193,8370,6915,5850,3558,520,34,26475,18,616,5434,5412,4716,2653,366,27,19243,3,253,3263,3509,3111,1631,228,23,12015,3,192,3334,4131
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3
29499,289,212,177,152,58,6,973,3,81,362,243,197,166,64,4,1122,0,79,391,276,273,185,41,11,1256,0,37,298,232,243,169,30,3,1019,0,18,247,235,231,150,28,0,916,0,3,132,168,144,104,16,10,578,0,9,198,311,255,174,34,3,987,0,0,80,242,233,155,47,3,765,3,14,40,45,49,31,14,0,197,234,975,2861,2652,2442,1793,549,71,11580,32,27,52,48,42,25,4,0,237,117,49,64,54,56,55,18,0,413,132,134,136,139,202,181,61,8,992,285,244,200,232,260,263,76,15,1569,784,650,331,312,395,366,112,14,2965,481,1125,688,587,667,547,157,8,4269,117,1096,1301,882,900,645,132,11,5092,54,947,1946,1314,1239,883,143,8,6548,29,736,2553,1745,1558,974,155,7,7758,15,379,1888,1435,1187,694,57,10,5649,6,183,1375,1114,956,511,50,0,4198,0,85,760,696,531,252,23,3,2361,0,61,654,736
1RNSW,2840,2920,2563,2311,725,94,12575,53,1542,4346,3828,3475,3065,757,91,17158,25,2053,7372,5580,4833,4284,943,91,25173,12,1093,7762,5310,4660,3856,698,74,23467,6,373,6167,6086,6074,4933,781,63,24474,0,115,3579,5718,6349,5128,622,58,21580,0,84,3585,6676,6468,4783,770,79,22450,0,19,932,3037,3294,2571,751,81,10677,25,99,354,433,451,372,116,17,1876,1145,8587,41606,44805,42526,35734,8047,1019,183463,65,38,113,156,179,118,45,11,715,519,118,181,211,214,191,66,4,1500,493,350,543,552,645,613,174,32,3411,1188,607,683,832,876,846,324,69,5419,2458,1462,959,978,1121,1045,384,63,8479,1908,3129,2161,1891,1972,1859,509,69,13499,727,4076,4191,2903,2872,2226,546,51,17585,265,3519,6352,4234,4206,2940,493,46,22062,104,2225,6665,4956,4489,3054,437,27,21943,25,1022,3998,3260,2903,1996,248,21,13468,15,451,2814,2741,2495,1542,160,17,10232,7,280,1707,1745,1625,898,95,7,6361,3,242,2220,2402
1GSYD,8013,5962,4167,3277,1411,219,26889,104,5991,15036,8824,6302,4695,1639,250,42833,79,8859,28978,14263,9674,7058,2178,266,71337,28,4884,31676,15984,10650,7016,1815,215,72270,27,1644,29638,20324,14126,9485,2132,229,77599,15,532,19537,19742,14732,9969,1826,190,66546,15,409,27189,36518,24204,14397,2992,288,106009,8,134,8665,24298,21315,11964,3465,450,70306,56,392,1696,1474,1222,749,289,70,5947,3824,35836,183282,158677,114736,75343,20957,2895,595536,128,117,280,273,262,144,52,8,1266,769,335,342,329,263,194,69,10,2308,800,874,929,867,841,691,221,40,5264,1554,1466,1736,1318,1291,1015,361,62,8804,2969,2472,2443,1777,1741,1320,467,83,13272,2537,4661,4021,3008,2941,2297,715,87,20267,963,5324,6874,4607,4360,2879,742,85,25834,398,5161,11184,7078,6280,4441,891,77,35514,154,3709,13655,9357,8023,5236,947,67,41159,48,1544,8560,7155,5946,3677,620,48,27594,20,749,5841,5818,5034,2894,512,26,20897,3,327,3329,3761,3281,1782,290,14,12786,13,220,3446,4811
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
19499,289,232,241,197,85,12,1175,4,113,391,264,253,235,80,10,1354,3,105,454,333,276,244,77,9,1507,3,56,328,304,238,206,49,7,1189,0,39,301,310,284,192,40,4,1171,0,10,194,247,217,142,33,3,849,0,9,259,380,389,220,67,3,1327,0,7,100,326,347,182,61,5,1034,3,12,47,58,47,27,16,3,213,396,1293,3192,3179,3000,2249,765,95,14162,32,29,48,63,52,32,10,0,265,110,50,48,66,69,69,18,3,423,149,141,117,180,196,167,42,6,994,362,243,215,273,336,296,97,9,1838,990,509,301,364,437,422,121,14,3162,809,1011,671,705,774,635,189,14,4810,242,1249,1221,1036,1000,781,152,11,5694,118,1064,1992,1624,1489,1039,201,12,7533,36,784,2545,2039,1930,1190,176,11,8714,14,365,1765,1568,1317,753,105,4,5894,3,200,1317,1225,1136,556,73,8,4521,4,83,684,747,587,289,43,0,2439,0,62,632,771
