GCCSA_CODE_2016,PTS_400_499_Mng,PTS_400_499_Pro,PTS_400_499_TecTW,PTS_400_499_CoPSW,PTS_400_499_ClAW,PTS_400_499_SWks,PTS_400_499_MaOpDv,PTS_400_499_Lab,PTS_400_499_IDNS,PTS_400_499_Tot,PTS_500_649_Mng,PTS_500_649_Pro,PTS_500_649_TecTW,PTS_500_649_CoPSW,PTS_500_649_ClAW,PTS_500_649_SWks,PTS_500_649_MaOpDv,PTS_500_649_Lab,PTS_500_649_IDNS,PTS_500_649_Tot,PTS_650_799_Mng,PTS_650_799_Pro,PTS_650_799_TecTW,PTS_650_799_CoPSW,PTS_650_799_ClAW,PTS_650_799_SWks,PTS_650_799_MaOpDv,PTS_650_799_Lab,PTS_650_799_IDNS,PTS_650_799_Tot,PTS_800_999_Mng,PTS_800_999_Pro,PTS_800_999_TecTW,PTS_800_999_CoPSW,PTS_800_999_ClAW,PTS_800_999_SWks,PTS_800_999_MaOpDv,PTS_800_999_Lab,PTS_800_999_IDNS,PTS_800_999_Tot,PTS_1000_1249_Mng,PTS_1000_1249_Pro,PTS_1000_1249_TecTW,PTS_1000_1249_CoPSW,PTS_1000_1249_ClAW,PTS_1000_1249_SWks,PTS_1000_1249_MaOpDv,PTS_1000_1249_Lab,PTS_1000_1249_IDNS,PTS_1000_1249_Tot,PTS_1250_1499_Mng,PTS_1250_1499_Pro,PTS_1250_1499_TecTW,PTS_1250_1499_CoPSW,PTS_1250_1499_ClAW,PTS_1250_1499_SWks,PTS_1250_1499_MaOpDv,PTS_1250_1499_Lab,PTS_1250_1499_IDNS,PTS_1250_1499_Tot,PTS_1500_1749_Mng,PTS_1500_1749_Pro,PTS_1500_1749_TecTW,PTS_1500_1749_CoPSW,PTS_1500_1749_ClAW,PTS_1500_1749_SWks,PTS_1500_1749_MaOpDv,PTS_1500_1749_Lab,PTS_1500_1749_IDNS,PTS_1500_1749_Tot,PTS_1750_1999_Mng,PTS_1750_1999_Pro,PTS_1750_1999_TecTW,PTS_1750_1999_CoPSW,PTS_1750_1999_ClAW,PTS_1750_1999_SWks,PTS_1750_1999_MaOpDv,PTS_1750_1999_Lab,PTS_1750_1999_IDNS,PTS_1750_1999_Tot,PTS_2000_2999_Mng,PTS_2000_2999_Pro,PTS_2000_2999_TecTW,PTS_2000_2999_CoPSW,PTS_2000_2999_ClAW,PTS_2000_2999_SWks,PTS_2000_2999_MaOpDv,PTS_2000_2999_Lab,PTS_2000_2999_IDNS,PTS_2000_2999_Tot,PTS_3000mo_Mng,PTS_3000mo_Pro,PTS_3000mo_TecTW,PTS_3000mo_CoPSW,PTS_3000mo_ClAW,PTS_3000mo_SWks,PTS_3000mo_MaOpDv,PTS_3000mo_Lab,PTS_3000mo_IDNS,PTS_3000mo_Tot,PTS_PINS_Mng,PTS_PINS_Pro,PTS_PINS_TecTW,PTS_PINS_CoPSW,PTS_PINS_ClAW,PTS_PINS_SWks,PTS_PINS_MaOpDv,PTS_PINS_Lab,PTS_PINS_IDNS,PTS_PINS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_IDNS,PTS_Tot_Tot,SS_NS_NNI_Mng,SS_NS_NNI_Pro,SS_NS_NNI_TecTW,SS_NS_NNI_CoPSW,SS_NS_NNI_ClAW,SS_NS_NNI_SWks,SS_NS_NNI_MaOpDv,SS_NS_NNI_Lab,SS_NS_NNI_IDNS,SS_NS_NNI_Tot,SS_NS_1_149_Mng,SS_NS_1_149_Pro,SS_NS_1_149_TecTW,SS_NS_1_149_CoPSW,SS_NS_1_149_ClAW,SS_NS_1_149_SWks,SS_NS_1_149_MaOpDv,SS_NS_1_149_Lab,SS_NS_1_149_IDNS,SS_NS_1_149_Tot,SS_NS_150_299_Mng,SS_NS_150_299_Pro,SS_NS_150_299_TecTW,SS_NS_150_299_CoPSW,SS_NS_150_299_ClAW,SS_NS_150_299_SWks,SS_NS_150_299_MaOpDv,SS_NS_150_299_Lab,SS_NS_150_299_IDNS,SS_NS_150_299_Tot,SS_NS_300_399_Mng,SS_NS_300_399_Pro,SS_NS_300_399_TecTW,SS_NS_300_399_CoPSW,SS_NS_300_399_ClAW,SS_NS_300_399_SWks,SS_NS_300_399_MaOpDv,SS_NS_300_399_Lab,SS_NS_300_399_IDNS,SS_NS_300_399_Tot,SS_NS_400_499_Mng,SS_NS_400_499_Pro,SS_NS_400_499_TecTW,SS_NS_400_499_CoPSW,SS_NS_400_499_ClAW,SS_NS_400_499_SWks,SS_NS_400_499_MaOpDv,SS_NS_400_499_Lab,SS_NS_400_499_IDNS,SS_NS_400_499_Tot,SS_NS_500_649_Mng,SS_NS_500_649_Pro,SS_NS_500_649_TecTW,SS_NS_500_649_CoPSW,SS_NS_500_649_ClAW,SS_NS_500_649_SWks,SS_NS_500_649_MaOpDv,SS_NS_500_649_Lab,SS_NS_500_649_IDNS,SS_NS_500_649_Tot,SS_NS_650_799_Mng,SS_NS_650_799_Pro,SS_NS_650_799_TecTW,SS_NS_650_799_CoPSW,SS_NS_650_799_ClAW,SS_NS_650_799_SWks,SS_NS_650_799_MaOpDv,SS_NS_650_799_Lab,SS_NS_650_799_IDNS,SS_NS_650_799_Tot,SS_NS_800_999_Mng,SS_NS_800_999_Pro,SS_NS_800_999_TecTW,SS_NS_800_999_CoPSW,SS_NS_800_999_ClAW,SS_NS_800_999_SWks,SS_NS_800_999_MaOpDv,SS_NS_800_999_Lab,SS_NS_800_999_IDNS,SS_NS_800_999_Tot
6RTAS,0,9,125,41,14,20,0,7,0,215,12,3,144,39,23,22,3,17,0,266,9,15,105,36,15,16,3,11,0,215,7,23,36,9,16,6,0,7,0,105,11,16,18,9,9,6,0,5,0,72,0,21,8,4,3,0,0,4,0,37,0,5,3,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,5,0,21,45,106,540,189,96,178,18,110,10,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,12,0,0,0,0,0,3,0,3,3,15,0,0,5,5,0,0,0,0,0,10,0,0,6,4,0,5,0,4,0,24,4,3,5,3,0,3,4,0,0,23,0,0,4,4,0,5,0,9,0,23,0,0,3,0,0,0,0,3,0,12
6GHOB,3,3,102,41,16,31,0,25,3,230,5,6,151,52,13,18,4,13,0,257,3,12,104,30,25,17,6,16,0,216,15,13,45,26,24,13,3,6,0,138,4,27,11,8,20,0,0,0,0,71,0,12,3,3,3,0,0,0,0,25,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,17,31,107,484,243,113,207,19,100,17,1316,0,0,0,3,0,0,0,3,0,5,0,0,0,7,3,5,0,0,0,11,0,0,0,4,0,3,0,0,0,12,3,0,0,0,0,4,0,3,3,14,0,0,0,3,0,0,0,5,0,7,0,0,3,6,0,0,0,0,0,13,0,0,0,3,0,3,0,0,0,6,0,0,0,3,4,0,0,0,0,14
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,14,0,0,0,0,0,0,23,4,0,25,3,0,0,0,3,0,33,0,0,7,9,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,6,66,17,3,4,0,9,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
5RWAU,5,9,205,42,21,36,4,28,0,350,3,10,251,75,33,33,9,25,7,447,10,19,151,63,46,30,3,23,5,340,15,15,90,29,35,9,3,14,4,221,8,30,53,15,37,7,8,6,0,163,3,16,29,6,7,0,5,8,3,86,3,3,23,3,6,0,3,6,0,48,0,12,17,4,3,0,5,0,0,44,3,7,22,0,0,0,5,3,0,42,0,3,4,0,0,0,0,4,0,19,3,0,14,5,0,5,3,4,4,43,60,134,1026,354,230,259,56,197,28,2353,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,4,3,14,0,0,0,0,0,0,0,0,0,10,0,0,5,5,0,4,0,3,0,14,0,3,12,7,0,7,0,6,0,28,0,0,3,5,0,7,0,0,0,16,0,0,15,4,3,10,0,0,0,31,0,3,7,4,5,3,0,5,0,28
5GPER,22,55,820,279,95,298,33,136,17,1756,41,56,942,323,126,278,36,120,20,1943,43,101,524,260,205,156,39,93,14,1435,99,110,266,171,190,74,40,50,9,1004,46,184,133,83,152,35,15,7,11,664,25,131,60,38,54,12,6,4,7,333,5,46,38,18,25,3,0,4,0,147,9,22,9,8,5,3,3,3,0,60,8,12,13,12,9,0,0,3,0,52,3,0,4,10,4,3,3,0,0,29,8,13,65,28,9,39,0,13,20,181,347,879,3403,2113,1105,2258,296,1066,143,11610,0,0,3,5,0,4,0,0,4,14,0,0,3,16,4,41,0,15,0,84,0,0,8,5,0,38,0,17,0,79,3,0,6,10,3,16,0,5,3,54,0,0,16,12,4,5,0,7,0,53,7,3,23,10,10,13,4,10,3,76,5,6,20,15,8,7,3,15,4,81,0,4,17,9,6,3,0,17,3,58
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,5,142,11,4,3,0,12,0,170,0,7,179,10,4,4,0,3,0,210,0,0,77,5,3,5,3,5,0,94,3,0,45,3,0,0,0,3,0,55,3,0,20,3,0,0,0,3,0,34,0,3,8,4,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,17,8,28,579,70,19,21,12,76,4,815,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,8,0,0,4,0,0,0,0,3,0,7,0,0,3,0,0,0,0,3,0,6
4RSAU,3,8,145,34,21,38,0,25,0,281,0,10,165,53,28,17,4,24,0,312,10,14,94,50,29,24,5,21,3,249,15,17,29,19,22,13,0,18,3,142,5,16,15,5,9,0,6,6,0,67,0,13,11,7,0,3,0,7,0,37,0,0,0,0,0,0,4,0,0,11,0,3,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,5,4,8,0,10,0,3,3,32,52,107,597,274,144,204,33,224,21,1653,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,4,0,17,0,0,0,3,0,4,0,4,0,11,0,0,0,3,0,3,0,0,0,9,0,0,3,5,0,3,0,0,0,18,3,0,6,5,0,0,0,8,3,28,3,0,9,3,3,0,0,9,0,25,4,0,5,0,0,3,0,7,0,17
4GADE,19,35,403,167,86,185,14,95,17,1018,23,69,492,227,111,183,16,92,11,1223,41,76,326,202,130,123,15,50,11,967,64,126,156,122,153,53,7,32,11,723,30,127,77,49,66,18,4,16,0,393,9,56,23,22,15,3,3,0,0,132,3,28,16,6,8,0,0,0,0,61,0,3,0,5,3,0,0,0,0,18,4,5,0,5,0,0,0,0,0,14,0,3,4,11,0,0,0,0,0,15,3,3,25,13,7,20,0,8,8,94,238,620,1792,1347,759,1425,110,741,85,7109,0,0,0,4,0,3,0,3,0,14,0,0,0,13,0,31,0,21,3,65,0,0,0,13,0,27,0,10,3,61,0,0,3,7,0,10,0,10,0,34,0,3,7,6,4,7,0,0,0,38,0,3,13,17,4,15,4,5,5,71,3,0,7,4,5,5,0,7,0,39,4,3,7,7,5,7,3,3,0,39
