GCCSA_CODE_2016,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_FYROM_E,M_FYROM_OM_IE,M_FYROM_OM_UIE,M_FYROM_CFW,M_FYROM_ES_NS,M_FYROM_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Malta_E,M_Malta_OM_IE,M_Malta_OM_UIE,M_Malta_CFW,M_Malta_ES_NS,M_Malta_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_Turkey_E,M_Turkey_OM_IE,M_Turkey_OM_UIE,M_Turkey_CFW,M_Turkey_ES_NS,M_Turkey_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE
6RTAS,37123,3093,4809,1091,653,46774,74,7,7,0,0,88,94,16,20,8,0,132,8,0,0,0,0,9,11,5,0,0,0,16,20,3,0,0,0,25,3,0,0,0,0,3,93,16,25,9,0,148,9,3,5,0,0,12,30,4,3,0,0,34,199,29,29,9,7,265,19,0,0,0,0,22,18,3,6,0,0,27,9,0,0,0,0,9,56,7,4,0,0,70,25,5,7,0,0,46,17,0,5,0,0,27,39,5,3,0,0,46,3,0,0,0,0,5,78,10,4,3,0,104,6,4,0,0,0,7,93,32,61,8,3,200,584,71,89,22,7,779,18,9,3,0,0,27,74,0,0,3,3,80,31,3,3,0,0,35,29,4,3,0,0,35,134,25,20,10,0,193,52,6,7,0,0,59,13,0,5,0,0,23,3,4,5,0,0,12,1367,160,331,70,24,1953,115,14,22,6,0,150,27,0
6GHOB,34676,2511,3456,356,414,41415,107,10,14,0,0,133,297,32,45,13,0,389,9,4,0,0,0,15,12,0,0,0,0,12,28,3,3,0,0,32,7,0,0,0,0,7,144,16,27,6,0,194,24,11,16,5,3,65,59,14,3,0,0,73,351,31,50,4,6,443,25,0,3,0,0,29,39,3,8,3,0,53,14,0,0,0,0,11,81,13,3,3,0,96,44,8,22,4,0,84,33,3,11,0,0,46,69,13,3,3,0,91,11,3,4,0,0,18,139,4,10,4,0,164,11,0,3,0,0,14,98,13,19,5,3,141,497,31,66,12,5,608,68,8,10,0,0,91,106,3,3,0,0,113,43,4,11,0,0,55,32,4,8,4,0,48,207,26,22,3,3,260,46,3,8,0,0,59,48,0,3,3,0,54,6,3,3,0,0,14,1746,169,287,34,16,2257,190,17,29,5,0,247,41,0
69799,34,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,3304,496,2029,68,98,5987,8,0,0,0,0,8,6,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,5,0,0,0,0,0,0,7,0,9,0,0,24,0,0,3,0,0,3,0,3,0,0,0,3,13,0,5,0,0,20,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,4,0,0,9,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,14,0,0,15,47,3,35,0,4,91,4,0,0,0,0,9,3,0,0,0,0,4,0,0,3,0,0,3,3,0,0,0,0,9,7,3,7,0,0,11,4,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,3,115,18,127,0,3,263,6,0,7,0,0,13,0,0
5RWAU,84801,7077,9647,3072,1205,105810,224,14,7,7,3,255,515,29,25,15,0,572,71,10,14,4,4,97,67,3,5,0,0,71,145,4,6,0,0,149,49,0,3,3,0,55,395,27,66,10,3,502,25,3,11,0,0,43,121,4,4,3,0,134,1336,49,57,11,10,1470,225,7,3,3,4,239,123,3,8,3,0,133,33,0,4,0,0,41,1124,42,34,7,9,1216,300,43,51,35,10,447,63,4,3,0,3,73,307,6,13,0,5,331,28,8,9,0,0,41,426,22,17,0,0,465,28,3,0,0,0,33,283,28,57,17,3,387,8445,282,315,70,77,9184,125,12,14,0,4,154,2186,3,4,6,20,2224,111,9,6,5,0,131,221,6,12,10,0,255,2202,125,124,24,12,2486,242,12,7,0,3,261,137,0,4,3,3,152,23,0,3,0,0,30,8912,468,922,193,97,10596,384,31,31,20,0,464,170,32
5GPER,199982,20901,18003,2365,1797,243045,1094,114,91,12,5,1323,4617,631,419,171,35,5873,605,83,105,11,5,810,355,46,49,9,3,462,249,7,5,3,8,277,517,75,86,8,7,707,1470,203,198,34,14,1923,204,44,47,7,3,300,1361,116,122,30,7,1637,14318,1016,957,134,127,16555,2020,201,127,34,15,2392,1246,137,143,33,15,1572,396,59,95,16,10,571,4285,417,343,28,40,5114,2237,534,478,119,47,3410,638,50,44,13,4,740,1409,227,131,27,22,1817,161,38,35,14,0,249,6028,629,561,97,38,7354,122,20,18,7,0,162,1006,161,180,21,9,1376,15820,1100,1231,126,181,18456,1586,81,151,14,15,1852,6147,55,87,25,45,6353,813,97,174,16,10,1104,2943,288,235,38,20,3518,8980,1094,777,91,58,11000,2195,132,126,12,20,2486,759,41,39,12,5,861,187,62,62,10,4,325,43347,4403,5129,447,350,53680,1810,151,116,25,9,2115,2860,334
59799,955,14,16,0,0,995,7,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,6,0,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,113,0,0,0,3,119,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,179,6,0,0,3,189,16,0,0,0,0,16,4,0
59499,14987,2596,7923,320,374,26203,44,7,27,0,0,73,112,31,60,11,0,212,46,9,37,0,4,97,14,3,15,0,0,31,15,0,3,0,0,22,38,13,30,0,3,78,68,14,63,0,0,151,7,8,9,0,0,26,25,4,11,0,0,48,296,74,207,3,7,586,49,0,19,0,0,72,28,8,73,3,9,121,17,0,15,0,4,40,348,60,157,3,6,571,112,64,148,6,3,324,13,0,5,0,0,15,79,31,39,3,0,152,3,4,16,0,0,25,119,23,76,0,3,219,7,3,3,0,0,9,60,18,46,0,3,134,1778,207,527,19,30,2567,65,11,45,0,0,124,112,13,17,0,4,153,28,8,59,0,3,100,83,15,38,0,0,141,337,49,122,4,3,510,38,3,14,0,0,55,29,0,3,0,3,33,15,7,3,0,0,34,2412,569,2247,51,81,5353,53,7,44,3,0,108,66,10
4RSAU,48293,5200,9274,3067,1008,66845,48,10,7,0,0,60,260,21,11,14,3,305,21,7,7,3,4,30,17,5,0,0,0,25,44,0,3,0,0,46,4,0,3,0,0,7,134,24,43,13,5,219,37,16,24,30,3,107,42,3,0,0,0,52,420,49,30,29,6,537,25,0,3,0,0,25,30,8,0,0,0,41,9,3,0,0,0,12,75,4,16,3,4,101,109,17,40,17,4,194,11,0,0,0,0,17,46,0,3,0,3,48,11,3,8,0,0,20,65,11,17,0,0,92,3,4,10,0,3,20,111,16,50,15,11,204,724,54,88,23,8,896,71,5,5,0,3,80,470,3,0,0,4,485,22,8,3,0,0,36,16,4,3,0,3,26,279,21,19,3,0,327,129,11,4,0,3,143,35,6,0,3,0,41,13,3,0,3,0,22,2341,183,405,92,31,3054,96,6,24,3,0,126,109,20
4GADE,168780,14482,15564,1816,1714,202358,447,55,47,4,3,555,2836,530,315,194,23,3895,255,51,63,10,5,386,206,38,32,5,3,289,266,18,21,6,3,307,40,8,11,0,0,66,946,129,151,20,23,1268,509,162,161,30,19,891,629,74,29,6,7,750,8016,568,561,82,90,9322,323,14,27,3,3,359,775,84,107,11,11,986,161,15,26,8,10,223,627,54,64,3,11,758,1406,410,454,93,38,2395,204,14,15,0,3,238,581,82,88,31,3,790,161,58,95,7,9,332,1391,171,151,23,15,1749,128,27,16,7,4,178,559,90,113,22,7,800,2460,232,239,27,21,2977,763,59,54,7,13,894,2168,25,52,10,16,2273,719,77,125,12,13,947,428,52,33,15,0,522,1446,107,121,12,10,1695,933,53,51,11,5,1051,414,29,23,9,3,473,88,20,16,3,0,126,18193,1582,2081,183,173,22214,858,71,72,6,7,1007,2233,264
49799,41,0,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0
49499,9781,1933,7058,231,320,19318,13,5,20,0,0,33,74,40,83,7,3,207,24,15,39,0,0,81,6,0,3,0,0,7,7,3,4,0,0,17,0,0,0,0,0,3,44,10,44,0,0,101,32,14,47,0,3,97,14,3,10,0,0,35,202,37,113,5,11,372,10,0,10,0,0,20,26,6,24,0,0,59,3,0,5,0,0,13,37,5,20,0,0,62,63,43,138,6,7,251,4,0,3,0,0,8,22,7,10,0,0,39,10,8,8,0,0,23,33,3,31,0,0,66,0,7,11,0,0,13,30,12,45,4,3,96,178,33,103,0,10,329,26,0,9,0,0,34,40,0,15,0,0,55,27,18,35,3,0,83,8,7,3,0,0,22,47,8,23,0,0,77,16,0,10,0,0,27,4,0,3,0,0,13,0,0,7,0,0,9,864,217,1006,11,32,2132,30,3,14,0,0,53,46,11
