GCCSA_CODE_2016,SEO_AGFF_Bf_91,SEO_AGFF_91_95,SEO_AGFF_96_00,SEO_AGFF_01_05,SEO_AGFF_06_10,SEO_AGFF_11_15,SEO_AGFF_2016,SEO_AGFF_NS,SEO_AGFF_Tot,SEO_Min_Bf_91,SEO_Min_91_95,SEO_Min_96_00,SEO_Min_01_05,SEO_Min_06_10,SEO_Min_11_15,SEO_Min_2016,SEO_Min_NS,SEO_Min_Tot,SEO_Mnf_Bf_91,SEO_Mnf_91_95,SEO_Mnf_96_00,SEO_Mnf_01_05,SEO_Mnf_06_10,SEO_Mnf_11_15,SEO_Mnf_2016,SEO_Mnf_NS,SEO_Mnf_Tot,SEO_EGWWS_Bf_91,SEO_EGWWS_91_95,SEO_EGWWS_96_00,SEO_EGWWS_01_05,SEO_EGWWS_06_10,SEO_EGWWS_11_15,SEO_EGWWS_2016,SEO_EGWWS_NS,SEO_EGWWS_Tot,SEO_Const_Bf_91,SEO_Const_91_95,SEO_Const_96_00,SEO_Const_01_05,SEO_Const_06_10,SEO_Const_11_15,SEO_Const_2016,SEO_Const_NS,SEO_Const_Tot,SEO_WST_Bf_91,SEO_WST_91_95,SEO_WST_96_00,SEO_WST_01_05,SEO_WST_06_10,SEO_WST_11_15,SEO_WST_2016,SEO_WST_NS,SEO_WST_Tot,SEO_RetT_Bf_91,SEO_RetT_91_95,SEO_RetT_96_00,SEO_RetT_01_05,SEO_RetT_06_10,SEO_RetT_11_15,SEO_RetT_2016,SEO_RetT_NS,SEO_RetT_Tot,SEO_AcFd_Bf_91,SEO_AcFd_91_95,SEO_AcFd_96_00,SEO_AcFd_01_05,SEO_AcFd_06_10,SEO_AcFd_11_15,SEO_AcFd_2016,SEO_AcFd_NS,SEO_AcFd_Tot,SEO_TPW_Bf_91,SEO_TPW_91_95,SEO_TPW_96_00,SEO_TPW_01_05,SEO_TPW_06_10,SEO_TPW_11_15,SEO_TPW_2016,SEO_TPW_NS,SEO_TPW_Tot,SEO_IMT_Bf_91,SEO_IMT_91_95,SEO_IMT_96_00,SEO_IMT_01_05,SEO_IMT_06_10,SEO_IMT_11_15,SEO_IMT_2016,SEO_IMT_NS,SEO_IMT_Tot,SEO_FinIns_Bf_91,SEO_FinIns_91_95,SEO_FinIns_96_00,SEO_FinIns_01_05,SEO_FinIns_06_10,SEO_FinIns_11_15,SEO_FinIns_2016,SEO_FinIns_NS,SEO_FinIns_Tot,SEO_RHRE_Bf_91,SEO_RHRE_91_95,SEO_RHRE_96_00,SEO_RHRE_01_05,SEO_RHRE_06_10,SEO_RHRE_11_15,SEO_RHRE_2016,SEO_RHRE_NS,SEO_RHRE_Tot,SEO_ProSTS_Bf_91,SEO_ProSTS_91_95,SEO_ProSTS_96_00,SEO_ProSTS_01_05,SEO_ProSTS_06_10,SEO_ProSTS_11_15,SEO_ProSTS_2016,SEO_ProSTS_NS,SEO_ProSTS_Tot,SEO_AdSup_Bf_91,SEO_AdSup_91_95,SEO_AdSup_96_00,SEO_AdSup_01_05,SEO_AdSup_06_10,SEO_AdSup_11_15,SEO_AdSup_2016,SEO_AdSup_NS,SEO_AdSup_Tot,SEO_PubAS_Bf_91,SEO_PubAS_91_95,SEO_PubAS_96_00,SEO_PubAS_01_05,SEO_PubAS_06_10,SEO_PubAS_11_15,SEO_PubAS_2016,SEO_PubAS_NS,SEO_PubAS_Tot,SEO_EdTrn_Bf_91,SEO_EdTrn_91_95,SEO_EdTrn_96_00,SEO_EdTrn_01_05,SEO_EdTrn_06_10,SEO_EdTrn_11_15,SEO_EdTrn_2016,SEO_EdTrn_NS,SEO_EdTrn_Tot,SEO_HC_SA_Bf_91,SEO_HC_SA_91_95,SEO_HC_SA_96_00,SEO_HC_SA_01_05,SEO_HC_SA_06_10,SEO_HC_SA_11_15,SEO_HC_SA_2016,SEO_HC_SA_NS,SEO_HC_SA_Tot,SEO_ArtsR_Bf_91,SEO_ArtsR_91_95,SEO_ArtsR_96_00,SEO_ArtsR_01_05,SEO_ArtsR_06_10,SEO_ArtsR_11_15,SEO_ArtsR_2016,SEO_ArtsR_NS,SEO_ArtsR_Tot,SEO_OthSvs_Bf_91,SEO_OthSvs_91_95,SEO_OthSvs_96_00,SEO_OthSvs_01_05,SEO_OthSvs_06_10,SEO_OthSvs_11_15,SEO_OthSvs_2016,SEO_OthSvs_NS,SEO_OthSvs_Tot,SEO_IDNS_Bf_91,SEO_IDNS_91_95,SEO_IDNS_96_00,SEO_IDNS_01_05,SEO_IDNS_06_10,SEO_IDNS_11_15,SEO_IDNS_2016,SEO_IDNS_NS,SEO_IDNS_Tot,SEO_Tot_Bf_91,SEO_Tot_91_95,SEO_Tot_96_00,SEO_Tot_01_05,SEO_Tot_06_10,SEO_Tot_11_15,SEO_Tot_2016,SEO_Tot_NS,SEO_Tot_Tot,SOLSEWVW_AGFF_Bf_91,SOLSEWVW_AGFF_91_95,SOLSEWVW_AGFF_96_00,SOLSEWVW_AGFF_01_05,SOLSEWVW_AGFF_06_10,SOLSEWVW_AGFF_11_15,SOLSEWVW_AGFF_2016,SOLSEWVW_AGFF_NS,SOLSEWVW_AGFF_Tot,SOLSEWVW_Min_Bf_91,SOLSEWVW_Min_91_95
6RTAS,338,40,78,53,75,86,5,26,705,54,5,3,6,12,4,0,0,88,322,37,45,41,59,34,3,20,572,52,9,4,7,18,7,0,0,93,202,21,17,28,26,14,3,9,317,89,14,11,8,14,12,0,3,153,364,30,53,43,66,33,3,19,614,267,29,64,50,51,57,14,19,548,213,13,19,21,16,16,0,8,313,41,0,9,7,11,5,0,0,73,85,3,9,9,4,4,0,3,121,70,0,9,3,5,8,0,3,91,259,20,37,23,38,12,3,8,396,132,10,18,13,14,15,0,7,206,302,19,31,22,32,13,0,10,421,557,34,42,56,56,38,0,17,793,898,71,78,114,111,104,9,34,1421,96,11,4,11,10,3,0,0,135,150,10,13,10,21,18,0,6,230,134,16,20,19,19,10,0,17,238,4627,385,570,539,658,489,45,220,7530,32,8,12,30,44,140,12,8,280,5,0
6GHOB,83,3,10,16,19,15,0,3,151,11,0,0,0,0,0,0,0,13,209,21,27,37,23,32,0,11,360,97,15,25,19,15,15,0,3,200,203,22,37,36,33,22,0,8,360,85,12,14,7,6,4,0,9,130,345,35,56,49,68,49,3,25,625,174,32,61,73,74,110,9,16,546,161,8,17,18,12,12,0,5,234,103,5,10,17,17,3,0,7,167,108,3,9,16,22,11,5,0,183,78,9,4,5,5,3,3,6,117,423,43,51,55,62,58,3,17,719,127,16,10,13,12,7,0,4,197,729,45,77,63,67,32,3,18,1033,714,61,83,96,98,92,12,22,1175,1018,92,141,127,159,108,11,22,1685,123,17,22,19,15,19,7,8,228,180,19,24,22,26,22,3,6,301,139,14,17,12,20,11,0,15,218,5104,479,686,710,775,619,54,215,8641,10,0,6,4,16,30,0,0,70,3,0
69799,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
69499,16,0,6,0,3,3,0,0,25,4,0,0,0,0,0,0,0,7,10,0,0,0,3,0,0,0,16,0,0,3,0,0,0,0,0,5,116,10,18,18,17,8,0,4,188,11,0,0,0,0,0,0,0,11,7,0,0,3,4,0,0,0,15,3,0,0,0,0,3,0,0,9,29,3,3,0,0,0,0,0,36,13,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,32,3,3,0,3,0,0,0,44,65,3,3,3,12,0,0,0,93,8,3,0,0,3,0,0,0,26,24,3,8,4,0,0,0,0,36,67,3,3,3,9,7,0,0,101,4,0,3,3,3,0,0,0,15,16,0,3,0,0,3,0,0,25,15,0,0,3,0,0,0,4,19,443,40,57,44,58,25,0,20,682,3,0,0,0,0,0,0,0,7,0,0
5RWAU,1112,111,140,158,207,297,39,85,2147,3184,560,759,923,1884,1230,25,199,8765,908,101,140,175,338,286,15,56,2035,268,35,30,47,94,96,0,13,587,1687,233,358,436,936,796,9,104,4569,276,28,59,55,118,121,0,22,678,1256,119,186,221,391,361,29,87,2640,972,104,192,249,511,606,40,76,2762,963,89,129,176,325,295,8,72,2059,92,15,15,20,29,14,0,14,200,203,25,25,29,69,58,3,8,423,266,25,29,41,72,102,0,11,543,790,86,131,168,268,246,6,34,1730,567,58,87,96,226,222,9,41,1319,1210,147,150,158,357,267,8,72,2371,1639,172,210,217,352,223,10,82,2906,2101,206,269,400,597,555,16,115,4260,193,26,28,38,57,39,0,23,396,497,73,93,131,178,228,6,41,1242,685,74,117,139,265,229,17,117,1651,18875,2281,3162,3879,7284,6274,254,1269,43279,190,23,38,59,187,325,82,77,984,369,134
5GPER,473,49,59,96,136,156,24,24,1017,2913,520,741,883,1515,1102,27,119,7819,5345,777,923,1188,1884,1674,47,203,12043,1071,163,196,309,566,422,17,48,2795,6642,1121,1470,1842,3772,3893,121,365,19227,2540,356,464,536,927,834,12,97,5767,6762,1065,1617,2195,3220,2661,101,353,17972,1906,463,914,1491,2495,2525,140,239,10175,4201,499,708,797,1424,1286,37,181,9129,977,142,197,245,380,311,9,43,2305,2806,443,510,672,995,884,28,87,6416,1957,261,284,366,562,531,21,70,4058,6848,1129,1520,1807,2686,2358,96,225,16672,2379,378,447,587,1016,1331,72,159,6360,7775,974,1084,1254,2085,1558,54,213,14997,9894,1340,1615,2021,2672,2021,81,290,19937,13541,2084,2389,3237,4863,4383,206,509,31220,1402,183,283,337,498,413,13,54,3191,3333,541,669,825,1500,1582,65,163,8679,3508,547,723,927,1619,1503,81,462,9378,86280,13045,16816,21618,34812,31424,1244,3902,209144,262,51,41,84,190,250,31,35,947,555,286
59799,5,0,0,0,0,0,0,0,7,67,15,18,17,28,12,3,9,171,0,0,3,0,3,0,0,0,6,4,0,0,0,0,3,0,0,12,39,7,3,7,12,3,0,3,73,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,7,4,3,4,3,0,0,0,23,22,3,4,3,9,5,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,6,0,0,13,6,0,0,0,6,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,4,4,7,7,5,0,0,54,176,35,42,39,65,42,3,16,418,4,0,0,0,0,0,0,0,4,4,4
59499,82,10,26,31,30,33,3,15,240,296,58,88,99,195,169,3,36,936,128,22,24,25,55,28,4,10,292,44,3,9,17,14,14,0,5,100,1930,303,445,539,1041,953,36,154,5400,89,11,11,26,35,28,0,0,196,175,24,20,31,66,48,9,13,390,55,10,22,21,32,35,0,3,185,350,30,49,55,68,69,4,20,645,58,6,18,10,23,14,0,3,130,42,3,0,4,9,7,0,3,67,39,3,7,0,10,10,0,6,78,218,30,36,41,67,54,9,6,466,575,60,82,116,216,167,11,34,1263,114,19,28,23,44,29,0,6,265,202,24,33,50,66,46,3,10,432,456,69,59,109,162,116,6,23,1005,36,7,11,12,9,10,0,3,93,280,50,46,60,117,74,8,14,648,296,40,70,63,110,101,8,39,721,5471,793,1089,1327,2369,2005,107,399,13564,13,0,0,0,5,18,3,6,49,47,10
4RSAU,590,37,47,65,76,97,27,46,990,247,18,32,38,59,38,4,12,444,746,47,74,89,98,89,7,29,1176,74,3,4,8,8,5,0,0,105,362,25,37,31,54,28,3,29,554,104,6,7,10,18,18,3,7,179,645,36,34,57,79,48,3,30,940,466,21,44,53,80,76,7,31,785,293,16,8,9,22,13,0,14,378,41,0,3,8,3,5,0,0,63,74,5,3,7,9,7,0,0,100,83,3,3,3,7,8,0,3,112,220,16,16,21,26,11,0,7,318,288,15,17,19,31,29,3,11,412,403,25,24,35,81,46,0,16,640,611,37,42,53,95,41,0,18,897,1153,57,83,112,126,106,4,56,1694,86,0,6,4,8,14,0,6,130,221,14,22,22,28,25,0,10,345,215,12,26,19,37,22,3,29,355,6929,384,535,666,952,719,60,354,10605,161,22,36,45,195,272,57,35,823,37,11
4GADE,317,19,29,28,38,50,18,19,516,215,26,46,46,84,53,0,3,472,3746,295,316,437,643,344,16,124,5920,572,33,80,102,146,98,4,15,1051,2517,215,241,327,615,436,12,110,4476,1253,78,98,147,201,136,10,42,1961,3403,294,423,574,837,404,26,123,6091,1093,155,322,459,741,496,34,89,3382,1982,127,120,167,281,164,11,76,2922,561,61,59,90,148,91,6,19,1049,1336,121,158,203,292,143,10,31,2297,715,29,54,51,91,82,4,21,1052,2781,287,312,448,607,456,33,96,5010,1455,99,150,166,260,204,16,47,2391,4194,316,347,444,700,336,16,115,6463,4377,374,420,535,786,600,34,125,7255,8027,687,710,1047,1585,986,62,231,13347,501,45,79,87,136,100,9,22,980,1595,133,145,218,344,251,9,59,2760,1194,86,109,173,242,159,12,105,2082,41827,3491,4230,5743,8788,5592,332,1473,71472,363,69,44,71,220,231,11,31,1038,40,16
49799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
