GCCSA_CODE_2016,CL_nfd_400_499_Mng,CL_nfd_400_499_Pro,CL_nfd_400_499_TecTW,CL_nfd_400_499_CoPSW,CL_nfd_400_499_ClAW,CL_nfd_400_499_SWks,CL_nfd_400_499_MaOpDv,CL_nfd_400_499_Lab,CL_nfd_400_499_IDNS,CL_nfd_400_499_Tot,CL_nfd_500_649_Mng,CL_nfd_500_649_Pro,CL_nfd_500_649_TecTW,CL_nfd_500_649_CoPSW,CL_nfd_500_649_ClAW,CL_nfd_500_649_SWks,CL_nfd_500_649_MaOpDv,CL_nfd_500_649_Lab,CL_nfd_500_649_IDNS,CL_nfd_500_649_Tot,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000mo_Mng,CL_nfd_3000mo_Pro,CL_nfd_3000mo_TecTW,CL_nfd_3000mo_CoPSW,CL_nfd_3000mo_ClAW,CL_nfd_3000mo_SWks,CL_nfd_3000mo_MaOpDv,CL_nfd_3000mo_Lab,CL_nfd_3000mo_IDNS,CL_nfd_3000mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot
6RTAS,22,9,12,86,33,38,3,33,5,243,24,8,25,124,71,54,13,43,4,368,38,20,35,114,89,47,20,60,6,432,49,12,22,76,90,38,30,35,3,358,39,23,22,47,93,17,18,35,4,308,30,26,12,23,38,8,13,13,0,158,13,14,12,18,10,5,10,10,0,100,13,12,4,17,0,0,7,11,0,70,24,9,6,11,11,7,10,3,9,79,8,5,0,0,3,3,0,0,0,17,3,0,3,17,8,3,0,5,3,40,294,147,183,648,505,273,134,322,38,2543,76,4,34,13,13,4,3,13,9,155,49,9,65,52,39,42,3,52,3,305,81,28,178,196,78,98,33,131,13,844,107,34,260,297,139,122,49,143,18,1166,119,37,384,477,156,180,55,190,15,1620,229,74,682,735,298,260,118,373,27,2794,394,86,1094,708,467,309,270,455,26,3802,493,151,1620,534,542,277,389,440,70,4525
6GHOB,9,7,4,37,26,25,4,28,3,145,8,12,8,103,54,27,7,42,3,266,16,15,19,108,73,48,22,38,7,343,21,24,17,90,69,38,18,26,8,305,34,34,22,50,92,15,21,16,3,289,19,17,18,22,63,16,3,9,3,165,28,22,8,16,29,6,0,3,3,122,16,14,7,18,15,4,3,4,0,69,20,12,3,3,7,8,0,0,0,63,16,5,0,3,0,3,0,0,3,31,3,3,4,7,4,0,0,3,3,24,188,170,132,543,471,228,83,208,38,2070,31,0,23,3,8,9,4,9,7,90,8,13,32,48,12,25,7,20,3,159,36,22,94,132,42,90,13,91,4,526,39,16,181,209,79,116,23,81,11,763,48,46,267,316,117,140,45,116,16,1102,101,56,532,697,261,189,71,191,17,2119,195,88,911,697,407,243,146,258,26,2986,330,135,1418,538,627,261,254,267,44,3866
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,3,17,0,0,0,0,0,23,0,0,4,22,0,0,0,7,0,35,3,3,0,12,0,0,4,0,0,29,0,0,12,14,0,0,7,3,0,35,0,0,4,5,0,0,8,4,0,24,0,3,3,0,0,0,0,4,0,10,0,0,0,0,0,0,4,0,0,12,3,0,4,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,8,14,34,85,6,5,22,46,4,229,6,0,10,0,0,0,5,3,0,20,0,0,8,6,5,0,0,12,3,33,9,3,36,30,10,10,5,28,0,134,8,4,58,36,5,10,11,38,3,173,13,0,70,62,3,4,13,41,3,209,35,6,132,78,9,4,18,55,3,340,43,4,222,76,6,13,26,62,3,456,72,8,382,44,4,5,34,66,11,617
5RWAU,40,21,31,89,67,45,9,45,3,358,47,20,46,143,107,73,16,86,5,548,81,31,44,161,131,64,22,72,3,605,92,30,49,155,128,64,51,95,4,669,100,51,72,92,174,50,58,88,0,685,85,34,40,35,88,38,62,27,7,419,68,27,39,41,65,15,84,38,3,379,46,26,38,30,23,10,93,24,0,282,75,51,112,37,33,11,222,81,11,629,69,39,113,11,26,11,97,40,5,402,12,10,9,10,6,6,12,10,0,74,804,368,636,962,969,486,752,713,63,5753,141,15,87,23,34,21,31,38,24,417,68,30,89,147,67,114,22,116,17,669,143,53,254,236,148,162,38,249,27,1319,145,52,326,364,170,188,70,285,22,1622,162,83,495,474,246,239,76,300,27,2099,372,141,804,895,442,309,158,488,47,3665,403,179,1272,1077,631,401,266,592,65,4886,638,223,2055,913,734,393,473,783,86,6285
5GPER,66,50,68,312,226,181,40,163,9,1112,69,82,123,528,431,238,69,198,16,1753,117,98,153,653,468,243,106,206,14,2064,213,108,244,634,659,217,177,191,22,2466,240,172,284,425,864,200,211,175,24,2592,195,165,211,202,554,132,148,90,22,1708,197,165,172,196,316,104,117,62,23,1345,139,130,112,135,131,68,69,33,20,831,293,195,150,72,138,91,120,53,28,1145,193,104,66,15,52,55,35,14,8,546,14,20,31,47,51,24,14,18,18,246,1837,1419,1748,3729,4259,1945,1162,1498,244,17846,167,52,251,91,112,76,37,85,58,923,75,109,308,506,174,442,63,311,32,2016,115,192,755,1091,431,763,150,608,44,4158,192,159,1029,1355,523,757,195,720,69,5000,226,242,1455,1790,715,800,245,769,71,6300,460,361,2663,3168,1469,1186,449,1092,125,10970,757,478,4013,3696,1921,1269,912,1352,147,14535,1326,723,6996,3652,2901,1285,1721,1711,263,20580
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,18,0,20,3,3,7,0,0,0,7,3,0,22,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,6,22,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7
59499,3,3,6,27,0,3,9,29,0,82,3,8,13,38,12,7,3,28,0,113,0,9,26,28,10,5,10,20,3,112,3,12,21,20,17,0,12,36,0,118,4,11,26,21,4,9,23,47,0,140,6,5,29,3,7,6,10,29,0,97,3,14,17,3,3,0,16,13,0,64,3,4,9,0,0,0,12,6,0,32,13,18,16,4,5,3,21,25,0,97,6,4,16,0,3,0,13,11,0,54,0,0,3,3,3,0,0,5,0,16,43,90,198,197,74,54,134,302,12,1104,8,3,44,8,14,3,8,21,6,112,10,16,53,40,10,20,9,56,6,200,10,20,135,100,23,22,27,143,5,475,18,16,203,109,21,27,34,130,7,558,19,28,298,136,24,28,37,130,9,701,29,32,553,189,46,32,74,207,7,1171,35,28,797,220,48,29,86,248,28,1519,74,35,1355,169,53,43,123,341,20,2217
4RSAU,36,17,14,78,39,42,14,59,4,303,52,22,39,158,60,67,22,76,5,503,83,18,38,151,92,41,32,101,3,562,85,34,55,99,96,45,41,78,5,527,93,27,44,76,87,34,49,67,3,473,68,26,21,37,47,19,35,45,3,301,47,16,17,18,25,17,40,17,3,195,31,7,3,14,7,6,17,6,0,102,39,6,13,23,10,3,19,11,3,130,22,5,6,6,6,5,4,0,0,59,14,5,0,10,3,6,0,8,6,55,642,209,276,778,537,383,288,568,45,3722,141,6,64,21,25,6,6,41,10,326,65,7,97,110,48,71,6,112,5,521,157,51,235,231,114,140,37,239,12,1223,227,46,327,351,145,169,66,252,29,1604,216,53,464,541,212,231,73,333,29,2153,365,102,830,964,394,366,153,504,38,3707,559,161,1291,943,544,401,270,647,55,4869,739,202,1946,745,666,340,464,794,51,5931
4GADE,33,33,52,248,153,117,24,90,10,763,69,71,93,484,300,200,59,147,8,1423,107,76,126,470,363,213,111,141,16,1620,155,113,172,395,464,194,145,184,26,1845,203,146,165,274,560,142,123,86,24,1722,141,142,127,103,290,77,60,43,10,993,126,109,54,74,138,52,54,22,12,653,94,45,31,54,61,34,18,13,9,355,164,114,41,62,43,36,30,13,11,513,74,48,7,11,25,38,10,11,3,218,12,15,10,37,35,14,10,5,12,162,1250,990,948,2563,2632,1380,665,943,161,11531,104,33,133,56,59,38,18,48,33,522,53,66,210,320,122,308,47,281,23,1428,139,125,568,730,287,566,84,497,38,3030,177,146,884,1012,409,605,137,545,38,3951,220,184,1368,1535,665,738,214,672,66,5658,479,351,2444,2857,1354,1074,416,987,97,10060,745,425,3988,3052,1967,1218,938,1416,149,13891,1470,748,6462,2587,3001,1222,1514,1494,240,18736
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,8,27,3,5,4,12,0,62,0,3,12,47,3,4,3,22,0,93,7,4,14,27,5,0,11,13,3,70,6,6,20,15,5,3,11,26,0,97,7,9,24,12,4,5,13,17,3,85,9,3,17,9,0,9,7,10,0,63,3,4,9,4,0,4,5,5,0,37,8,3,4,0,0,0,7,9,0,24,0,3,3,4,0,0,7,6,0,24,4,3,0,0,0,0,3,0,0,12,0,0,3,4,0,0,4,0,0,14,42,45,139,172,30,40,73,174,12,725,9,0,21,5,4,0,4,10,3,60,5,12,42,34,5,16,6,43,0,157,10,19,138,120,18,13,22,103,3,445,16,13,190,135,13,27,28,123,11,553,37,21,257,168,29,33,22,138,6,716,44,35,529,262,43,29,46,237,10,1228,86,25,773,229,37,30,52,219,18,1455,98,31,1172,193,43,30,83,231,24,1902
3RQLD,121,86,88,480,244,256,55,237,12,1570,174,136,196,888,447,407,113,355,18,2728,254,160,264,936,593,473,202,440,35,3352,357,193,276,607,739,393,277,361,32,3238,354,214,291,403,705,270,292,274,28,2825,216,157,165,167,381,174,185,94,31,1566,232,113,113,81,167,103,153,76,8,1052,147,87,77,56,65,57,123,41,7,665,221,95,102,41,61,85,231,43,12,898,137,35,61,12,33,48,48,26,11,407,36,30,27,83,56,41,29,49,24,369,2572,1463,1842,4470,3864,2797,1799,2462,279,21538,561,76,409,119,171,108,87,172,86,1787,265,154,465,706,305,586,98,586,49,3215,475,279,1165,1472,706,1151,245,1079,98,6670,683,312,1839,1961,983,1144,341,1288,129,8675,795,421,2549,2968,1313,1461,496,1542,124,11675,1433,856,4789,6031,2786,2281,1060,2559,200,21989,2168,1185,8213,6521,4117,2967,1969,3539,296,30976,3339,1506,13382,4773,5135,2516,3039,3976,422,38080
3GBRI,64,54,69,346,184,176,42,160,20,1114,107,93,145,657,396,290,90,256,21,2058,166,117,171,737,541,333,238,353,29,2691,268,157,284,578,805,373,313,333,38,3154,304,232,269,425,875,265,312,231,34,2956,221,227,168,201,541,155,184,105,40,1838,236,195,106,108,284,125,109,62,20,1247,150,139,69,49,120,73,76,38,10,725,268,210,94,52,128,79,84,44,11,974,187,79,30,14,40,58,23,6,3,453,23,13,17,54,52,36,22,19,22,265,2144,1669,1553,3850,4310,2360,1577,1941,282,19678,188,65,273,108,125,70,64,118,73,1086,104,145,322,668,205,624,98,490,38,2689,210,224,818,1513,486,980,221,779,75,5311,329,240,1154,1760,724,982,321,894,89,6492,378,329,1810,2458,982,1046,385,1058,115,8564,724,594,3377,4837,2047,1743,790,1790,161,16061,1265,807,5910,5454,3413,2047,1903,2703,269,23779,2201,1170,10300,4112,5113,2007,3134,3175,366,31572
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5
39499,10,13,15,47,5,9,6,69,7,175,9,12,30,68,11,17,13,87,0,246,3,8,38,64,9,12,18,61,3,225,14,10,50,40,10,11,26,93,0,255,14,21,53,34,13,13,27,83,4,255,11,13,22,10,3,10,18,51,0,142,11,9,21,10,3,7,13,25,4,104,15,9,19,4,3,5,19,17,0,84,12,15,14,0,3,0,28,21,0,99,0,12,3,0,3,0,7,0,0,26,0,0,4,3,3,4,5,7,3,35,107,152,303,359,101,121,198,607,26,1973,23,10,97,11,19,11,28,47,5,255,16,25,117,93,20,29,16,104,9,424,30,51,298,191,42,43,37,269,11,981,71,52,446,200,50,71,82,319,20,1311,86,52,671,283,49,65,127,398,17,1752,119,85,1253,461,69,78,176,613,34,2888,186,94,1866,452,110,74,262,752,56,3855,286,91,3221,352,108,90,327,945,82,5504
2RVIC,85,40,84,283,145,155,24,139,7,971,123,56,114,530,258,203,42,249,17,1582,177,53,141,501,318,220,111,201,10,1743,215,80,172,317,315,179,137,182,8,1603,205,86,117,228,262,119,131,129,23,1302,126,75,57,113,150,59,62,54,17,709,101,73,46,58,68,40,59,41,10,491,74,36,29,31,20,27,49,20,0,283,102,46,49,23,36,44,49,21,3,366,43,21,24,15,22,16,15,7,0,161,34,16,16,52,19,22,16,15,3,183,1516,649,967,2577,1841,1337,722,1324,117,11060,546,26,212,67,73,53,36,95,47,1145,271,83,324,395,147,336,53,328,48,1979,519,164,850,1009,367,645,126,705,63,4445,679,210,1288,1254,586,793,213,885,68,5978,844,226,1853,1867,844,910,298,1008,98,7952,1319,442,3360,3380,1572,1234,615,1611,109,13639,1854,621,5740,3423,2130,1495,1187,2252,191,18890,2584,790,8281,2755,2465,1368,1840,2415,232,22736
2GMEL,106,120,156,680,428,297,81,309,34,2202,212,173,286,1186,810,486,201,407,48,3801,292,209,378,1244,1006,622,423,501,53,4722,450,290,487,1081,1318,535,583,460,72,5271,595,420,470,684,1384,474,442,260,67,4789,469,368,315,343,821,292,236,120,44,3009,422,378,236,207,530,200,179,87,31,2263,318,257,127,119,247,136,95,51,20,1367,611,390,155,91,201,179,152,58,21,1863,401,206,42,37,91,176,18,14,18,997,55,53,45,134,124,64,39,57,39,611,4148,3119,2987,7071,7651,4209,2573,2889,517,35156,337,77,457,192,190,147,80,162,145,1802,160,190,658,1033,326,809,109,549,92,3938,378,444,1662,2399,885,1541,334,1276,141,9060,521,433,2583,2992,1232,1586,452,1445,154,11386,679,571,3924,3904,1749,1759,651,1737,226,15199,1357,916,6888,6670,3124,2441,1424,2745,312,25875,2201,1233,11489,7215,4620,2823,3339,4114,422,37457,3789,1806,17649,6527,6655,2851,5251,4326,609,49460
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
29499,4,9,22,74,13,12,7,53,0,193,5,20,32,98,14,13,17,61,0,266,9,9,44,75,5,9,16,50,4,228,12,17,52,63,5,13,26,62,4,261,16,19,62,44,9,11,35,45,4,247,13,9,32,13,10,12,16,29,7,149,7,10,34,5,3,11,12,20,4,98,5,10,17,3,0,5,5,8,0,51,5,16,26,0,0,3,9,20,0,82,4,8,6,4,0,0,0,3,0,24,3,0,4,4,3,7,5,6,3,42,105,133,377,516,99,139,172,461,40,2038,21,6,115,16,9,5,20,34,20,247,15,34,130,91,20,31,12,104,7,441,28,55,368,282,32,59,42,277,24,1165,44,41,551,331,47,45,68,343,25,1497,95,47,1007,443,59,62,113,398,26,2251,170,72,1812,624,72,77,197,544,49,3616,259,77,2763,522,80,83,207,668,47,4709,389,104,4189,401,101,90,337,855,75,6543
1RNSW,197,117,133,499,431,321,75,267,19,2055,298,201,219,853,843,505,126,410,19,3477,365,266,269,974,1060,550,189,530,53,4249,440,199,271,739,1209,435,261,423,46,4020,501,228,256,440,1039,272,278,276,30,3314,323,155,162,180,577,139,183,131,9,1861,247,153,108,125,270,111,148,64,20,1252,148,78,63,79,121,61,107,37,15,705,209,87,66,54,102,91,165,39,9,826,157,45,39,23,62,62,31,15,7,435,76,20,24,67,79,43,25,33,35,404,3408,1737,1818,4792,6459,3127,1683,2767,314,26106,608,45,362,134,146,96,71,175,94,1734,363,149,485,538,273,395,96,452,66,2821,720,320,1463,1561,754,1032,272,1153,104,7380,989,442,2264,2235,1078,1245,420,1558,136,10359,1181,666,3130,3103,1667,1606,539,1828,166,13889,1983,1340,6181,6056,3264,2495,1097,2730,264,25413,2844,1648,10059,7075,4591,2984,1960,3718,357,35242,3976,1769,14838,5499,5743,2591,3362,4209,471,42468
1GSYD,143,168,181,678,665,421,116,325,27,2720,240,271,331,1076,1204,617,214,477,72,4512,362,319,404,1189,1607,760,453,586,68,5740,552,439,514,1101,2175,771,664,586,86,6890,738,606,610,797,2431,622,557,426,96,6881,643,517,392,427,1610,416,343,215,75,4649,646,551,337,317,1026,317,249,149,56,3646,491,426,206,168,484,190,142,79,27,2209,982,833,225,152,518,331,162,61,32,3295,801,401,54,47,215,241,29,16,28,1832,83,62,47,104,172,67,48,51,59,693,5916,4903,3590,7159,13103,5551,3126,3501,733,47588,246,95,441,158,190,132,103,122,122,1618,133,201,529,616,328,450,85,345,77,2756,299,398,1439,1701,816,1095,289,833,122,7001,464,491,2328,2347,1207,1178,403,1157,172,9755,573,622,3519,3086,1595,1482,613,1405,207,13088,1219,1196,6603,5447,3222,2418,1232,2301,294,23924,2028,1634,10555,6853,4985,2834,2875,3298,515,35580,3544,2185,17010,6297,7299,3047,4555,4006,716,48652
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5
19499,4,16,40,98,14,13,23,74,3,290,12,38,46,122,20,31,29,106,7,404,7,28,74,96,20,16,39,96,8,386,19,37,70,91,23,21,50,131,9,454,25,27,85,48,25,23,71,124,7,443,24,26,55,24,6,18,27,63,0,239,14,12,29,12,9,20,23,37,0,163,17,12,20,3,3,9,17,24,0,109,20,23,37,9,0,12,13,15,4,138,11,11,6,0,0,3,3,8,0,40,4,5,6,8,4,3,4,16,4,59,181,274,537,639,176,208,335,867,51,3260,35,0,134,12,13,3,24,46,20,302,20,24,135,71,23,27,20,114,12,447,50,53,376,240,48,39,83,322,20,1236,73,79,714,332,67,65,131,429,21,1914,107,88,1103,486,66,79,175,491,24,2624,197,133,2141,746,111,82,245,756,58,4462,302,147,3141,591,125,107,337,884,59,5689,503,133,4918,452,141,137,440,1081,101,7899
